"Time (CET)","Day-ahead Total Load Forecast [MW] - CTA|BE","Actual Total Load [MW] - CTA|BE"
"30.06.2017 03:15 - 30.06.2017 03:30","8057","7904"
"30.06.2017 03:30 - 30.06.2017 03:45","8061","7912"
"30.06.2017 03:45 - 30.06.2017 04:00","8053","7946"
"30.06.2017 04:00 - 30.06.2017 04:15","8041","7923"
"30.06.2017 04:15 - 30.06.2017 04:30","8039","7939"
"30.06.2017 04:30 - 30.06.2017 04:45","8068","8046"
"30.06.2017 04:45 - 30.06.2017 05:00","8134","8026"
"30.06.2017 05:00 - 30.06.2017 05:15","8300","8089"
"30.06.2017 05:15 - 30.06.2017 05:30","8233","7990"
"30.06.2017 05:30 - 30.06.2017 05:45","8252","8062"
"30.06.2017 05:45 - 30.06.2017 06:00","8423","8210"
"30.06.2017 06:00 - 30.06.2017 06:15","8716","8520"
"30.06.2017 06:15 - 30.06.2017 06:30","8971","8770"
"30.06.2017 06:30 - 30.06.2017 06:45","9165","9033"
"30.06.2017 06:45 - 30.06.2017 07:00","9410","9231"
"30.06.2017 07:00 - 30.06.2017 07:15","9650","9612"
"30.06.2017 07:15 - 30.06.2017 07:30","9903","9842"
"30.06.2017 07:30 - 30.06.2017 07:45","10099","10037"
"30.06.2017 07:45 - 30.06.2017 08:00","10255","10196"
"30.06.2017 08:00 - 30.06.2017 08:15","10366","10254"
"30.06.2017 08:15 - 30.06.2017 08:30","10520","10419"
"30.06.2017 08:30 - 30.06.2017 08:45","10655","10517"
"30.06.2017 08:45 - 30.06.2017 09:00","10732","10640"
"30.06.2017 09:00 - 30.06.2017 09:15","10805","10691"
"30.06.2017 09:15 - 30.06.2017 09:30","10872","10708"
"30.06.2017 09:30 - 30.06.2017 09:45","10955","10893"
"30.06.2017 09:45 - 30.06.2017 10:00","10986","10907"
"30.06.2017 10:00 - 30.06.2017 10:15","10944","10960"
"30.06.2017 10:15 - 30.06.2017 10:30","10955","10983"
"30.06.2017 10:30 - 30.06.2017 10:45","10995","10965"
"30.06.2017 10:45 - 30.06.2017 11:00","11056","11020"
"30.06.2017 11:00 - 30.06.2017 11:15","11104","11269"
"30.06.2017 11:15 - 30.06.2017 11:30","11147","11192"
"30.06.2017 11:30 - 30.06.2017 11:45","11201","11251"
"30.06.2017 11:45 - 30.06.2017 12:00","11188","11175"
"30.06.2017 12:00 - 30.06.2017 12:15","11022","10998"
"30.06.2017 12:15 - 30.06.2017 12:30","10903","10856"
"30.06.2017 12:30 - 30.06.2017 12:45","10893","10864"
"30.06.2017 12:45 - 30.06.2017 13:00","10919","10904"
"30.06.2017 13:00 - 30.06.2017 13:15","10804","10845"
"30.06.2017 13:15 - 30.06.2017 13:30","10782","10768"
"30.06.2017 13:30 - 30.06.2017 13:45","10769","10693"
"30.06.2017 13:45 - 30.06.2017 14:00","10692","10672"
"30.06.2017 14:00 - 30.06.2017 14:15","10587","10787"
"30.06.2017 14:15 - 30.06.2017 14:30","10584","10773"
"30.06.2017 14:30 - 30.06.2017 14:45","10532","10798"
"30.06.2017 14:45 - 30.06.2017 15:00","10509","10750"
"30.06.2017 15:00 - 30.06.2017 15:15","10388","10692"
"30.06.2017 15:15 - 30.06.2017 15:30","10334","10713"
"30.06.2017 15:30 - 30.06.2017 15:45","10276","10682"
"30.06.2017 15:45 - 30.06.2017 16:00","10220","10678"
"30.06.2017 16:00 - 30.06.2017 16:15","10139","10603"
"30.06.2017 16:15 - 30.06.2017 16:30","10143","10519"
"30.06.2017 16:30 - 30.06.2017 16:45","10120","10502"
"30.06.2017 16:45 - 30.06.2017 17:00","10111","10542"
"30.06.2017 17:00 - 30.06.2017 17:15","10123","10485"
"30.06.2017 17:15 - 30.06.2017 17:30","10093","10545"
"30.06.2017 17:30 - 30.06.2017 17:45","10105","10484"
"30.06.2017 17:45 - 30.06.2017 18:00","10119","10512"
"30.06.2017 18:00 - 30.06.2017 18:15","9990","10394"
"30.06.2017 18:15 - 30.06.2017 18:30","9965","10264"
"30.06.2017 18:30 - 30.06.2017 18:45","9902","10208"
"30.06.2017 18:45 - 30.06.2017 19:00","9865","10076"
"30.06.2017 19:00 - 30.06.2017 19:15","9742","9945"
"30.06.2017 19:15 - 30.06.2017 19:30","9635","9803"
"30.06.2017 19:30 - 30.06.2017 19:45","9593","9758"
"30.06.2017 19:45 - 30.06.2017 20:00","9536","9754"
"30.06.2017 20:00 - 30.06.2017 20:15","9503","9684"
"30.06.2017 20:15 - 30.06.2017 20:30","9374","9556"
"30.06.2017 20:30 - 30.06.2017 20:45","9302","9493"
"30.06.2017 20:45 - 30.06.2017 21:00","9164","9410"
"30.06.2017 21:00 - 30.06.2017 21:15","9131","9305"
"30.06.2017 21:15 - 30.06.2017 21:30","9126","9236"
"30.06.2017 21:30 - 30.06.2017 21:45","9075","9222"
"30.06.2017 21:45 - 30.06.2017 22:00","9012","9116"
"30.06.2017 22:00 - 30.06.2017 22:15","9229","9371"
"30.06.2017 22:15 - 30.06.2017 22:30","9351","9485"
"30.06.2017 22:30 - 30.06.2017 22:45","9451","9572"
"30.06.2017 22:45 - 30.06.2017 23:00","9370","9508"
"30.06.2017 23:00 - 30.06.2017 23:15","9324","9508"
"30.06.2017 23:15 - 30.06.2017 23:30","9206","9279"
"30.06.2017 23:30 - 30.06.2017 23:45","9008","9053"
"30.06.2017 23:45 - 01.07.2017 00:00","8865","8952"
"01.07.2017 00:00 - 01.07.2017 00:15","8549","8855"
"01.07.2017 00:15 - 01.07.2017 00:30","8405","8688"
"01.07.2017 00:30 - 01.07.2017 00:45","8278","8551"
"01.07.2017 00:45 - 01.07.2017 01:00","8194","8472"
"01.07.2017 01:00 - 01.07.2017 01:15","8096","8361"
"01.07.2017 01:15 - 01.07.2017 01:30","8053","8404"
"01.07.2017 01:30 - 01.07.2017 01:45","7933","8199"
"01.07.2017 01:45 - 01.07.2017 02:00","7843","8116"
"01.07.2017 02:00 - 01.07.2017 02:15","7746","8040"
"01.07.2017 02:15 - 01.07.2017 02:30","7674","7878"
"01.07.2017 02:30 - 01.07.2017 02:45","7615","7840"
"01.07.2017 02:45 - 01.07.2017 03:00","7580","7878"
"01.07.2017 03:00 - 01.07.2017 03:15","7574","7818"
"01.07.2017 03:15 - 01.07.2017 03:30","7521","7754"
"01.07.2017 03:30 - 01.07.2017 03:45","7488","7709"
"01.07.2017 03:45 - 01.07.2017 04:00","7417","7714"
"01.07.2017 04:00 - 01.07.2017 04:15","7396","7710"
"01.07.2017 04:15 - 01.07.2017 04:30","7387","7721"
"01.07.2017 04:30 - 01.07.2017 04:45","7381","7649"
"01.07.2017 04:45 - 01.07.2017 05:00","7376","7681"
"01.07.2017 05:00 - 01.07.2017 05:15","7295","7613"
"01.07.2017 05:15 - 01.07.2017 05:30","7223","7587"
"01.07.2017 05:30 - 01.07.2017 05:45","7137","7617"
"01.07.2017 05:45 - 01.07.2017 06:00","7140","7583"
"01.07.2017 06:00 - 01.07.2017 06:15","7274","7607"
"01.07.2017 06:15 - 01.07.2017 06:30","7391","7657"
"01.07.2017 06:30 - 01.07.2017 06:45","7483","7830"
"01.07.2017 06:45 - 01.07.2017 07:00","7563","7773"
"01.07.2017 07:00 - 01.07.2017 07:15","7736","8064"
"01.07.2017 07:15 - 01.07.2017 07:30","7896","8307"
"01.07.2017 07:30 - 01.07.2017 07:45","8021","8316"
"01.07.2017 07:45 - 01.07.2017 08:00","8085","8580"
"01.07.2017 08:00 - 01.07.2017 08:15","8339","8660"
"01.07.2017 08:15 - 01.07.2017 08:30","8499","8856"
"01.07.2017 08:30 - 01.07.2017 08:45","8624","8873"
"01.07.2017 08:45 - 01.07.2017 09:00","8762","8910"
"01.07.2017 09:00 - 01.07.2017 09:15","9009","9132"
"01.07.2017 09:15 - 01.07.2017 09:30","9089","9253"
"01.07.2017 09:30 - 01.07.2017 09:45","9141","9486"
"01.07.2017 09:45 - 01.07.2017 10:00","9214","9529"
"01.07.2017 10:00 - 01.07.2017 10:15","9342","9746"
"01.07.2017 10:15 - 01.07.2017 10:30","9378","9693"
"01.07.2017 10:30 - 01.07.2017 10:45","9395","9764"
"01.07.2017 10:45 - 01.07.2017 11:00","9466","9722"
"01.07.2017 11:00 - 01.07.2017 11:15","9521","9726"
"01.07.2017 11:15 - 01.07.2017 11:30","9595","9718"
"01.07.2017 11:30 - 01.07.2017 11:45","9613","9847"
"01.07.2017 11:45 - 01.07.2017 12:00","9585","9770"
"01.07.2017 12:00 - 01.07.2017 12:15","9538","9829"
"01.07.2017 12:15 - 01.07.2017 12:30","9503","9730"
"01.07.2017 12:30 - 01.07.2017 12:45","9437","9729"
"01.07.2017 12:45 - 01.07.2017 13:00","9392","9771"
"01.07.2017 13:00 - 01.07.2017 13:15","9365","9676"
"01.07.2017 13:15 - 01.07.2017 13:30","9321","9666"
"01.07.2017 13:30 - 01.07.2017 13:45","9223","9638"
"01.07.2017 13:45 - 01.07.2017 14:00","9167","9470"
"01.07.2017 14:00 - 01.07.2017 14:15","9063","9500"
"01.07.2017 14:15 - 01.07.2017 14:30","9033","9387"
"01.07.2017 14:30 - 01.07.2017 14:45","8970","9355"
"01.07.2017 14:45 - 01.07.2017 15:00","8916","9268"
"01.07.2017 15:00 - 01.07.2017 15:15","8909","9227"
"01.07.2017 15:15 - 01.07.2017 15:30","8906","9208"
"01.07.2017 15:30 - 01.07.2017 15:45","8899","9079"
"01.07.2017 15:45 - 01.07.2017 16:00","8866","9061"
"01.07.2017 16:00 - 01.07.2017 16:15","8809","9089"
"01.07.2017 16:15 - 01.07.2017 16:30","8871","9160"
"01.07.2017 16:30 - 01.07.2017 16:45","8842","9124"
"01.07.2017 16:45 - 01.07.2017 17:00","8820","9192"
"01.07.2017 17:00 - 01.07.2017 17:15","8816","9220"
"01.07.2017 17:15 - 01.07.2017 17:30","8852","9316"
"01.07.2017 17:30 - 01.07.2017 17:45","8869","9319"
"01.07.2017 17:45 - 01.07.2017 18:00","8940","9297"
"01.07.2017 18:00 - 01.07.2017 18:15","8892","9309"
"01.07.2017 18:15 - 01.07.2017 18:30","8917","9265"
"01.07.2017 18:30 - 01.07.2017 18:45","8858","9307"
"01.07.2017 18:45 - 01.07.2017 19:00","8892","9234"
"01.07.2017 19:00 - 01.07.2017 19:15","8835","9185"
"01.07.2017 19:15 - 01.07.2017 19:30","8769","9130"
"01.07.2017 19:30 - 01.07.2017 19:45","8715","9085"
"01.07.2017 19:45 - 01.07.2017 20:00","8670","8916"
"01.07.2017 20:00 - 01.07.2017 20:15","8598","8952"
"01.07.2017 20:15 - 01.07.2017 20:30","8558","8846"
"01.07.2017 20:30 - 01.07.2017 20:45","8459","8836"
"01.07.2017 20:45 - 01.07.2017 21:00","8443","8727"
"01.07.2017 21:00 - 01.07.2017 21:15","8359","8678"
"01.07.2017 21:15 - 01.07.2017 21:30","8351","8564"
"01.07.2017 21:30 - 01.07.2017 21:45","8370","8619"
"01.07.2017 21:45 - 01.07.2017 22:00","8355","8578"
"01.07.2017 22:00 - 01.07.2017 22:15","8447","8616"
"01.07.2017 22:15 - 01.07.2017 22:30","8524","8791"
"01.07.2017 22:30 - 01.07.2017 22:45","8593","8854"
"01.07.2017 22:45 - 01.07.2017 23:00","8545","8838"
"01.07.2017 23:00 - 01.07.2017 23:15","8555","8829"
"01.07.2017 23:15 - 01.07.2017 23:30","8435","8704"
"01.07.2017 23:30 - 01.07.2017 23:45","8298","8579"
"01.07.2017 23:45 - 02.07.2017 00:00","8179","8437"
"02.07.2017 00:00 - 02.07.2017 00:15","8081","8257"
"02.07.2017 00:15 - 02.07.2017 00:30","7961","8050"
"02.07.2017 00:30 - 02.07.2017 00:45","7878","8034"
"02.07.2017 00:45 - 02.07.2017 01:00","7794","7850"
"02.07.2017 01:00 - 02.07.2017 01:15","7729","7832"
"02.07.2017 01:15 - 02.07.2017 01:30","7629","7730"
"02.07.2017 01:30 - 02.07.2017 01:45","7564","7602"
"02.07.2017 01:45 - 02.07.2017 02:00","7444","7514"
"02.07.2017 02:00 - 02.07.2017 02:15","7433","7535"
"02.07.2017 02:15 - 02.07.2017 02:30","7322","7469"
"02.07.2017 02:30 - 02.07.2017 02:45","7322","7299"
"02.07.2017 02:45 - 02.07.2017 03:00","7278","7281"
"02.07.2017 03:00 - 02.07.2017 03:15","7247","7296"
"02.07.2017 03:15 - 02.07.2017 03:30","7236","7312"
"02.07.2017 03:30 - 02.07.2017 03:45","7202","7232"
"02.07.2017 03:45 - 02.07.2017 04:00","7195","7137"
"02.07.2017 04:00 - 02.07.2017 04:15","7161","7238"
"02.07.2017 04:15 - 02.07.2017 04:30","7131","7208"
"02.07.2017 04:30 - 02.07.2017 04:45","7136","7253"
"02.07.2017 04:45 - 02.07.2017 05:00","7109","7241"
"02.07.2017 05:00 - 02.07.2017 05:15","7082","7131"
"02.07.2017 05:15 - 02.07.2017 05:30","6980","6984"
"02.07.2017 05:30 - 02.07.2017 05:45","6880","6982"
"02.07.2017 05:45 - 02.07.2017 06:00","6915","7046"
"02.07.2017 06:00 - 02.07.2017 06:15","6973","6988"
"02.07.2017 06:15 - 02.07.2017 06:30","7038","7006"
"02.07.2017 06:30 - 02.07.2017 06:45","7121","7120"
"02.07.2017 06:45 - 02.07.2017 07:00","7150","7228"
"02.07.2017 07:00 - 02.07.2017 07:15","7326","7381"
"02.07.2017 07:15 - 02.07.2017 07:30","7427","7486"
"02.07.2017 07:30 - 02.07.2017 07:45","7544","7528"
"02.07.2017 07:45 - 02.07.2017 08:00","7621","7644"
"02.07.2017 08:00 - 02.07.2017 08:15","7803","7823"
"02.07.2017 08:15 - 02.07.2017 08:30","7907","7987"
"02.07.2017 08:30 - 02.07.2017 08:45","8005","8047"
"02.07.2017 08:45 - 02.07.2017 09:00","8127","8217"
"02.07.2017 09:00 - 02.07.2017 09:15","8276","8372"
"02.07.2017 09:15 - 02.07.2017 09:30","8326","8425"
"02.07.2017 09:30 - 02.07.2017 09:45","8432","8670"
"02.07.2017 09:45 - 02.07.2017 10:00","8471","8659"
"02.07.2017 10:00 - 02.07.2017 10:15","8579","8895"
"02.07.2017 10:15 - 02.07.2017 10:30","8669","8956"
"02.07.2017 10:30 - 02.07.2017 10:45","8726","9051"
"02.07.2017 10:45 - 02.07.2017 11:00","8738","9117"
"02.07.2017 11:00 - 02.07.2017 11:15","8835","9129"
"02.07.2017 11:15 - 02.07.2017 11:30","8846","9410"
"02.07.2017 11:30 - 02.07.2017 11:45","8940","9414"
"02.07.2017 11:45 - 02.07.2017 12:00","8933","9566"
"02.07.2017 12:00 - 02.07.2017 12:15","9011","9608"
"02.07.2017 12:15 - 02.07.2017 12:30","8946","9574"
"02.07.2017 12:30 - 02.07.2017 12:45","8948","9420"
"02.07.2017 12:45 - 02.07.2017 13:00","8812","9475"
"02.07.2017 13:00 - 02.07.2017 13:15","8769","9365"
"02.07.2017 13:15 - 02.07.2017 13:30","8741","9186"
"02.07.2017 13:30 - 02.07.2017 13:45","8669","9160"
"02.07.2017 13:45 - 02.07.2017 14:00","8590","9043"
"02.07.2017 14:00 - 02.07.2017 14:15","8517","9095"
"02.07.2017 14:15 - 02.07.2017 14:30","8448","8947"
"02.07.2017 14:30 - 02.07.2017 14:45","8431","8899"
"02.07.2017 14:45 - 02.07.2017 15:00","8425","8765"
"02.07.2017 15:00 - 02.07.2017 15:15","8356","8813"
"02.07.2017 15:15 - 02.07.2017 15:30","8334","8664"
"02.07.2017 15:30 - 02.07.2017 15:45","8287","8688"
"02.07.2017 15:45 - 02.07.2017 16:00","8308","8713"
"02.07.2017 16:00 - 02.07.2017 16:15","8293","8589"
"02.07.2017 16:15 - 02.07.2017 16:30","8225","8580"
"02.07.2017 16:30 - 02.07.2017 16:45","8188","8571"
"02.07.2017 16:45 - 02.07.2017 17:00","8258","8631"
"02.07.2017 17:00 - 02.07.2017 17:15","8263","8532"
"02.07.2017 17:15 - 02.07.2017 17:30","8343","8611"
"02.07.2017 17:30 - 02.07.2017 17:45","8400","8591"
"02.07.2017 17:45 - 02.07.2017 18:00","8464","8658"
"02.07.2017 18:00 - 02.07.2017 18:15","8464","8742"
"02.07.2017 18:15 - 02.07.2017 18:30","8486","8785"
"02.07.2017 18:30 - 02.07.2017 18:45","8530","8810"
"02.07.2017 18:45 - 02.07.2017 19:00","8546","8759"
"02.07.2017 19:00 - 02.07.2017 19:15","8582","8800"
"02.07.2017 19:15 - 02.07.2017 19:30","8537","8800"
"02.07.2017 19:30 - 02.07.2017 19:45","8569","8781"
"02.07.2017 19:45 - 02.07.2017 20:00","8518","8762"
"02.07.2017 20:00 - 02.07.2017 20:15","8528","8777"
"02.07.2017 20:15 - 02.07.2017 20:30","8513","8716"
"02.07.2017 20:30 - 02.07.2017 20:45","8477","8643"
"02.07.2017 20:45 - 02.07.2017 21:00","8443","8581"
"02.07.2017 21:00 - 02.07.2017 21:15","8363","8667"
"02.07.2017 21:15 - 02.07.2017 21:30","8380","8682"
"02.07.2017 21:30 - 02.07.2017 21:45","8379","8574"
"02.07.2017 21:45 - 02.07.2017 22:00","8422","8586"
"02.07.2017 22:00 - 02.07.2017 22:15","8511","8677"
"02.07.2017 22:15 - 02.07.2017 22:30","8668","8844"
"02.07.2017 22:30 - 02.07.2017 22:45","8682","8946"
"02.07.2017 22:45 - 02.07.2017 23:00","8650","8886"
"02.07.2017 23:00 - 02.07.2017 23:15","8550","8845"
"02.07.2017 23:15 - 02.07.2017 23:30","8418","8802"
"02.07.2017 23:30 - 02.07.2017 23:45","8224","8675"
"02.07.2017 23:45 - 03.07.2017 00:00","8042","8367"
"03.07.2017 00:00 - 03.07.2017 00:15","7823","8303"
"03.07.2017 00:15 - 03.07.2017 00:30","7728","8133"
"03.07.2017 00:30 - 03.07.2017 00:45","7707","8076"
"03.07.2017 00:45 - 03.07.2017 01:00","7632","8000"
"03.07.2017 01:00 - 03.07.2017 01:15","7649","7926"
"03.07.2017 01:15 - 03.07.2017 01:30","7561","7921"
"03.07.2017 01:30 - 03.07.2017 01:45","7519","7757"
"03.07.2017 01:45 - 03.07.2017 02:00","7400","7735"
"03.07.2017 02:00 - 03.07.2017 02:15","7382","7743"
"03.07.2017 02:15 - 03.07.2017 02:30","7389","7670"
"03.07.2017 02:30 - 03.07.2017 02:45","7341","7616"
"03.07.2017 02:45 - 03.07.2017 03:00","7246","7591"
"03.07.2017 03:00 - 03.07.2017 03:15","7234","7633"
"03.07.2017 03:15 - 03.07.2017 03:30","7289","7667"
"03.07.2017 03:30 - 03.07.2017 03:45","7251","7518"
"03.07.2017 03:45 - 03.07.2017 04:00","7329","7482"
"03.07.2017 04:00 - 03.07.2017 04:15","7378","7567"
"03.07.2017 04:15 - 03.07.2017 04:30","7444","7592"
"03.07.2017 04:30 - 03.07.2017 04:45","7441","7642"
"03.07.2017 04:45 - 03.07.2017 05:00","7591","7801"
"03.07.2017 05:00 - 03.07.2017 05:15","7673","7911"
"03.07.2017 05:15 - 03.07.2017 05:30","7685","7977"
"03.07.2017 05:30 - 03.07.2017 05:45","7697","8026"
"03.07.2017 05:45 - 03.07.2017 06:00","7961","8130"
"03.07.2017 06:00 - 03.07.2017 06:15","8270","8353"
"03.07.2017 06:15 - 03.07.2017 06:30","8484","8544"
"03.07.2017 06:30 - 03.07.2017 06:45","8743","8784"
"03.07.2017 06:45 - 03.07.2017 07:00","9015","9119"
"03.07.2017 07:00 - 03.07.2017 07:15","9350","9386"
"03.07.2017 07:15 - 03.07.2017 07:30","9500","9608"
"03.07.2017 07:30 - 03.07.2017 07:45","9775","9764"
"03.07.2017 07:45 - 03.07.2017 08:00","9940","9863"
"03.07.2017 08:00 - 03.07.2017 08:15","10117","10028"
"03.07.2017 08:15 - 03.07.2017 08:30","10212","10136"
"03.07.2017 08:30 - 03.07.2017 08:45","10379","10356"
"03.07.2017 08:45 - 03.07.2017 09:00","10457","10480"
"03.07.2017 09:00 - 03.07.2017 09:15","10608","10575"
"03.07.2017 09:15 - 03.07.2017 09:30","10682","10544"
"03.07.2017 09:30 - 03.07.2017 09:45","10746","10609"
"03.07.2017 09:45 - 03.07.2017 10:00","10771","10673"
"03.07.2017 10:00 - 03.07.2017 10:15","10772","10699"
"03.07.2017 10:15 - 03.07.2017 10:30","10857","10723"
"03.07.2017 10:30 - 03.07.2017 10:45","10867","10818"
"03.07.2017 10:45 - 03.07.2017 11:00","10938","10836"
"03.07.2017 11:00 - 03.07.2017 11:15","10973","10895"
"03.07.2017 11:15 - 03.07.2017 11:30","11010","10909"
"03.07.2017 11:30 - 03.07.2017 11:45","11090","11006"
"03.07.2017 11:45 - 03.07.2017 12:00","11084","11075"
"03.07.2017 12:00 - 03.07.2017 12:15","10919","11011"
"03.07.2017 12:15 - 03.07.2017 12:30","10805","10839"
"03.07.2017 12:30 - 03.07.2017 12:45","10852","10816"
"03.07.2017 12:45 - 03.07.2017 13:00","10884","10775"
"03.07.2017 13:00 - 03.07.2017 13:15","10879","10847"
"03.07.2017 13:15 - 03.07.2017 13:30","10823","10837"
"03.07.2017 13:30 - 03.07.2017 13:45","10814","10793"
"03.07.2017 13:45 - 03.07.2017 14:00","10772","10813"
"03.07.2017 14:00 - 03.07.2017 14:15","10736","10757"
"03.07.2017 14:15 - 03.07.2017 14:30","10729","10708"
"03.07.2017 14:30 - 03.07.2017 14:45","10721","10709"
"03.07.2017 14:45 - 03.07.2017 15:00","10732","10630"
"03.07.2017 15:00 - 03.07.2017 15:15","10682","10651"
"03.07.2017 15:15 - 03.07.2017 15:30","10653","10639"
"03.07.2017 15:30 - 03.07.2017 15:45","10622","10640"
"03.07.2017 15:45 - 03.07.2017 16:00","10632","10557"
"03.07.2017 16:00 - 03.07.2017 16:15","10581","10583"
"03.07.2017 16:15 - 03.07.2017 16:30","10559","10636"
"03.07.2017 16:30 - 03.07.2017 16:45","10513","10502"
"03.07.2017 16:45 - 03.07.2017 17:00","10531","10540"
"03.07.2017 17:00 - 03.07.2017 17:15","10496","10554"
"03.07.2017 17:15 - 03.07.2017 17:30","10569","10536"
"03.07.2017 17:30 - 03.07.2017 17:45","10564","10600"
"03.07.2017 17:45 - 03.07.2017 18:00","10594","10676"
"03.07.2017 18:00 - 03.07.2017 18:15","10557","10603"
"03.07.2017 18:15 - 03.07.2017 18:30","10461","10556"
"03.07.2017 18:30 - 03.07.2017 18:45","10441","10561"
"03.07.2017 18:45 - 03.07.2017 19:00","10379","10352"
"03.07.2017 19:00 - 03.07.2017 19:15","10292","10234"
"03.07.2017 19:15 - 03.07.2017 19:30","10154","10172"
"03.07.2017 19:30 - 03.07.2017 19:45","10074","10157"
"03.07.2017 19:45 - 03.07.2017 20:00","9955","9986"
"03.07.2017 20:00 - 03.07.2017 20:15","9936","10066"
"03.07.2017 20:15 - 03.07.2017 20:30","9825","9829"
"03.07.2017 20:30 - 03.07.2017 20:45","9760","9733"
"03.07.2017 20:45 - 03.07.2017 21:00","9638","9683"
"03.07.2017 21:00 - 03.07.2017 21:15","9551","9568"
"03.07.2017 21:15 - 03.07.2017 21:30","9541","9541"
"03.07.2017 21:30 - 03.07.2017 21:45","9426","9444"
"03.07.2017 21:45 - 03.07.2017 22:00","9361","9363"
"03.07.2017 22:00 - 03.07.2017 22:15","9486","9565"
"03.07.2017 22:15 - 03.07.2017 22:30","9642","9896"
"03.07.2017 22:30 - 03.07.2017 22:45","9677","9902"
"03.07.2017 22:45 - 03.07.2017 23:00","9644","9899"
"03.07.2017 23:00 - 03.07.2017 23:15","9560","9713"
"03.07.2017 23:15 - 03.07.2017 23:30","9300","9536"
"03.07.2017 23:30 - 03.07.2017 23:45","9121","9288"
"03.07.2017 23:45 - 04.07.2017 00:00","9006","9165"
"04.07.2017 00:00 - 04.07.2017 00:15","8920","8853"
"04.07.2017 00:15 - 04.07.2017 00:30","8693","8774"
"04.07.2017 00:30 - 04.07.2017 00:45","8567","8622"
"04.07.2017 00:45 - 04.07.2017 01:00","8473","8501"
"04.07.2017 01:00 - 04.07.2017 01:15","8433","8511"
"04.07.2017 01:15 - 04.07.2017 01:30","8258","8395"
"04.07.2017 01:30 - 04.07.2017 01:45","8206","8383"
"04.07.2017 01:45 - 04.07.2017 02:00","8155","8292"
"04.07.2017 02:00 - 04.07.2017 02:15","8050","8248"
"04.07.2017 02:15 - 04.07.2017 02:30","8037","8205"
"04.07.2017 02:30 - 04.07.2017 02:45","8018","8235"
"04.07.2017 02:45 - 04.07.2017 03:00","7999","8197"
"04.07.2017 03:00 - 04.07.2017 03:15","7935","8153"
"04.07.2017 03:15 - 04.07.2017 03:30","7946","8116"
"04.07.2017 03:30 - 04.07.2017 03:45","7937","8148"
"04.07.2017 03:45 - 04.07.2017 04:00","7940","8156"
"04.07.2017 04:00 - 04.07.2017 04:15","7889","8144"
"04.07.2017 04:15 - 04.07.2017 04:30","7876","8166"
"04.07.2017 04:30 - 04.07.2017 04:45","7916","8196"
"04.07.2017 04:45 - 04.07.2017 05:00","7971","8219"
"04.07.2017 05:00 - 04.07.2017 05:15","8074","8435"
"04.07.2017 05:15 - 04.07.2017 05:30","8060","8496"
"04.07.2017 05:30 - 04.07.2017 05:45","8080","8472"
"04.07.2017 05:45 - 04.07.2017 06:00","8226","8539"
"04.07.2017 06:00 - 04.07.2017 06:15","8575","8743"
"04.07.2017 06:15 - 04.07.2017 06:30","8825","8948"
"04.07.2017 06:30 - 04.07.2017 06:45","9030","9134"
"04.07.2017 06:45 - 04.07.2017 07:00","9261","9298"
"04.07.2017 07:00 - 04.07.2017 07:15","9556","9512"
"04.07.2017 07:15 - 04.07.2017 07:30","9793","9775"
"04.07.2017 07:30 - 04.07.2017 07:45","10006","9934"
"04.07.2017 07:45 - 04.07.2017 08:00","10200","10183"
"04.07.2017 08:00 - 04.07.2017 08:15","10338","10412"
"04.07.2017 08:15 - 04.07.2017 08:30","10482","10538"
"04.07.2017 08:30 - 04.07.2017 08:45","10595","10567"
"04.07.2017 08:45 - 04.07.2017 09:00","10679","10694"
"04.07.2017 09:00 - 04.07.2017 09:15","10769","10804"
"04.07.2017 09:15 - 04.07.2017 09:30","10829","10920"
"04.07.2017 09:30 - 04.07.2017 09:45","10941","11023"
"04.07.2017 09:45 - 04.07.2017 10:00","10965","11070"
"04.07.2017 10:00 - 04.07.2017 10:15","11018","11106"
"04.07.2017 10:15 - 04.07.2017 10:30","11036","11076"
"04.07.2017 10:30 - 04.07.2017 10:45","11068","11128"
"04.07.2017 10:45 - 04.07.2017 11:00","11126","11220"
"04.07.2017 11:00 - 04.07.2017 11:15","11221","11236"
"04.07.2017 11:15 - 04.07.2017 11:30","11238","11271"
"04.07.2017 11:30 - 04.07.2017 11:45","11295","11259"
"04.07.2017 11:45 - 04.07.2017 12:00","11278","11216"
"04.07.2017 12:00 - 04.07.2017 12:15","11169","11036"
"04.07.2017 12:15 - 04.07.2017 12:30","11056","10910"
"04.07.2017 12:30 - 04.07.2017 12:45","11061","10915"
"04.07.2017 12:45 - 04.07.2017 13:00","11081","10906"
"04.07.2017 13:00 - 04.07.2017 13:15","11072","10963"
"04.07.2017 13:15 - 04.07.2017 13:30","11025","10824"
"04.07.2017 13:30 - 04.07.2017 13:45","11016","10829"
"04.07.2017 13:45 - 04.07.2017 14:00","10961","10842"
"04.07.2017 14:00 - 04.07.2017 14:15","10928","10922"
"04.07.2017 14:15 - 04.07.2017 14:30","10902","10783"
"04.07.2017 14:30 - 04.07.2017 14:45","10857","10751"
"04.07.2017 14:45 - 04.07.2017 15:00","10833","10886"
"04.07.2017 15:00 - 04.07.2017 15:15","10817","10880"
"04.07.2017 15:15 - 04.07.2017 15:30","10788","10800"
"04.07.2017 15:30 - 04.07.2017 15:45","10735","10845"
"04.07.2017 15:45 - 04.07.2017 16:00","10675","10910"
