"Time (CET)","Day-ahead Total Load Forecast [MW] - CTA|BE","Actual Total Load [MW] - CTA|BE"
"19.01.2017 07:15 - 19.01.2017 07:30","12621","12841"
"19.01.2017 07:30 - 19.01.2017 07:45","12868","13049"
"19.01.2017 07:45 - 19.01.2017 08:00","12947","12973"
"19.01.2017 08:00 - 19.01.2017 08:15","12912","13090"
"19.01.2017 08:15 - 19.01.2017 08:30","13025","13058"
"19.01.2017 08:30 - 19.01.2017 08:45","12995","13120"
"19.01.2017 08:45 - 19.01.2017 09:00","13024","13119"
"19.01.2017 09:00 - 19.01.2017 09:15","12974","13086"
"19.01.2017 09:15 - 19.01.2017 09:30","13022","12877"
"19.01.2017 09:30 - 19.01.2017 09:45","13066","12899"
"19.01.2017 09:45 - 19.01.2017 10:00","13046","12975"
"19.01.2017 10:00 - 19.01.2017 10:15","13021","12861"
"19.01.2017 10:15 - 19.01.2017 10:30","12962","12758"
"19.01.2017 10:30 - 19.01.2017 10:45","12953","12815"
"19.01.2017 10:45 - 19.01.2017 11:00","12967","12867"
"19.01.2017 11:00 - 19.01.2017 11:15","12916","12869"
"19.01.2017 11:15 - 19.01.2017 11:30","12940","12914"
"19.01.2017 11:30 - 19.01.2017 11:45","12990","12795"
"19.01.2017 11:45 - 19.01.2017 12:00","12945","12702"
"19.01.2017 12:00 - 19.01.2017 12:15","12746","12471"
"19.01.2017 12:15 - 19.01.2017 12:30","12630","12356"
"19.01.2017 12:30 - 19.01.2017 12:45","12673","12487"
"19.01.2017 12:45 - 19.01.2017 13:00","12617","12502"
"19.01.2017 13:00 - 19.01.2017 13:15","12645","12499"
"19.01.2017 13:15 - 19.01.2017 13:30","12593","12410"
"19.01.2017 13:30 - 19.01.2017 13:45","12650","12354"
"19.01.2017 13:45 - 19.01.2017 14:00","12602","12277"
"19.01.2017 14:00 - 19.01.2017 14:15","12560","12223"
"19.01.2017 14:15 - 19.01.2017 14:30","12531","12210"
"19.01.2017 14:30 - 19.01.2017 14:45","12547","12344"
"19.01.2017 14:45 - 19.01.2017 15:00","12487","12246"
"19.01.2017 15:00 - 19.01.2017 15:15","12611","12186"
"19.01.2017 15:15 - 19.01.2017 15:30","12594","12256"
"19.01.2017 15:30 - 19.01.2017 15:45","12655","12337"
"19.01.2017 15:45 - 19.01.2017 16:00","12590","12331"
"19.01.2017 16:00 - 19.01.2017 16:15","12640","12285"
"19.01.2017 16:15 - 19.01.2017 16:30","12702","12303"
"19.01.2017 16:30 - 19.01.2017 16:45","12733","12445"
"19.01.2017 16:45 - 19.01.2017 17:00","12902","12467"
"19.01.2017 17:00 - 19.01.2017 17:15","13009","12598"
"19.01.2017 17:15 - 19.01.2017 17:30","13334","12882"
"19.01.2017 17:30 - 19.01.2017 17:45","13523","13294"
"19.01.2017 17:45 - 19.01.2017 18:00","13653","13384"
"19.01.2017 18:00 - 19.01.2017 18:15","13400","13441"
"19.01.2017 18:15 - 19.01.2017 18:30","13434","13502"
"19.01.2017 18:30 - 19.01.2017 18:45","13379","13347"
"19.01.2017 18:45 - 19.01.2017 19:00","13249","13295"
"19.01.2017 19:00 - 19.01.2017 19:15","13007","13102"
"19.01.2017 19:15 - 19.01.2017 19:30","12862","13010"
"19.01.2017 19:30 - 19.01.2017 19:45","12749","12866"
"19.01.2017 19:45 - 19.01.2017 20:00","12602","12713"
"19.01.2017 20:00 - 19.01.2017 20:15","12615","12638"
"19.01.2017 20:15 - 19.01.2017 20:30","12419","12510"
"19.01.2017 20:30 - 19.01.2017 20:45","12257","12282"
"19.01.2017 20:45 - 19.01.2017 21:00","12054","12133"
"19.01.2017 21:00 - 19.01.2017 21:15","11911","11990"
"19.01.2017 21:15 - 19.01.2017 21:30","11855","11990"
"19.01.2017 21:30 - 19.01.2017 21:45","11742","11700"
"19.01.2017 21:45 - 19.01.2017 22:00","11597","11599"
"19.01.2017 22:00 - 19.01.2017 22:15","11784","11829"
"19.01.2017 22:15 - 19.01.2017 22:30","11958","11996"
"19.01.2017 22:30 - 19.01.2017 22:45","12001","12158"
"19.01.2017 22:45 - 19.01.2017 23:00","12011","12069"
"19.01.2017 23:00 - 19.01.2017 23:15","12136","12340"
"19.01.2017 23:15 - 19.01.2017 23:30","12015","12093"
"19.01.2017 23:30 - 19.01.2017 23:45","11828","11953"
"19.01.2017 23:45 - 20.01.2017 00:00","11651","11889"
"20.01.2017 00:00 - 20.01.2017 00:15","11672","11790"
"20.01.2017 00:15 - 20.01.2017 00:30","11568","11570"
"20.01.2017 00:30 - 20.01.2017 00:45","11348","11545"
"20.01.2017 00:45 - 20.01.2017 01:00","11258","11395"
"20.01.2017 01:00 - 20.01.2017 01:15","11381","11248"
"20.01.2017 01:15 - 20.01.2017 01:30","11278","11133"
"20.01.2017 01:30 - 20.01.2017 01:45","11140","11003"
"20.01.2017 01:45 - 20.01.2017 02:00","11043","10897"
"20.01.2017 02:00 - 20.01.2017 02:15","10968","10778"
"20.01.2017 02:15 - 20.01.2017 02:30","10880","10771"
"20.01.2017 02:30 - 20.01.2017 02:45","10834","10710"
"20.01.2017 02:45 - 20.01.2017 03:00","10746","10548"
"20.01.2017 03:00 - 20.01.2017 03:15","10730","10594"
"20.01.2017 03:15 - 20.01.2017 03:30","10653","10562"
"20.01.2017 03:30 - 20.01.2017 03:45","10611","10476"
"20.01.2017 03:45 - 20.01.2017 04:00","10580","10441"
"20.01.2017 04:00 - 20.01.2017 04:15","10562","10370"
"20.01.2017 04:15 - 20.01.2017 04:30","10552","10441"
"20.01.2017 04:30 - 20.01.2017 04:45","10571","10382"
"20.01.2017 04:45 - 20.01.2017 05:00","10632","10517"
"20.01.2017 05:00 - 20.01.2017 05:15","10623","10675"
"20.01.2017 05:15 - 20.01.2017 05:30","10755","10709"
"20.01.2017 05:30 - 20.01.2017 05:45","10919","10920"
"20.01.2017 05:45 - 20.01.2017 06:00","11105","11003"
"20.01.2017 06:00 - 20.01.2017 06:15","11425","11452"
"20.01.2017 06:15 - 20.01.2017 06:30","11711","11673"
"20.01.2017 06:30 - 20.01.2017 06:45","12032","12094"
"20.01.2017 06:45 - 20.01.2017 07:00","12259","12419"
"20.01.2017 07:00 - 20.01.2017 07:15","12319","12602"
"20.01.2017 07:15 - 20.01.2017 07:30","12578","12876"
"20.01.2017 07:30 - 20.01.2017 07:45","12820","13003"
"20.01.2017 07:45 - 20.01.2017 08:00","12882","13032"
"20.01.2017 08:00 - 20.01.2017 08:15","13087","13142"
"20.01.2017 08:15 - 20.01.2017 08:30","13172","13103"
"20.01.2017 08:30 - 20.01.2017 08:45","13134","13103"
"20.01.2017 08:45 - 20.01.2017 09:00","13163","13104"
"20.01.2017 09:00 - 20.01.2017 09:15","13192","13128"
"20.01.2017 09:15 - 20.01.2017 09:30","13213","13053"
"20.01.2017 09:30 - 20.01.2017 09:45","13264","13118"
"20.01.2017 09:45 - 20.01.2017 10:00","13233","13003"
"20.01.2017 10:00 - 20.01.2017 10:15","13209","12977"
"20.01.2017 10:15 - 20.01.2017 10:30","13154","12889"
"20.01.2017 10:30 - 20.01.2017 10:45","13126","12917"
"20.01.2017 10:45 - 20.01.2017 11:00","13145","12917"
"20.01.2017 11:00 - 20.01.2017 11:15","13123","12828"
"20.01.2017 11:15 - 20.01.2017 11:30","13135","12876"
"20.01.2017 11:30 - 20.01.2017 11:45","13154","12912"
"20.01.2017 11:45 - 20.01.2017 12:00","13095","12860"
"20.01.2017 12:00 - 20.01.2017 12:15","12949","12584"
"20.01.2017 12:15 - 20.01.2017 12:30","12842","12564"
"20.01.2017 12:30 - 20.01.2017 12:45","12882","12523"
"20.01.2017 12:45 - 20.01.2017 13:00","12855","12397"
"20.01.2017 13:00 - 20.01.2017 13:15","12732","12274"
"20.01.2017 13:15 - 20.01.2017 13:30","12693","12273"
"20.01.2017 13:30 - 20.01.2017 13:45","12753","12297"
"20.01.2017 13:45 - 20.01.2017 14:00","12707","12154"
"20.01.2017 14:00 - 20.01.2017 14:15","12625","12043"
"20.01.2017 14:15 - 20.01.2017 14:30","12574","11985"
"20.01.2017 14:30 - 20.01.2017 14:45","12573","12014"
"20.01.2017 14:45 - 20.01.2017 15:00","12558","11950"
"20.01.2017 15:00 - 20.01.2017 15:15","12571","12036"
"20.01.2017 15:15 - 20.01.2017 15:30","12559","11962"
"20.01.2017 15:30 - 20.01.2017 15:45","12637","11898"
"20.01.2017 15:45 - 20.01.2017 16:00","12552","11982"
"20.01.2017 16:00 - 20.01.2017 16:15","12502","11949"
"20.01.2017 16:15 - 20.01.2017 16:30","12571","11902"
"20.01.2017 16:30 - 20.01.2017 16:45","12587","11992"
"20.01.2017 16:45 - 20.01.2017 17:00","12731","12142"
"20.01.2017 17:00 - 20.01.2017 17:15","12703","12264"
"20.01.2017 17:15 - 20.01.2017 17:30","13020","12361"
"20.01.2017 17:30 - 20.01.2017 17:45","13263","12773"
"20.01.2017 17:45 - 20.01.2017 18:00","13397","13065"
"20.01.2017 18:00 - 20.01.2017 18:15","13087","13002"
"20.01.2017 18:15 - 20.01.2017 18:30","13108","12935"
"20.01.2017 18:30 - 20.01.2017 18:45","13036","12887"
"20.01.2017 18:45 - 20.01.2017 19:00","12918","12714"
"20.01.2017 19:00 - 20.01.2017 19:15","12741","12471"
"20.01.2017 19:15 - 20.01.2017 19:30","12594","12322"
"20.01.2017 19:30 - 20.01.2017 19:45","12493","12309"
"20.01.2017 19:45 - 20.01.2017 20:00","12352","12209"
"20.01.2017 20:00 - 20.01.2017 20:15","12293","12020"
"20.01.2017 20:15 - 20.01.2017 20:30","12103","11979"
"20.01.2017 20:30 - 20.01.2017 20:45","11969","11863"
"20.01.2017 20:45 - 20.01.2017 21:00","11790","11637"
"20.01.2017 21:00 - 20.01.2017 21:15","11641","11567"
"20.01.2017 21:15 - 20.01.2017 21:30","11584","11479"
"20.01.2017 21:30 - 20.01.2017 21:45","11455","11307"
"20.01.2017 21:45 - 20.01.2017 22:00","11316","11139"
"20.01.2017 22:00 - 20.01.2017 22:15","11519","11320"
"20.01.2017 22:15 - 20.01.2017 22:30","11674","11446"
"20.01.2017 22:30 - 20.01.2017 22:45","11728","11499"
"20.01.2017 22:45 - 20.01.2017 23:00","11755","11623"
"20.01.2017 23:00 - 20.01.2017 23:15","11935","11711"
"20.01.2017 23:15 - 20.01.2017 23:30","11850","11706"
"20.01.2017 23:30 - 20.01.2017 23:45","11650","11514"
"20.01.2017 23:45 - 21.01.2017 00:00","11482","11392"
"21.01.2017 00:00 - 21.01.2017 00:15","11353","11341"
"21.01.2017 00:15 - 21.01.2017 00:30","11236","11036"
"21.01.2017 00:30 - 21.01.2017 00:45","11039","11117"
"21.01.2017 00:45 - 21.01.2017 01:00","10943","10967"
"21.01.2017 01:00 - 21.01.2017 01:15","10798","10984"
"21.01.2017 01:15 - 21.01.2017 01:30","10612","10756"
"21.01.2017 01:30 - 21.01.2017 01:45","10446","10729"
"21.01.2017 01:45 - 21.01.2017 02:00","10335","10578"
"21.01.2017 02:00 - 21.01.2017 02:15","10237","10405"
"21.01.2017 02:15 - 21.01.2017 02:30","10122","10423"
"21.01.2017 02:30 - 21.01.2017 02:45","10026","10302"
"21.01.2017 02:45 - 21.01.2017 03:00","9954","10292"
"21.01.2017 03:00 - 21.01.2017 03:15","9962","10161"
"21.01.2017 03:15 - 21.01.2017 03:30","9845","10119"
"21.01.2017 03:30 - 21.01.2017 03:45","9785","10023"
"21.01.2017 03:45 - 21.01.2017 04:00","9716","9901"
"21.01.2017 04:00 - 21.01.2017 04:15","9702","9959"
"21.01.2017 04:15 - 21.01.2017 04:30","9614","9895"
"21.01.2017 04:30 - 21.01.2017 04:45","9573","9872"
"21.01.2017 04:45 - 21.01.2017 05:00","9596","9821"
"21.01.2017 05:00 - 21.01.2017 05:15","9673","9746"
"21.01.2017 05:15 - 21.01.2017 05:30","9670","9852"
"21.01.2017 05:30 - 21.01.2017 05:45","9715","9831"
"21.01.2017 05:45 - 21.01.2017 06:00","9708","9896"
"21.01.2017 06:00 - 21.01.2017 06:15","9869","9887"
"21.01.2017 06:15 - 21.01.2017 06:30","9965","9973"
"21.01.2017 06:30 - 21.01.2017 06:45","10074","10023"
"21.01.2017 06:45 - 21.01.2017 07:00","10096","10153"
"21.01.2017 07:00 - 21.01.2017 07:15","10140","10145"
"21.01.2017 07:15 - 21.01.2017 07:30","10256","10264"
"21.01.2017 07:30 - 21.01.2017 07:45","10395","10369"
"21.01.2017 07:45 - 21.01.2017 08:00","10549","10521"
"21.01.2017 08:00 - 21.01.2017 08:15","10747","10842"
"21.01.2017 08:15 - 21.01.2017 08:30","10977","10882"
"21.01.2017 08:30 - 21.01.2017 08:45","11119","11032"
"21.01.2017 08:45 - 21.01.2017 09:00","11219","11167"
"21.01.2017 09:00 - 21.01.2017 09:15","11293","11241"
"21.01.2017 09:15 - 21.01.2017 09:30","11391","11240"
"21.01.2017 09:30 - 21.01.2017 09:45","11523","11446"
"21.01.2017 09:45 - 21.01.2017 10:00","11679","11552"
"21.01.2017 10:00 - 21.01.2017 10:15","11742","11472"
"21.01.2017 10:15 - 21.01.2017 10:30","11779","11690"
"21.01.2017 10:30 - 21.01.2017 10:45","11865","11626"
"21.01.2017 10:45 - 21.01.2017 11:00","11829","11575"
"21.01.2017 11:00 - 21.01.2017 11:15","11802","11501"
"21.01.2017 11:15 - 21.01.2017 11:30","11880","11631"
"21.01.2017 11:30 - 21.01.2017 11:45","11890","11687"
"21.01.2017 11:45 - 21.01.2017 12:00","11902","11672"
"21.01.2017 12:00 - 21.01.2017 12:15","11881","11601"
"21.01.2017 12:15 - 21.01.2017 12:30","11806","11450"
"21.01.2017 12:30 - 21.01.2017 12:45","11784","11429"
"21.01.2017 12:45 - 21.01.2017 13:00","11707","11302"
"21.01.2017 13:00 - 21.01.2017 13:15","11639","11425"
"21.01.2017 13:15 - 21.01.2017 13:30","11609","11279"
"21.01.2017 13:30 - 21.01.2017 13:45","11578","11137"
"21.01.2017 13:45 - 21.01.2017 14:00","11522","10997"
"21.01.2017 14:00 - 21.01.2017 14:15","11406","10908"
"21.01.2017 14:15 - 21.01.2017 14:30","11321","10915"
"21.01.2017 14:30 - 21.01.2017 14:45","11350","10780"
"21.01.2017 14:45 - 21.01.2017 15:00","11299","10800"
"21.01.2017 15:00 - 21.01.2017 15:15","11273","10889"
"21.01.2017 15:15 - 21.01.2017 15:30","11243","10714"
"21.01.2017 15:30 - 21.01.2017 15:45","11270","10734"
"21.01.2017 15:45 - 21.01.2017 16:00","11319","10825"
"21.01.2017 16:00 - 21.01.2017 16:15","11259","10898"
"21.01.2017 16:15 - 21.01.2017 16:30","11247","10903"
"21.01.2017 16:30 - 21.01.2017 16:45","11280","11014"
"21.01.2017 16:45 - 21.01.2017 17:00","11498","11052"
"21.01.2017 17:00 - 21.01.2017 17:15","11728","11168"
"21.01.2017 17:15 - 21.01.2017 17:30","11886","11514"
"21.01.2017 17:30 - 21.01.2017 17:45","12072","11946"
"21.01.2017 17:45 - 21.01.2017 18:00","12066","12052"
"21.01.2017 18:00 - 21.01.2017 18:15","12235","12063"
"21.01.2017 18:15 - 21.01.2017 18:30","12181","12150"
"21.01.2017 18:30 - 21.01.2017 18:45","12044","12138"
"21.01.2017 18:45 - 21.01.2017 19:00","12021","12103"
"21.01.2017 19:00 - 21.01.2017 19:15","11930","11939"
"21.01.2017 19:15 - 21.01.2017 19:30","11811","11957"
"21.01.2017 19:30 - 21.01.2017 19:45","11713","11841"
"21.01.2017 19:45 - 21.01.2017 20:00","11562","11761"
"21.01.2017 20:00 - 21.01.2017 20:15","11307","11665"
"21.01.2017 20:15 - 21.01.2017 20:30","11203","11506"
"21.01.2017 20:30 - 21.01.2017 20:45","11141","11407"
"21.01.2017 20:45 - 21.01.2017 21:00","11056","11290"
"21.01.2017 21:00 - 21.01.2017 21:15","10918","11060"
"21.01.2017 21:15 - 21.01.2017 21:30","10829","11026"
"21.01.2017 21:30 - 21.01.2017 21:45","10749","10950"
"21.01.2017 21:45 - 21.01.2017 22:00","10718","10909"
"21.01.2017 22:00 - 21.01.2017 22:15","10738","11004"
"21.01.2017 22:15 - 21.01.2017 22:30","10930","11153"
"21.01.2017 22:30 - 21.01.2017 22:45","11043","11264"
"21.01.2017 22:45 - 21.01.2017 23:00","11035","11251"
"21.01.2017 23:00 - 21.01.2017 23:15","11233","11335"
"21.01.2017 23:15 - 21.01.2017 23:30","11155","11430"
"21.01.2017 23:30 - 21.01.2017 23:45","11094","11235"
"21.01.2017 23:45 - 22.01.2017 00:00","10930","11188"
"22.01.2017 00:00 - 22.01.2017 00:15","10694","10992"
"22.01.2017 00:15 - 22.01.2017 00:30","10631","11060"
"22.01.2017 00:30 - 22.01.2017 00:45","10444","10875"
"22.01.2017 00:45 - 22.01.2017 01:00","10341","10774"
"22.01.2017 01:00 - 22.01.2017 01:15","10308","10789"
"22.01.2017 01:15 - 22.01.2017 01:30","10208","10609"
"22.01.2017 01:30 - 22.01.2017 01:45","10043","10583"
"22.01.2017 01:45 - 22.01.2017 02:00","9973","10271"
"22.01.2017 02:00 - 22.01.2017 02:15","9953","10188"
"22.01.2017 02:15 - 22.01.2017 02:30","9760","10323"
"22.01.2017 02:30 - 22.01.2017 02:45","9798","10239"
"22.01.2017 02:45 - 22.01.2017 03:00","9722","10124"
"22.01.2017 03:00 - 22.01.2017 03:15","9695","10046"
"22.01.2017 03:15 - 22.01.2017 03:30","9493","9975"
"22.01.2017 03:30 - 22.01.2017 03:45","9441","9826"
"22.01.2017 03:45 - 22.01.2017 04:00","9365","9839"
"22.01.2017 04:00 - 22.01.2017 04:15","9459","9824"
"22.01.2017 04:15 - 22.01.2017 04:30","9343","9756"
"22.01.2017 04:30 - 22.01.2017 04:45","9367","9696"
"22.01.2017 04:45 - 22.01.2017 05:00","9324","9723"
"22.01.2017 05:00 - 22.01.2017 05:15","9298","9791"
"22.01.2017 05:15 - 22.01.2017 05:30","9322","9646"
"22.01.2017 05:30 - 22.01.2017 05:45","9255","9737"
"22.01.2017 05:45 - 22.01.2017 06:00","9243","9790"
"22.01.2017 06:00 - 22.01.2017 06:15","9385","9870"
"22.01.2017 06:15 - 22.01.2017 06:30","9446","9846"
"22.01.2017 06:30 - 22.01.2017 06:45","9556","9957"
"22.01.2017 06:45 - 22.01.2017 07:00","9433","10043"
"22.01.2017 07:00 - 22.01.2017 07:15","9481","9901"
"22.01.2017 07:15 - 22.01.2017 07:30","9557","10053"
"22.01.2017 07:30 - 22.01.2017 07:45","9632","10135"
"22.01.2017 07:45 - 22.01.2017 08:00","9709","10120"
"22.01.2017 08:00 - 22.01.2017 08:15","9913","10136"
"22.01.2017 08:15 - 22.01.2017 08:30","10047","10294"
"22.01.2017 08:30 - 22.01.2017 08:45","10064","10403"
"22.01.2017 08:45 - 22.01.2017 09:00","10094","10552"
"22.01.2017 09:00 - 22.01.2017 09:15","10210","10611"
"22.01.2017 09:15 - 22.01.2017 09:30","10458","10833"
"22.01.2017 09:30 - 22.01.2017 09:45","10540","10838"
"22.01.2017 09:45 - 22.01.2017 10:00","10791","10914"
"22.01.2017 10:00 - 22.01.2017 10:15","10915","10961"
"22.01.2017 10:15 - 22.01.2017 10:30","11029","11090"
"22.01.2017 10:30 - 22.01.2017 10:45","11014","11018"
"22.01.2017 10:45 - 22.01.2017 11:00","11108","10998"
"22.01.2017 11:00 - 22.01.2017 11:15","11173","11158"
"22.01.2017 11:15 - 22.01.2017 11:30","11179","11112"
"22.01.2017 11:30 - 22.01.2017 11:45","11404","11319"
"22.01.2017 11:45 - 22.01.2017 12:00","11573","11236"
"22.01.2017 12:00 - 22.01.2017 12:15","11561","11273"
"22.01.2017 12:15 - 22.01.2017 12:30","11537","11247"
"22.01.2017 12:30 - 22.01.2017 12:45","11351","11063"
"22.01.2017 12:45 - 22.01.2017 13:00","11320","11019"
"22.01.2017 13:00 - 22.01.2017 13:15","11233","10936"
"22.01.2017 13:15 - 22.01.2017 13:30","11121","10880"
"22.01.2017 13:30 - 22.01.2017 13:45","11254","10823"
"22.01.2017 13:45 - 22.01.2017 14:00","11042","10706"
"22.01.2017 14:00 - 22.01.2017 14:15","10819","10690"
"22.01.2017 14:15 - 22.01.2017 14:30","10833","10611"
"22.01.2017 14:30 - 22.01.2017 14:45","10717","10449"
"22.01.2017 14:45 - 22.01.2017 15:00","10701","10412"
"22.01.2017 15:00 - 22.01.2017 15:15","10763","10504"
"22.01.2017 15:15 - 22.01.2017 15:30","10744","10429"
"22.01.2017 15:30 - 22.01.2017 15:45","10677","10430"
"22.01.2017 15:45 - 22.01.2017 16:00","10595","10350"
"22.01.2017 16:00 - 22.01.2017 16:15","10698","10399"
"22.01.2017 16:15 - 22.01.2017 16:30","10713","10508"
"22.01.2017 16:30 - 22.01.2017 16:45","10723","10519"
"22.01.2017 16:45 - 22.01.2017 17:00","10804","10707"
"22.01.2017 17:00 - 22.01.2017 17:15","10898","10669"
"22.01.2017 17:15 - 22.01.2017 17:30","11258","11089"
"22.01.2017 17:30 - 22.01.2017 17:45","11463","11588"
"22.01.2017 17:45 - 22.01.2017 18:00","11741","11980"
"22.01.2017 18:00 - 22.01.2017 18:15","11667","11928"
"22.01.2017 18:15 - 22.01.2017 18:30","11742","12136"
"22.01.2017 18:30 - 22.01.2017 18:45","11737","12218"
"22.01.2017 18:45 - 22.01.2017 19:00","11759","12212"
"22.01.2017 19:00 - 22.01.2017 19:15","11585","11967"
"22.01.2017 19:15 - 22.01.2017 19:30","11693","12060"
"22.01.2017 19:30 - 22.01.2017 19:45","11530","11918"
"22.01.2017 19:45 - 22.01.2017 20:00","11433","11912"
"22.01.2017 20:00 - 22.01.2017 20:15","11414","11865"
"22.01.2017 20:15 - 22.01.2017 20:30","11296","11798"
"22.01.2017 20:30 - 22.01.2017 20:45","11259","11668"
"22.01.2017 20:45 - 22.01.2017 21:00","11110","11364"
"22.01.2017 21:00 - 22.01.2017 21:15","10970","11442"
"22.01.2017 21:15 - 22.01.2017 21:30","10896","11305"
"22.01.2017 21:30 - 22.01.2017 21:45","10794","11125"
"22.01.2017 21:45 - 22.01.2017 22:00","10664","10959"
"22.01.2017 22:00 - 22.01.2017 22:15","10706","11136"
"22.01.2017 22:15 - 22.01.2017 22:30","10973","11336"
"22.01.2017 22:30 - 22.01.2017 22:45","10908","11352"
"22.01.2017 22:45 - 22.01.2017 23:00","10964","11303"
"22.01.2017 23:00 - 22.01.2017 23:15","11067","11432"
"22.01.2017 23:15 - 22.01.2017 23:30","11033","11413"
"22.01.2017 23:30 - 22.01.2017 23:45","10772","11169"
"22.01.2017 23:45 - 23.01.2017 00:00","10581","11113"
"23.01.2017 00:00 - 23.01.2017 00:15","10627","10925"
"23.01.2017 00:15 - 23.01.2017 00:30","10521","10752"
"23.01.2017 00:30 - 23.01.2017 00:45","10479","10752"
"23.01.2017 00:45 - 23.01.2017 01:00","10312","10688"
"23.01.2017 01:00 - 23.01.2017 01:15","10410","10769"
"23.01.2017 01:15 - 23.01.2017 01:30","10253","10560"
"23.01.2017 01:30 - 23.01.2017 01:45","10122","10449"
"23.01.2017 01:45 - 23.01.2017 02:00","9955","10319"
"23.01.2017 02:00 - 23.01.2017 02:15","9803","10134"
"23.01.2017 02:15 - 23.01.2017 02:30","9882","10003"
"23.01.2017 02:30 - 23.01.2017 02:45","9796","10074"
"23.01.2017 02:45 - 23.01.2017 03:00","9732","10124"
"23.01.2017 03:00 - 23.01.2017 03:15","9760","9987"
"23.01.2017 03:15 - 23.01.2017 03:30","9731","9975"
"23.01.2017 03:30 - 23.01.2017 03:45","9549","10013"
"23.01.2017 03:45 - 23.01.2017 04:00","9699","10025"
"23.01.2017 04:00 - 23.01.2017 04:15","9863","9913"
"23.01.2017 04:15 - 23.01.2017 04:30","9850","9838"
"23.01.2017 04:30 - 23.01.2017 04:45","9676","10059"
"23.01.2017 04:45 - 23.01.2017 05:00","9740","10179"
"23.01.2017 05:00 - 23.01.2017 05:15","9988","10200"
"23.01.2017 05:15 - 23.01.2017 05:30","10113","10329"
"23.01.2017 05:30 - 23.01.2017 05:45","10286","10433"
"23.01.2017 05:45 - 23.01.2017 06:00","10624","10652"
"23.01.2017 06:00 - 23.01.2017 06:15","11046","11166"
"23.01.2017 06:15 - 23.01.2017 06:30","11416","11409"
"23.01.2017 06:30 - 23.01.2017 06:45","11732","11796"
"23.01.2017 06:45 - 23.01.2017 07:00","11961","12016"
"23.01.2017 07:00 - 23.01.2017 07:15","12108","12201"
"23.01.2017 07:15 - 23.01.2017 07:30","12491","12551"
"23.01.2017 07:30 - 23.01.2017 07:45","12684","12686"
"23.01.2017 07:45 - 23.01.2017 08:00","12863","12780"
"23.01.2017 08:00 - 23.01.2017 08:15","12846","12844"
"23.01.2017 08:15 - 23.01.2017 08:30","12969","12894"
"23.01.2017 08:30 - 23.01.2017 08:45","12901","12971"
"23.01.2017 08:45 - 23.01.2017 09:00","12981","12946"
"23.01.2017 09:00 - 23.01.2017 09:15","12884","12939"
"23.01.2017 09:15 - 23.01.2017 09:30","12939","12894"
"23.01.2017 09:30 - 23.01.2017 09:45","13082","12909"
"23.01.2017 09:45 - 23.01.2017 10:00","12995","13002"
"23.01.2017 10:00 - 23.01.2017 10:15","12893","13001"
"23.01.2017 10:15 - 23.01.2017 10:30","12904","12999"
"23.01.2017 10:30 - 23.01.2017 10:45","13069","13098"
"23.01.2017 10:45 - 23.01.2017 11:00","13005","13078"
"23.01.2017 11:00 - 23.01.2017 11:15","13032","13179"
"23.01.2017 11:15 - 23.01.2017 11:30","12983","13134"
"23.01.2017 11:30 - 23.01.2017 11:45","13011","13245"
