"Time (CET)","Day-ahead Total Load Forecast [MW] - CTA|BE","Actual Total Load [MW] - CTA|BE"
"27.01.2021 22:00 - 27.01.2021 22:15","10791","10499"
"27.01.2021 22:15 - 27.01.2021 22:30","10943","10723"
"27.01.2021 22:30 - 27.01.2021 22:45","10956","10771"
"27.01.2021 22:45 - 27.01.2021 23:00","10872","10688"
"27.01.2021 23:00 - 27.01.2021 23:15","11031","10748"
"27.01.2021 23:15 - 27.01.2021 23:30","10936","10753"
"27.01.2021 23:30 - 27.01.2021 23:45","10765","10636"
"27.01.2021 23:45 - 28.01.2021 00:00","10640","10486"
"28.01.2021 00:00 - 28.01.2021 00:15","10412","10330"
"28.01.2021 00:15 - 28.01.2021 00:30","10321","10229"
"28.01.2021 00:30 - 28.01.2021 00:45","10197","10144"
"28.01.2021 00:45 - 28.01.2021 01:00","10061","9981"
"28.01.2021 01:00 - 28.01.2021 01:15","10064","9948"
"28.01.2021 01:15 - 28.01.2021 01:30","9897","9830"
"28.01.2021 01:30 - 28.01.2021 01:45","9756","9711"
"28.01.2021 01:45 - 28.01.2021 02:00","9659","9617"
"28.01.2021 02:00 - 28.01.2021 02:15","9660","9505"
"28.01.2021 02:15 - 28.01.2021 02:30","9565","9453"
"28.01.2021 02:30 - 28.01.2021 02:45","9521","9360"
"28.01.2021 02:45 - 28.01.2021 03:00","9473","9330"
"28.01.2021 03:00 - 28.01.2021 03:15","9464","9328"
"28.01.2021 03:15 - 28.01.2021 03:30","9408","9266"
"28.01.2021 03:30 - 28.01.2021 03:45","9416","9294"
"28.01.2021 03:45 - 28.01.2021 04:00","9337","9348"
"28.01.2021 04:00 - 28.01.2021 04:15","9440","9353"
"28.01.2021 04:15 - 28.01.2021 04:30","9474","9326"
"28.01.2021 04:30 - 28.01.2021 04:45","9509","9327"
"28.01.2021 04:45 - 28.01.2021 05:00","9543","9366"
"28.01.2021 05:00 - 28.01.2021 05:15","9718","9418"
"28.01.2021 05:15 - 28.01.2021 05:30","9864","9517"
"28.01.2021 05:30 - 28.01.2021 05:45","10011","9647"
"28.01.2021 05:45 - 28.01.2021 06:00","10165","9837"
"28.01.2021 06:00 - 28.01.2021 06:15","10642","10253"
"28.01.2021 06:15 - 28.01.2021 06:30","10944","10486"
"28.01.2021 06:30 - 28.01.2021 06:45","11213","10767"
"28.01.2021 06:45 - 28.01.2021 07:00","11454","11010"
"28.01.2021 07:00 - 28.01.2021 07:15","11714","11344"
"28.01.2021 07:15 - 28.01.2021 07:30","11977","11468"
"28.01.2021 07:30 - 28.01.2021 07:45","12190","11663"
"28.01.2021 07:45 - 28.01.2021 08:00","12313","11746"
"28.01.2021 08:00 - 28.01.2021 08:15","12347","11848"
"28.01.2021 08:15 - 28.01.2021 08:30","12439","11916"
"28.01.2021 08:30 - 28.01.2021 08:45","12443","11952"
"28.01.2021 08:45 - 28.01.2021 09:00","12453","11944"
"28.01.2021 09:00 - 28.01.2021 09:15","12413","11984"
"28.01.2021 09:15 - 28.01.2021 09:30","12451","12096"
"28.01.2021 09:30 - 28.01.2021 09:45","12445","12100"
"28.01.2021 09:45 - 28.01.2021 10:00","12467","12048"
"28.01.2021 10:00 - 28.01.2021 10:15","12319","12079"
"28.01.2021 10:15 - 28.01.2021 10:30","12261","12047"
"28.01.2021 10:30 - 28.01.2021 10:45","12242","12022"
"28.01.2021 10:45 - 28.01.2021 11:00","12287","12070"
"28.01.2021 11:00 - 28.01.2021 11:15","12245","12052"
"28.01.2021 11:15 - 28.01.2021 11:30","12286","12033"
"28.01.2021 11:30 - 28.01.2021 11:45","12324","12062"
"28.01.2021 11:45 - 28.01.2021 12:00","12348","11983"
"28.01.2021 12:00 - 28.01.2021 12:15","12221","11824"
"28.01.2021 12:15 - 28.01.2021 12:30","12111","11656"
"28.01.2021 12:30 - 28.01.2021 12:45","12105","11655"
"28.01.2021 12:45 - 28.01.2021 13:00","12089","11660"
"28.01.2021 13:00 - 28.01.2021 13:15","12120","11635"
"28.01.2021 13:15 - 28.01.2021 13:30","12040","11591"
"28.01.2021 13:30 - 28.01.2021 13:45","12011","11576"
"28.01.2021 13:45 - 28.01.2021 14:00","11992","11609"
"28.01.2021 14:00 - 28.01.2021 14:15","11952","11495"
"28.01.2021 14:15 - 28.01.2021 14:30","11927","11485"
"28.01.2021 14:30 - 28.01.2021 14:45","11920","11396"
"28.01.2021 14:45 - 28.01.2021 15:00","11871","11377"
"28.01.2021 15:00 - 28.01.2021 15:15","12009","11425"
"28.01.2021 15:15 - 28.01.2021 15:30","11993","11359"
"28.01.2021 15:30 - 28.01.2021 15:45","12045","11397"
"28.01.2021 15:45 - 28.01.2021 16:00","12065","11400"
"28.01.2021 16:00 - 28.01.2021 16:15","12071","11328"
"28.01.2021 16:15 - 28.01.2021 16:30","12071","11333"
"28.01.2021 16:30 - 28.01.2021 16:45","12100","11383"
"28.01.2021 16:45 - 28.01.2021 17:00","12185","11436"
"28.01.2021 17:00 - 28.01.2021 17:15","12329","11511"
"28.01.2021 17:15 - 28.01.2021 17:30","12529","11627"
"28.01.2021 17:30 - 28.01.2021 17:45","12725","11921"
"28.01.2021 17:45 - 28.01.2021 18:00","12854","12141"
"28.01.2021 18:00 - 28.01.2021 18:15","12991","12222"
"28.01.2021 18:15 - 28.01.2021 18:30","12878","12209"
"28.01.2021 18:30 - 28.01.2021 18:45","12850","12083"
"28.01.2021 18:45 - 28.01.2021 19:00","12725","11997"
"28.01.2021 19:00 - 28.01.2021 19:15","12530","11804"
"28.01.2021 19:15 - 28.01.2021 19:30","12332","11493"
"28.01.2021 19:30 - 28.01.2021 19:45","12224","11364"
"28.01.2021 19:45 - 28.01.2021 20:00","12086","11182"
"28.01.2021 20:00 - 28.01.2021 20:15","11741","11053"
"28.01.2021 20:15 - 28.01.2021 20:30","11522","10825"
"28.01.2021 20:30 - 28.01.2021 20:45","11405","10701"
"28.01.2021 20:45 - 28.01.2021 21:00","11209","10488"
"28.01.2021 21:00 - 28.01.2021 21:15","10934","10445"
"28.01.2021 21:15 - 28.01.2021 21:30","10805","10341"
"28.01.2021 21:30 - 28.01.2021 21:45","10719","10195"
"28.01.2021 21:45 - 28.01.2021 22:00","10551","10066"
"28.01.2021 22:00 - 28.01.2021 22:15","10712","10258"
"28.01.2021 22:15 - 28.01.2021 22:30","10845","10379"
"28.01.2021 22:30 - 28.01.2021 22:45","10852","10416"
"28.01.2021 22:45 - 28.01.2021 23:00","10807","10309"
"28.01.2021 23:00 - 28.01.2021 23:15","10950","10422"
"28.01.2021 23:15 - 28.01.2021 23:30","10841","10341"
"28.01.2021 23:30 - 28.01.2021 23:45","10687","10162"
"28.01.2021 23:45 - 29.01.2021 00:00","10561","10050"
"29.01.2021 00:00 - 29.01.2021 00:15","10409","9872"
"29.01.2021 00:15 - 29.01.2021 00:30","10317","9818"
"29.01.2021 00:30 - 29.01.2021 00:45","10196","9571"
"29.01.2021 00:45 - 29.01.2021 01:00","10057","9538"
"29.01.2021 01:00 - 29.01.2021 01:15","9988","9490"
"29.01.2021 01:15 - 29.01.2021 01:30","9821","9223"
"29.01.2021 01:30 - 29.01.2021 01:45","9697","9137"
"29.01.2021 01:45 - 29.01.2021 02:00","9598","9053"
"29.01.2021 02:00 - 29.01.2021 02:15","9577","8913"
"29.01.2021 02:15 - 29.01.2021 02:30","9496","8809"
"29.01.2021 02:30 - 29.01.2021 02:45","9446","8871"
"29.01.2021 02:45 - 29.01.2021 03:00","9393","8892"
"29.01.2021 03:00 - 29.01.2021 03:15","9420","8989"
"29.01.2021 03:15 - 29.01.2021 03:30","9370","9005"
"29.01.2021 03:30 - 29.01.2021 03:45","9382","9017"
"29.01.2021 03:45 - 29.01.2021 04:00","9303","9052"
"29.01.2021 04:00 - 29.01.2021 04:15","9331","8934"
"29.01.2021 04:15 - 29.01.2021 04:30","9365","8922"
"29.01.2021 04:30 - 29.01.2021 04:45","9384","8915"
"29.01.2021 04:45 - 29.01.2021 05:00","9425","8876"
"29.01.2021 05:00 - 29.01.2021 05:15","9469","9135"
"29.01.2021 05:15 - 29.01.2021 05:30","9608","9142"
"29.01.2021 05:30 - 29.01.2021 05:45","9756","9181"
"29.01.2021 05:45 - 29.01.2021 06:00","9910","9429"
"29.01.2021 06:00 - 29.01.2021 06:15","10256","9793"
"29.01.2021 06:15 - 29.01.2021 06:30","10548","10103"
"29.01.2021 06:30 - 29.01.2021 06:45","10795","10388"
"29.01.2021 06:45 - 29.01.2021 07:00","11029","10606"
"29.01.2021 07:00 - 29.01.2021 07:15","11313","10762"
"29.01.2021 07:15 - 29.01.2021 07:30","11553","10888"
"29.01.2021 07:30 - 29.01.2021 07:45","11795","11120"
"29.01.2021 07:45 - 29.01.2021 08:00","11923","11166"
"29.01.2021 08:00 - 29.01.2021 08:15","11915","11341"
"29.01.2021 08:15 - 29.01.2021 08:30","12013","11367"
"29.01.2021 08:30 - 29.01.2021 08:45","12018","11312"
"29.01.2021 08:45 - 29.01.2021 09:00","12024","11373"
"29.01.2021 09:00 - 29.01.2021 09:15","12083","11404"
"29.01.2021 09:15 - 29.01.2021 09:30","12115","11464"
"29.01.2021 09:30 - 29.01.2021 09:45","12131","11536"
"29.01.2021 09:45 - 29.01.2021 10:00","12158","11606"
"29.01.2021 10:00 - 29.01.2021 10:15","12005","11651"
"29.01.2021 10:15 - 29.01.2021 10:30","11938","11598"
"29.01.2021 10:30 - 29.01.2021 10:45","11936","11517"
"29.01.2021 10:45 - 29.01.2021 11:00","11975","11501"
"29.01.2021 11:00 - 29.01.2021 11:15","11796","11381"
"29.01.2021 11:15 - 29.01.2021 11:30","11824","11470"
"29.01.2021 11:30 - 29.01.2021 11:45","11867","11531"
"29.01.2021 11:45 - 29.01.2021 12:00","11886","11505"
"29.01.2021 12:00 - 29.01.2021 12:15","11786","11303"
"29.01.2021 12:15 - 29.01.2021 12:30","11683","11295"
"29.01.2021 12:30 - 29.01.2021 12:45","11687","11349"
"29.01.2021 12:45 - 29.01.2021 13:00","11671","11315"
"29.01.2021 13:00 - 29.01.2021 13:15","11735","11389"
"29.01.2021 13:15 - 29.01.2021 13:30","11648","11481"
"29.01.2021 13:30 - 29.01.2021 13:45","11611","11382"
"29.01.2021 13:45 - 29.01.2021 14:00","11588","11302"
"29.01.2021 14:00 - 29.01.2021 14:15","11465","11375"
"29.01.2021 14:15 - 29.01.2021 14:30","11442","11479"
"29.01.2021 14:30 - 29.01.2021 14:45","11444","11426"
"29.01.2021 14:45 - 29.01.2021 15:00","11394","11414"
"29.01.2021 15:00 - 29.01.2021 15:15","11406","11501"
"29.01.2021 15:15 - 29.01.2021 15:30","11386","11492"
"29.01.2021 15:30 - 29.01.2021 15:45","11422","11552"
"29.01.2021 15:45 - 29.01.2021 16:00","11438","11489"
"29.01.2021 16:00 - 29.01.2021 16:15","11486","11476"
"29.01.2021 16:15 - 29.01.2021 16:30","11488","11462"
"29.01.2021 16:30 - 29.01.2021 16:45","11505","11459"
"29.01.2021 16:45 - 29.01.2021 17:00","11584","11455"
"29.01.2021 17:00 - 29.01.2021 17:15","11729","11520"
"29.01.2021 17:15 - 29.01.2021 17:30","11913","11524"
"29.01.2021 17:30 - 29.01.2021 17:45","12104","11733"
"29.01.2021 17:45 - 29.01.2021 18:00","12241","12045"
"29.01.2021 18:00 - 29.01.2021 18:15","12228","12022"
"29.01.2021 18:15 - 29.01.2021 18:30","12127","11946"
"29.01.2021 18:30 - 29.01.2021 18:45","12094","11821"
"29.01.2021 18:45 - 29.01.2021 19:00","11982","11802"
"29.01.2021 19:00 - 29.01.2021 19:15","11885","11488"
"29.01.2021 19:15 - 29.01.2021 19:30","11698","11348"
"29.01.2021 19:30 - 29.01.2021 19:45","11584","11251"
"29.01.2021 19:45 - 29.01.2021 20:00","11450","11105"
"29.01.2021 20:00 - 29.01.2021 20:15","11421","11020"
"29.01.2021 20:15 - 29.01.2021 20:30","11206","10800"
"29.01.2021 20:30 - 29.01.2021 20:45","11093","10665"
"29.01.2021 20:45 - 29.01.2021 21:00","10908","10433"
"29.01.2021 21:00 - 29.01.2021 21:15","10732","10388"
"29.01.2021 21:15 - 29.01.2021 21:30","10601","10233"
"29.01.2021 21:30 - 29.01.2021 21:45","10510","10142"
"29.01.2021 21:45 - 29.01.2021 22:00","10332","10009"
"29.01.2021 22:00 - 29.01.2021 22:15","10500","10242"
"29.01.2021 22:15 - 29.01.2021 22:30","10643","10449"
"29.01.2021 22:30 - 29.01.2021 22:45","10656","10538"
"29.01.2021 22:45 - 29.01.2021 23:00","10608","10547"
"29.01.2021 23:00 - 29.01.2021 23:15","10701","10690"
"29.01.2021 23:15 - 29.01.2021 23:30","10608","10569"
"29.01.2021 23:30 - 29.01.2021 23:45","10461","10322"
"29.01.2021 23:45 - 30.01.2021 00:00","10334","10242"
"30.01.2021 00:00 - 30.01.2021 00:15","9999","10257"
"30.01.2021 00:15 - 30.01.2021 00:30","9915","10023"
"30.01.2021 00:30 - 30.01.2021 00:45","9784","9843"
"30.01.2021 00:45 - 30.01.2021 01:00","9665","9796"
"30.01.2021 01:00 - 30.01.2021 01:15","9304","9664"
"30.01.2021 01:15 - 30.01.2021 01:30","9152","9623"
"30.01.2021 01:30 - 30.01.2021 01:45","9055","9496"
"30.01.2021 01:45 - 30.01.2021 02:00","8945","9428"
"30.01.2021 02:00 - 30.01.2021 02:15","8856","9232"
"30.01.2021 02:15 - 30.01.2021 02:30","8832","9076"
"30.01.2021 02:30 - 30.01.2021 02:45","8774","8973"
"30.01.2021 02:45 - 30.01.2021 03:00","8685","9021"
"30.01.2021 03:00 - 30.01.2021 03:15","8821","8870"
"30.01.2021 03:15 - 30.01.2021 03:30","8716","8864"
"30.01.2021 03:30 - 30.01.2021 03:45","8757","8888"
"30.01.2021 03:45 - 30.01.2021 04:00","8724","8840"
"30.01.2021 04:00 - 30.01.2021 04:15","8606","8840"
"30.01.2021 04:15 - 30.01.2021 04:30","8531","8767"
"30.01.2021 04:30 - 30.01.2021 04:45","8633","8785"
"30.01.2021 04:45 - 30.01.2021 05:00","8548","8760"
"30.01.2021 05:00 - 30.01.2021 05:15","8700","8882"
"30.01.2021 05:15 - 30.01.2021 05:30","8776","9003"
"30.01.2021 05:30 - 30.01.2021 05:45","8736","8968"
"30.01.2021 05:45 - 30.01.2021 06:00","8793","9127"
"30.01.2021 06:00 - 30.01.2021 06:15","8936","9285"
"30.01.2021 06:15 - 30.01.2021 06:30","8945","9403"
"30.01.2021 06:30 - 30.01.2021 06:45","9124","9462"
"30.01.2021 06:45 - 30.01.2021 07:00","9132","9524"
"30.01.2021 07:00 - 30.01.2021 07:15","9179","9522"
"30.01.2021 07:15 - 30.01.2021 07:30","9270","9667"
"30.01.2021 07:30 - 30.01.2021 07:45","9404","9768"
"30.01.2021 07:45 - 30.01.2021 08:00","9530","9958"
"30.01.2021 08:00 - 30.01.2021 08:15","9760","10146"
"30.01.2021 08:15 - 30.01.2021 08:30","9838","10305"
"30.01.2021 08:30 - 30.01.2021 08:45","9949","10434"
"30.01.2021 08:45 - 30.01.2021 09:00","10001","10460"
"30.01.2021 09:00 - 30.01.2021 09:15","10224","10804"
"30.01.2021 09:15 - 30.01.2021 09:30","10396","10975"
"30.01.2021 09:30 - 30.01.2021 09:45","10506","11078"
"30.01.2021 09:45 - 30.01.2021 10:00","10547","11204"
"30.01.2021 10:00 - 30.01.2021 10:15","10574","11365"
"30.01.2021 10:15 - 30.01.2021 10:30","10740","11339"
"30.01.2021 10:30 - 30.01.2021 10:45","10826","11502"
"30.01.2021 10:45 - 30.01.2021 11:00","10839","11595"
"30.01.2021 11:00 - 30.01.2021 11:15","10762","11581"
"30.01.2021 11:15 - 30.01.2021 11:30","10892","11649"
"30.01.2021 11:30 - 30.01.2021 11:45","10895","11865"
"30.01.2021 11:45 - 30.01.2021 12:00","11021","11882"
"30.01.2021 12:00 - 30.01.2021 12:15","10949","11863"
"30.01.2021 12:15 - 30.01.2021 12:30","10868","11941"
"30.01.2021 12:30 - 30.01.2021 12:45","10860","11723"
"30.01.2021 12:45 - 30.01.2021 13:00","10792","11627"
"30.01.2021 13:00 - 30.01.2021 13:15","10798","11609"
"30.01.2021 13:15 - 30.01.2021 13:30","10712","11491"
"30.01.2021 13:30 - 30.01.2021 13:45","10723","11458"
"30.01.2021 13:45 - 30.01.2021 14:00","10684","11433"
"30.01.2021 14:00 - 30.01.2021 14:15","10564","11374"
"30.01.2021 14:15 - 30.01.2021 14:30","10545","11341"
"30.01.2021 14:30 - 30.01.2021 14:45","10610","11260"
"30.01.2021 14:45 - 30.01.2021 15:00","10554","11239"
"30.01.2021 15:00 - 30.01.2021 15:15","10666","11261"
"30.01.2021 15:15 - 30.01.2021 15:30","10615","11192"
"30.01.2021 15:30 - 30.01.2021 15:45","10539","11184"
"30.01.2021 15:45 - 30.01.2021 16:00","10547","11091"
"30.01.2021 16:00 - 30.01.2021 16:15","10526","11070"
"30.01.2021 16:15 - 30.01.2021 16:30","10594","11092"
"30.01.2021 16:30 - 30.01.2021 16:45","10624","11011"
"30.01.2021 16:45 - 30.01.2021 17:00","10779","11149"
"30.01.2021 17:00 - 30.01.2021 17:15","10910","11133"
"30.01.2021 17:15 - 30.01.2021 17:30","11203","11245"
"30.01.2021 17:30 - 30.01.2021 17:45","11428","11619"
"30.01.2021 17:45 - 30.01.2021 18:00","11496","11786"
"30.01.2021 18:00 - 30.01.2021 18:15","11585","11810"
"30.01.2021 18:15 - 30.01.2021 18:30","11565","11781"
"30.01.2021 18:30 - 30.01.2021 18:45","11541","11704"
"30.01.2021 18:45 - 30.01.2021 19:00","11477","11626"
"30.01.2021 19:00 - 30.01.2021 19:15","11315","11537"
"30.01.2021 19:15 - 30.01.2021 19:30","11169","11440"
"30.01.2021 19:30 - 30.01.2021 19:45","11057","11216"
"30.01.2021 19:45 - 30.01.2021 20:00","10923","11147"
"30.01.2021 20:00 - 30.01.2021 20:15","10801","10989"
"30.01.2021 20:15 - 30.01.2021 20:30","10650","10766"
"30.01.2021 20:30 - 30.01.2021 20:45","10469","10662"
"30.01.2021 20:45 - 30.01.2021 21:00","10295","10562"
"30.01.2021 21:00 - 30.01.2021 21:15","10219","10491"
"30.01.2021 21:15 - 30.01.2021 21:30","10103","10277"
"30.01.2021 21:30 - 30.01.2021 21:45","9986","10209"
"30.01.2021 21:45 - 30.01.2021 22:00","9965","10084"
"30.01.2021 22:00 - 30.01.2021 22:15","9987","10200"
"30.01.2021 22:15 - 30.01.2021 22:30","10067","10270"
"30.01.2021 22:30 - 30.01.2021 22:45","10059","10251"
"30.01.2021 22:45 - 30.01.2021 23:00","10015","10262"
"30.01.2021 23:00 - 30.01.2021 23:15","10195","10299"
"30.01.2021 23:15 - 30.01.2021 23:30","10138","10239"
"30.01.2021 23:30 - 30.01.2021 23:45","10117","10153"
"30.01.2021 23:45 - 31.01.2021 00:00","9990","10091"
"31.01.2021 00:00 - 31.01.2021 00:15","10149","9969"
"31.01.2021 00:15 - 31.01.2021 00:30","9997","9933"
"31.01.2021 00:30 - 31.01.2021 00:45","9872","9834"
"31.01.2021 00:45 - 31.01.2021 01:00","9727","9708"
"31.01.2021 01:00 - 31.01.2021 01:15","9618","9659"
"31.01.2021 01:15 - 31.01.2021 01:30","9544","9535"
"31.01.2021 01:30 - 31.01.2021 01:45","9328","9454"
"31.01.2021 01:45 - 31.01.2021 02:00","9238","9332"
"31.01.2021 02:00 - 31.01.2021 02:15","9120","9349"
"31.01.2021 02:15 - 31.01.2021 02:30","9117","9313"
"31.01.2021 02:30 - 31.01.2021 02:45","8982","9191"
"31.01.2021 02:45 - 31.01.2021 03:00","8940","9076"
"31.01.2021 03:00 - 31.01.2021 03:15","8866","8953"
"31.01.2021 03:15 - 31.01.2021 03:30","8831","8899"
"31.01.2021 03:30 - 31.01.2021 03:45","8756","8844"
"31.01.2021 03:45 - 31.01.2021 04:00","8801","8853"
"31.01.2021 04:00 - 31.01.2021 04:15","8888","8841"
"31.01.2021 04:15 - 31.01.2021 04:30","8853","8813"
"31.01.2021 04:30 - 31.01.2021 04:45","8861","8768"
"31.01.2021 04:45 - 31.01.2021 05:00","8810","8838"
"31.01.2021 05:00 - 31.01.2021 05:15","8852","8920"
"31.01.2021 05:15 - 31.01.2021 05:30","8850","8887"
"31.01.2021 05:30 - 31.01.2021 05:45","8849","8937"
"31.01.2021 05:45 - 31.01.2021 06:00","8934","8984"
"31.01.2021 06:00 - 31.01.2021 06:15","9108","9058"
"31.01.2021 06:15 - 31.01.2021 06:30","9186","8992"
"31.01.2021 06:30 - 31.01.2021 06:45","9206","9085"
"31.01.2021 06:45 - 31.01.2021 07:00","9186","9153"
"31.01.2021 07:00 - 31.01.2021 07:15","9188","9115"
"31.01.2021 07:15 - 31.01.2021 07:30","9228","9207"
"31.01.2021 07:30 - 31.01.2021 07:45","9330","9379"
"31.01.2021 07:45 - 31.01.2021 08:00","9379","9434"
"31.01.2021 08:00 - 31.01.2021 08:15","9514","9466"
"31.01.2021 08:15 - 31.01.2021 08:30","9623","9608"
"31.01.2021 08:30 - 31.01.2021 08:45","9790","9742"
"31.01.2021 08:45 - 31.01.2021 09:00","9819","9747"
"31.01.2021 09:00 - 31.01.2021 09:15","10029","9917"
"31.01.2021 09:15 - 31.01.2021 09:30","10091","10115"
"31.01.2021 09:30 - 31.01.2021 09:45","10215","10172"
"31.01.2021 09:45 - 31.01.2021 10:00","10302","10288"
"31.01.2021 10:00 - 31.01.2021 10:15","10388","10426"
"31.01.2021 10:15 - 31.01.2021 10:30","10455","10475"
"31.01.2021 10:30 - 31.01.2021 10:45","10496","10420"
"31.01.2021 10:45 - 31.01.2021 11:00","10543","10437"
"31.01.2021 11:00 - 31.01.2021 11:15","10552","10666"
"31.01.2021 11:15 - 31.01.2021 11:30","10650","10723"
"31.01.2021 11:30 - 31.01.2021 11:45","10753","10847"
"31.01.2021 11:45 - 31.01.2021 12:00","10907","10980"
"31.01.2021 12:00 - 31.01.2021 12:15","10923","11006"
"31.01.2021 12:15 - 31.01.2021 12:30","10837","10853"
"31.01.2021 12:30 - 31.01.2021 12:45","10806","10756"
"31.01.2021 12:45 - 31.01.2021 13:00","10721","10860"
"31.01.2021 13:00 - 31.01.2021 13:15","10714","10771"
"31.01.2021 13:15 - 31.01.2021 13:30","10551","10573"
"31.01.2021 13:30 - 31.01.2021 13:45","10506","10548"
"31.01.2021 13:45 - 31.01.2021 14:00","10404","10519"
"31.01.2021 14:00 - 31.01.2021 14:15","10398","10375"
"31.01.2021 14:15 - 31.01.2021 14:30","10271","10398"
"31.01.2021 14:30 - 31.01.2021 14:45","10299","10344"
"31.01.2021 14:45 - 31.01.2021 15:00","10151","10450"
"31.01.2021 15:00 - 31.01.2021 15:15","10320","10338"
"31.01.2021 15:15 - 31.01.2021 15:30","10218","10374"
"31.01.2021 15:30 - 31.01.2021 15:45","10155","10381"
"31.01.2021 15:45 - 31.01.2021 16:00","10277","10302"
"31.01.2021 16:00 - 31.01.2021 16:15","10245","10243"
"31.01.2021 16:15 - 31.01.2021 16:30","10257","10394"
"31.01.2021 16:30 - 31.01.2021 16:45","10352","10460"
"31.01.2021 16:45 - 31.01.2021 17:00","10518","10477"
"31.01.2021 17:00 - 31.01.2021 17:15","10692","10626"
"31.01.2021 17:15 - 31.01.2021 17:30","10939","10781"
"31.01.2021 17:30 - 31.01.2021 17:45","11101","11115"
"31.01.2021 17:45 - 31.01.2021 18:00","11238","11399"
"31.01.2021 18:00 - 31.01.2021 18:15","11443","11474"
"31.01.2021 18:15 - 31.01.2021 18:30","11415","11427"
"31.01.2021 18:30 - 31.01.2021 18:45","11478","11395"
"31.01.2021 18:45 - 31.01.2021 19:00","11520","11378"
"31.01.2021 19:00 - 31.01.2021 19:15","11476","11308"
"31.01.2021 19:15 - 31.01.2021 19:30","11301","11137"
"31.01.2021 19:30 - 31.01.2021 19:45","11244","11011"
"31.01.2021 19:45 - 31.01.2021 20:00","11120","10944"
"31.01.2021 20:00 - 31.01.2021 20:15","11035","10823"
"31.01.2021 20:15 - 31.01.2021 20:30","10964","10686"
"31.01.2021 20:30 - 31.01.2021 20:45","10843","10576"
"31.01.2021 20:45 - 31.01.2021 21:00","10719","10504"
"31.01.2021 21:00 - 31.01.2021 21:15","10570","10359"
"31.01.2021 21:15 - 31.01.2021 21:30","10451","10354"
"31.01.2021 21:30 - 31.01.2021 21:45","10288","10170"
"31.01.2021 21:45 - 31.01.2021 22:00","10202","10054"
"31.01.2021 22:00 - 31.01.2021 22:15","10345","10134"
"31.01.2021 22:15 - 31.01.2021 22:30","10432","10114"
"31.01.2021 22:30 - 31.01.2021 22:45","10453","10256"
"31.01.2021 22:45 - 31.01.2021 23:00","10321","10162"
"31.01.2021 23:00 - 31.01.2021 23:15","10474","10324"
"31.01.2021 23:15 - 31.01.2021 23:30","10389","10211"
"31.01.2021 23:30 - 31.01.2021 23:45","10321","10048"
"31.01.2021 23:45 - 01.02.2021 00:00","10225","9926"
"01.02.2021 00:00 - 01.02.2021 00:15","10156","9907"
"01.02.2021 00:15 - 01.02.2021 00:30","10039","9845"
"01.02.2021 00:30 - 01.02.2021 00:45","10000","9773"
"01.02.2021 00:45 - 01.02.2021 01:00","9783","9596"
"01.02.2021 01:00 - 01.02.2021 01:15","9763","9594"
"01.02.2021 01:15 - 01.02.2021 01:30","9663","9495"
"01.02.2021 01:30 - 01.02.2021 01:45","9535","9384"
"01.02.2021 01:45 - 01.02.2021 02:00","9464","9248"
"01.02.2021 02:00 - 01.02.2021 02:15","9405","9235"
"01.02.2021 02:15 - 01.02.2021 02:30","9313","9170"
"01.02.2021 02:30 - 01.02.2021 02:45","9300","9111"
"01.02.2021 02:45 - 01.02.2021 03:00","9256","9076"
"01.02.2021 03:00 - 01.02.2021 03:15","9179","9139"
"01.02.2021 03:15 - 01.02.2021 03:30","9182","9052"
"01.02.2021 03:30 - 01.02.2021 03:45","9161","9054"
"01.02.2021 03:45 - 01.02.2021 04:00","9107","8974"
"01.02.2021 04:00 - 01.02.2021 04:15","9142","8921"
"01.02.2021 04:15 - 01.02.2021 04:30","9202","9095"
"01.02.2021 04:30 - 01.02.2021 04:45","9270","9136"
"01.02.2021 04:45 - 01.02.2021 05:00","9341","9291"
"01.02.2021 05:00 - 01.02.2021 05:15","9464","9408"
"01.02.2021 05:15 - 01.02.2021 05:30","9633","9501"
"01.02.2021 05:30 - 01.02.2021 05:45","9897","9783"
"01.02.2021 05:45 - 01.02.2021 06:00","10048","9908"
"01.02.2021 06:00 - 01.02.2021 06:15","10300","10332"
"01.02.2021 06:15 - 01.02.2021 06:30","10731","10589"
"01.02.2021 06:30 - 01.02.2021 06:45","10997","10928"
"01.02.2021 06:45 - 01.02.2021 07:00","11273","11161"
"01.02.2021 07:00 - 01.02.2021 07:15","11410","11459"
"01.02.2021 07:15 - 01.02.2021 07:30","11715","11705"
"01.02.2021 07:30 - 01.02.2021 07:45","12019","11892"
"01.02.2021 07:45 - 01.02.2021 08:00","12075","12119"
"01.02.2021 08:00 - 01.02.2021 08:15","12042","12204"
"01.02.2021 08:15 - 01.02.2021 08:30","12188","12154"
"01.02.2021 08:30 - 01.02.2021 08:45","12249","12215"
"01.02.2021 08:45 - 01.02.2021 09:00","12284","12350"
"01.02.2021 09:00 - 01.02.2021 09:15","12357","12393"
"01.02.2021 09:15 - 01.02.2021 09:30","12409","12455"
"01.02.2021 09:30 - 01.02.2021 09:45","12445","12476"
"01.02.2021 09:45 - 01.02.2021 10:00","12443","12413"
"01.02.2021 10:00 - 01.02.2021 10:15","12434","12448"
"01.02.2021 10:15 - 01.02.2021 10:30","12369","12418"
"01.02.2021 10:30 - 01.02.2021 10:45","12388","12553"
