"Time (CET)","Day-ahead Total Load Forecast [MW] - CTA|BE","Actual Total Load [MW] - CTA|BE"
"01.02.2021 10:45 - 01.02.2021 11:00","12412","12554"
"01.02.2021 11:00 - 01.02.2021 11:15","12414","12654"
"01.02.2021 11:15 - 01.02.2021 11:30","12410","12519"
"01.02.2021 11:30 - 01.02.2021 11:45","12386","12563"
"01.02.2021 11:45 - 01.02.2021 12:00","12395","12590"
"01.02.2021 12:00 - 01.02.2021 12:15","12261","12488"
"01.02.2021 12:15 - 01.02.2021 12:30","12143","12336"
"01.02.2021 12:30 - 01.02.2021 12:45","12066","12336"
"01.02.2021 12:45 - 01.02.2021 13:00","12042","12369"
"01.02.2021 13:00 - 01.02.2021 13:15","12097","12360"
"01.02.2021 13:15 - 01.02.2021 13:30","12064","12344"
"01.02.2021 13:30 - 01.02.2021 13:45","12145","12375"
"01.02.2021 13:45 - 01.02.2021 14:00","12157","12343"
"01.02.2021 14:00 - 01.02.2021 14:15","12092","12303"
"01.02.2021 14:15 - 01.02.2021 14:30","11929","12235"
"01.02.2021 14:30 - 01.02.2021 14:45","11895","12199"
"01.02.2021 14:45 - 01.02.2021 15:00","11860","12191"
"01.02.2021 15:00 - 01.02.2021 15:15","11911","12175"
"01.02.2021 15:15 - 01.02.2021 15:30","11850","12119"
"01.02.2021 15:30 - 01.02.2021 15:45","11896","12169"
"01.02.2021 15:45 - 01.02.2021 16:00","11948","12191"
"01.02.2021 16:00 - 01.02.2021 16:15","11802","12239"
"01.02.2021 16:15 - 01.02.2021 16:30","11874","12298"
"01.02.2021 16:30 - 01.02.2021 16:45","11877","12157"
"01.02.2021 16:45 - 01.02.2021 17:00","12016","12254"
"01.02.2021 17:00 - 01.02.2021 17:15","12022","12320"
"01.02.2021 17:15 - 01.02.2021 17:30","12216","12447"
"01.02.2021 17:30 - 01.02.2021 17:45","12475","12690"
"01.02.2021 17:45 - 01.02.2021 18:00","12612","12878"
"01.02.2021 18:00 - 01.02.2021 18:15","12787","12912"
"01.02.2021 18:15 - 01.02.2021 18:30","12734","12780"
"01.02.2021 18:30 - 01.02.2021 18:45","12620","12815"
"01.02.2021 18:45 - 01.02.2021 19:00","12470","12731"
"01.02.2021 19:00 - 01.02.2021 19:15","12415","12546"
"01.02.2021 19:15 - 01.02.2021 19:30","12248","12341"
"01.02.2021 19:30 - 01.02.2021 19:45","12098","12180"
"01.02.2021 19:45 - 01.02.2021 20:00","11922","12021"
"01.02.2021 20:00 - 01.02.2021 20:15","11793","11816"
"01.02.2021 20:15 - 01.02.2021 20:30","11551","11585"
"01.02.2021 20:30 - 01.02.2021 20:45","11469","11339"
"01.02.2021 20:45 - 01.02.2021 21:00","11296","11299"
"01.02.2021 21:00 - 01.02.2021 21:15","11093","11072"
"01.02.2021 21:15 - 01.02.2021 21:30","11002","10925"
"01.02.2021 21:30 - 01.02.2021 21:45","10816","10852"
"01.02.2021 21:45 - 01.02.2021 22:00","10596","10708"
"01.02.2021 22:00 - 01.02.2021 22:15","10671","10798"
"01.02.2021 22:15 - 01.02.2021 22:30","10757","10979"
"01.02.2021 22:30 - 01.02.2021 22:45","10774","10909"
"01.02.2021 22:45 - 01.02.2021 23:00","10684","10845"
"01.02.2021 23:00 - 01.02.2021 23:15","10780","10827"
"01.02.2021 23:15 - 01.02.2021 23:30","10712","10710"
"01.02.2021 23:30 - 01.02.2021 23:45","10551","10677"
"01.02.2021 23:45 - 02.02.2021 00:00","10419","10557"
"02.02.2021 00:00 - 02.02.2021 00:15","10559","10394"
"02.02.2021 00:15 - 02.02.2021 00:30","10423","10331"
"02.02.2021 00:30 - 02.02.2021 00:45","10278","10173"
"02.02.2021 00:45 - 02.02.2021 01:00","10215","9976"
"02.02.2021 01:00 - 02.02.2021 01:15","10140","9951"
"02.02.2021 01:15 - 02.02.2021 01:30","9961","9766"
"02.02.2021 01:30 - 02.02.2021 01:45","9842","9699"
"02.02.2021 01:45 - 02.02.2021 02:00","9741","9565"
"02.02.2021 02:00 - 02.02.2021 02:15","9646","9402"
"02.02.2021 02:15 - 02.02.2021 02:30","9567","9367"
"02.02.2021 02:30 - 02.02.2021 02:45","9529","9307"
"02.02.2021 02:45 - 02.02.2021 03:00","9494","9284"
"02.02.2021 03:00 - 02.02.2021 03:15","9435","9315"
"02.02.2021 03:15 - 02.02.2021 03:30","9389","9211"
"02.02.2021 03:30 - 02.02.2021 03:45","9404","9285"
"02.02.2021 03:45 - 02.02.2021 04:00","9350","9200"
"02.02.2021 04:00 - 02.02.2021 04:15","9419","9123"
"02.02.2021 04:15 - 02.02.2021 04:30","9441","9170"
"02.02.2021 04:30 - 02.02.2021 04:45","9454","9273"
"02.02.2021 04:45 - 02.02.2021 05:00","9488","9314"
"02.02.2021 05:00 - 02.02.2021 05:15","9654","9522"
"02.02.2021 05:15 - 02.02.2021 05:30","9773","9596"
"02.02.2021 05:30 - 02.02.2021 05:45","9910","9681"
"02.02.2021 05:45 - 02.02.2021 06:00","10091","9938"
"02.02.2021 06:00 - 02.02.2021 06:15","10427","10382"
"02.02.2021 06:15 - 02.02.2021 06:30","10733","10852"
"02.02.2021 06:30 - 02.02.2021 06:45","11001","11150"
"02.02.2021 06:45 - 02.02.2021 07:00","11251","11285"
"02.02.2021 07:00 - 02.02.2021 07:15","11461","11445"
"02.02.2021 07:15 - 02.02.2021 07:30","11686","11527"
"02.02.2021 07:30 - 02.02.2021 07:45","11926","11844"
"02.02.2021 07:45 - 02.02.2021 08:00","12031","12046"
"02.02.2021 08:00 - 02.02.2021 08:15","12080","12239"
"02.02.2021 08:15 - 02.02.2021 08:30","12177","12354"
"02.02.2021 08:30 - 02.02.2021 08:45","12176","12400"
"02.02.2021 08:45 - 02.02.2021 09:00","12184","12379"
"02.02.2021 09:00 - 02.02.2021 09:15","12221","12509"
"02.02.2021 09:15 - 02.02.2021 09:30","12263","12588"
"02.02.2021 09:30 - 02.02.2021 09:45","12276","12542"
"02.02.2021 09:45 - 02.02.2021 10:00","12289","12538"
"02.02.2021 10:00 - 02.02.2021 10:15","12297","12336"
"02.02.2021 10:15 - 02.02.2021 10:30","12237","12262"
"02.02.2021 10:30 - 02.02.2021 10:45","12218","12334"
"02.02.2021 10:45 - 02.02.2021 11:00","12257","12374"
"02.02.2021 11:00 - 02.02.2021 11:15","12265","12323"
"02.02.2021 11:15 - 02.02.2021 11:30","12299","12382"
"02.02.2021 11:30 - 02.02.2021 11:45","12334","12424"
"02.02.2021 11:45 - 02.02.2021 12:00","12329","12412"
"02.02.2021 12:00 - 02.02.2021 12:15","12103","12373"
"02.02.2021 12:15 - 02.02.2021 12:30","11999","12235"
"02.02.2021 12:30 - 02.02.2021 12:45","12012","12165"
"02.02.2021 12:45 - 02.02.2021 13:00","11982","12139"
"02.02.2021 13:00 - 02.02.2021 13:15","11961","12139"
"02.02.2021 13:15 - 02.02.2021 13:30","11906","12055"
"02.02.2021 13:30 - 02.02.2021 13:45","11862","11973"
"02.02.2021 13:45 - 02.02.2021 14:00","11835","11963"
"02.02.2021 14:00 - 02.02.2021 14:15","11730","11859"
"02.02.2021 14:15 - 02.02.2021 14:30","11715","11829"
"02.02.2021 14:30 - 02.02.2021 14:45","11698","11809"
"02.02.2021 14:45 - 02.02.2021 15:00","11653","11886"
"02.02.2021 15:00 - 02.02.2021 15:15","11714","11869"
"02.02.2021 15:15 - 02.02.2021 15:30","11690","11818"
"02.02.2021 15:30 - 02.02.2021 15:45","11726","11772"
"02.02.2021 15:45 - 02.02.2021 16:00","11726","11769"
"02.02.2021 16:00 - 02.02.2021 16:15","11753","11812"
"02.02.2021 16:15 - 02.02.2021 16:30","11753","11794"
"02.02.2021 16:30 - 02.02.2021 16:45","11770","11732"
"02.02.2021 16:45 - 02.02.2021 17:00","11827","11778"
"02.02.2021 17:00 - 02.02.2021 17:15","11861","11843"
"02.02.2021 17:15 - 02.02.2021 17:30","12025","11893"
"02.02.2021 17:30 - 02.02.2021 17:45","12240","12142"
"02.02.2021 17:45 - 02.02.2021 18:00","12417","12420"
"02.02.2021 18:00 - 02.02.2021 18:15","12522","12439"
"02.02.2021 18:15 - 02.02.2021 18:30","12431","12466"
"02.02.2021 18:30 - 02.02.2021 18:45","12369","12383"
"02.02.2021 18:45 - 02.02.2021 19:00","12274","12272"
"02.02.2021 19:00 - 02.02.2021 19:15","12017","12132"
"02.02.2021 19:15 - 02.02.2021 19:30","11832","11923"
"02.02.2021 19:30 - 02.02.2021 19:45","11716","11729"
"02.02.2021 19:45 - 02.02.2021 20:00","11573","11590"
"02.02.2021 20:00 - 02.02.2021 20:15","11507","11323"
"02.02.2021 20:15 - 02.02.2021 20:30","11284","11182"
"02.02.2021 20:30 - 02.02.2021 20:45","11177","11115"
"02.02.2021 20:45 - 02.02.2021 21:00","10976","10947"
"02.02.2021 21:00 - 02.02.2021 21:15","10866","10865"
"02.02.2021 21:15 - 02.02.2021 21:30","10733","10791"
"02.02.2021 21:30 - 02.02.2021 21:45","10640","10679"
"02.02.2021 21:45 - 02.02.2021 22:00","10468","10622"
"02.02.2021 22:00 - 02.02.2021 22:15","10659","10755"
"02.02.2021 22:15 - 02.02.2021 22:30","10805","10790"
"02.02.2021 22:30 - 02.02.2021 22:45","10821","10928"
"02.02.2021 22:45 - 02.02.2021 23:00","10766","10777"
"02.02.2021 23:00 - 02.02.2021 23:15","10959","10812"
"02.02.2021 23:15 - 02.02.2021 23:30","10856","10678"
"02.02.2021 23:30 - 02.02.2021 23:45","10688","10363"
"02.02.2021 23:45 - 03.02.2021 00:00","10568","10123"
"03.02.2021 00:00 - 03.02.2021 00:15","10288","10104"
"03.02.2021 00:15 - 03.02.2021 00:30","10183","9897"
"03.02.2021 00:30 - 03.02.2021 00:45","10045","9769"
"03.02.2021 00:45 - 03.02.2021 01:00","9932","9595"
"03.02.2021 01:00 - 03.02.2021 01:15","10109","9529"
"03.02.2021 01:15 - 03.02.2021 01:30","9932","9491"
"03.02.2021 01:30 - 03.02.2021 01:45","9811","9330"
"03.02.2021 01:45 - 03.02.2021 02:00","9712","9205"
"03.02.2021 02:00 - 03.02.2021 02:15","9719","9031"
"03.02.2021 02:15 - 03.02.2021 02:30","9640","8944"
"03.02.2021 02:30 - 03.02.2021 02:45","9600","8890"
"03.02.2021 02:45 - 03.02.2021 03:00","9562","8957"
"03.02.2021 03:00 - 03.02.2021 03:15","9536","8925"
"03.02.2021 03:15 - 03.02.2021 03:30","9491","8910"
"03.02.2021 03:30 - 03.02.2021 03:45","9509","8939"
"03.02.2021 03:45 - 03.02.2021 04:00","9460","8882"
"03.02.2021 04:00 - 03.02.2021 04:15","9504","8824"
"03.02.2021 04:15 - 03.02.2021 04:30","9528","8852"
"03.02.2021 04:30 - 03.02.2021 04:45","9539","8893"
"03.02.2021 04:45 - 03.02.2021 05:00","9569","8994"
"03.02.2021 05:00 - 03.02.2021 05:15","9663","9187"
"03.02.2021 05:15 - 03.02.2021 05:30","9781","9091"
"03.02.2021 05:30 - 03.02.2021 05:45","9918","9191"
"03.02.2021 05:45 - 03.02.2021 06:00","10098","9441"
"03.02.2021 06:00 - 03.02.2021 06:15","10481","9877"
"03.02.2021 06:15 - 03.02.2021 06:30","10789","10046"
"03.02.2021 06:30 - 03.02.2021 06:45","11057","10280"
"03.02.2021 06:45 - 03.02.2021 07:00","11309","10523"
"03.02.2021 07:00 - 03.02.2021 07:15","11454","10696"
"03.02.2021 07:15 - 03.02.2021 07:30","11682","10953"
"03.02.2021 07:30 - 03.02.2021 07:45","11920","11188"
"03.02.2021 07:45 - 03.02.2021 08:00","12024","11393"
"03.02.2021 08:00 - 03.02.2021 08:15","12042","11491"
"03.02.2021 08:15 - 03.02.2021 08:30","12138","11675"
"03.02.2021 08:30 - 03.02.2021 08:45","12136","11757"
"03.02.2021 08:45 - 03.02.2021 09:00","12144","11827"
"03.02.2021 09:00 - 03.02.2021 09:15","12209","12063"
"03.02.2021 09:15 - 03.02.2021 09:30","12251","12289"
"03.02.2021 09:30 - 03.02.2021 09:45","12263","12425"
"03.02.2021 09:45 - 03.02.2021 10:00","12277","12481"
"03.02.2021 10:00 - 03.02.2021 10:15","12266","12480"
"03.02.2021 10:15 - 03.02.2021 10:30","12207","12478"
"03.02.2021 10:30 - 03.02.2021 10:45","12188","12486"
"03.02.2021 10:45 - 03.02.2021 11:00","12226","12478"
"03.02.2021 11:00 - 03.02.2021 11:15","12142","12419"
"03.02.2021 11:15 - 03.02.2021 11:30","12175","12473"
"03.02.2021 11:30 - 03.02.2021 11:45","12209","12532"
"03.02.2021 11:45 - 03.02.2021 12:00","12207","12668"
"03.02.2021 12:00 - 03.02.2021 12:15","12095","12594"
"03.02.2021 12:15 - 03.02.2021 12:30","11991","12605"
"03.02.2021 12:30 - 03.02.2021 12:45","12005","12586"
"03.02.2021 12:45 - 03.02.2021 13:00","11976","12563"
"03.02.2021 13:00 - 03.02.2021 13:15","11979","12430"
"03.02.2021 13:15 - 03.02.2021 13:30","11921","12239"
"03.02.2021 13:30 - 03.02.2021 13:45","11877","12263"
"03.02.2021 13:45 - 03.02.2021 14:00","11853","12074"
"03.02.2021 14:00 - 03.02.2021 14:15","11745","11947"
"03.02.2021 14:15 - 03.02.2021 14:30","11733","11909"
"03.02.2021 14:30 - 03.02.2021 14:45","11718","11761"
"03.02.2021 14:45 - 03.02.2021 15:00","11676","11856"
"03.02.2021 15:00 - 03.02.2021 15:15","11658","12004"
"03.02.2021 15:15 - 03.02.2021 15:30","11634","12013"
"03.02.2021 15:30 - 03.02.2021 15:45","11670","12076"
"03.02.2021 15:45 - 03.02.2021 16:00","11670","11929"
"03.02.2021 16:00 - 03.02.2021 16:15","11600","11849"
"03.02.2021 16:15 - 03.02.2021 16:30","11598","11909"
"03.02.2021 16:30 - 03.02.2021 16:45","11615","11861"
"03.02.2021 16:45 - 03.02.2021 17:00","11668","11881"
"03.02.2021 17:00 - 03.02.2021 17:15","11670","11871"
"03.02.2021 17:15 - 03.02.2021 17:30","11829","12099"
"03.02.2021 17:30 - 03.02.2021 17:45","12040","12352"
"03.02.2021 17:45 - 03.02.2021 18:00","12211","12619"
"03.02.2021 18:00 - 03.02.2021 18:15","12310","12636"
"03.02.2021 18:15 - 03.02.2021 18:30","12222","12552"
"03.02.2021 18:30 - 03.02.2021 18:45","12164","12601"
"03.02.2021 18:45 - 03.02.2021 19:00","12072","12474"
"03.02.2021 19:00 - 03.02.2021 19:15","11956","12246"
"03.02.2021 19:15 - 03.02.2021 19:30","11773","11966"
"03.02.2021 19:30 - 03.02.2021 19:45","11658","11814"
"03.02.2021 19:45 - 03.02.2021 20:00","11516","11591"
"03.02.2021 20:00 - 03.02.2021 20:15","11394","11440"
"03.02.2021 20:15 - 03.02.2021 20:30","11169","11285"
"03.02.2021 20:30 - 03.02.2021 20:45","11056","11089"
"03.02.2021 20:45 - 03.02.2021 21:00","10855","10968"
"03.02.2021 21:00 - 03.02.2021 21:15","10725","10840"
"03.02.2021 21:15 - 03.02.2021 21:30","10594","10751"
"03.02.2021 21:30 - 03.02.2021 21:45","10504","10603"
"03.02.2021 21:45 - 03.02.2021 22:00","10335","10433"
"03.02.2021 22:00 - 03.02.2021 22:15","10517","10576"
"03.02.2021 22:15 - 03.02.2021 22:30","10668","10680"
"03.02.2021 22:30 - 03.02.2021 22:45","10688","10736"
"03.02.2021 22:45 - 03.02.2021 23:00","10636","10732"
"03.02.2021 23:00 - 03.02.2021 23:15","10772","10851"
"03.02.2021 23:15 - 03.02.2021 23:30","10670","10706"
"03.02.2021 23:30 - 03.02.2021 23:45","10505","10688"
"03.02.2021 23:45 - 04.02.2021 00:00","10387","10357"
"04.02.2021 00:00 - 04.02.2021 00:15","9920","10135"
"04.02.2021 00:15 - 04.02.2021 00:30","9807","10104"
"04.02.2021 00:30 - 04.02.2021 00:45","9675","9950"
"04.02.2021 00:45 - 04.02.2021 01:00","9559","9790"
"04.02.2021 01:00 - 04.02.2021 01:15","9678","9758"
"04.02.2021 01:15 - 04.02.2021 01:30","9508","9706"
"04.02.2021 01:30 - 04.02.2021 01:45","9398","9554"
"04.02.2021 01:45 - 04.02.2021 02:00","9298","9431"
"04.02.2021 02:00 - 04.02.2021 02:15","9200","9289"
"04.02.2021 02:15 - 04.02.2021 02:30","9130","9238"
"04.02.2021 02:30 - 04.02.2021 02:45","9091","9129"
"04.02.2021 02:45 - 04.02.2021 03:00","9056","9126"
"04.02.2021 03:00 - 04.02.2021 03:15","9056","9183"
"04.02.2021 03:15 - 04.02.2021 03:30","9005","9177"
"04.02.2021 03:30 - 04.02.2021 03:45","9027","9119"
"04.02.2021 03:45 - 04.02.2021 04:00","8981","9199"
"04.02.2021 04:00 - 04.02.2021 04:15","9103","9123"
"04.02.2021 04:15 - 04.02.2021 04:30","9125","9085"
"04.02.2021 04:30 - 04.02.2021 04:45","9146","9078"
"04.02.2021 04:45 - 04.02.2021 05:00","9173","9204"
"04.02.2021 05:00 - 04.02.2021 05:15","9324","9339"
"04.02.2021 05:15 - 04.02.2021 05:30","9432","9474"
"04.02.2021 05:30 - 04.02.2021 05:45","9557","9760"
"04.02.2021 05:45 - 04.02.2021 06:00","9735","9929"
"04.02.2021 06:00 - 04.02.2021 06:15","10060","10335"
"04.02.2021 06:15 - 04.02.2021 06:30","10378","10709"
"04.02.2021 06:30 - 04.02.2021 06:45","10640","10910"
"04.02.2021 06:45 - 04.02.2021 07:00","10865","11173"
"04.02.2021 07:00 - 04.02.2021 07:15","11115","11333"
"04.02.2021 07:15 - 04.02.2021 07:30","11320","11603"
"04.02.2021 07:30 - 04.02.2021 07:45","11561","11833"
"04.02.2021 07:45 - 04.02.2021 08:00","11675","11896"
"04.02.2021 08:00 - 04.02.2021 08:15","11701","11952"
"04.02.2021 08:15 - 04.02.2021 08:30","11796","11869"
"04.02.2021 08:30 - 04.02.2021 08:45","11800","12003"
"04.02.2021 08:45 - 04.02.2021 09:00","11805","11992"
"04.02.2021 09:00 - 04.02.2021 09:15","11774","11900"
"04.02.2021 09:15 - 04.02.2021 09:30","11819","11774"
"04.02.2021 09:30 - 04.02.2021 09:45","11820","11736"
"04.02.2021 09:45 - 04.02.2021 10:00","11834","11766"
"04.02.2021 10:00 - 04.02.2021 10:15","11788","11702"
"04.02.2021 10:15 - 04.02.2021 10:30","11730","11665"
"04.02.2021 10:30 - 04.02.2021 10:45","11726","11650"
"04.02.2021 10:45 - 04.02.2021 11:00","11761","11761"
"04.02.2021 11:00 - 04.02.2021 11:15","11734","11710"
"04.02.2021 11:15 - 04.02.2021 11:30","11769","11763"
"04.02.2021 11:30 - 04.02.2021 11:45","11804","11671"
"04.02.2021 11:45 - 04.02.2021 12:00","11802","11665"
"04.02.2021 12:00 - 04.02.2021 12:15","11639","11539"
"04.02.2021 12:15 - 04.02.2021 12:30","11537","11393"
"04.02.2021 12:30 - 04.02.2021 12:45","11539","11386"
"04.02.2021 12:45 - 04.02.2021 13:00","11511","11557"
"04.02.2021 13:00 - 04.02.2021 13:15","11546","11626"
"04.02.2021 13:15 - 04.02.2021 13:30","11492","11648"
"04.02.2021 13:30 - 04.02.2021 13:45","11446","11609"
"04.02.2021 13:45 - 04.02.2021 14:00","11421","11510"
"04.02.2021 14:00 - 04.02.2021 14:15","11354","11517"
"04.02.2021 14:15 - 04.02.2021 14:30","11344","11495"
"04.02.2021 14:30 - 04.02.2021 14:45","11330","11562"
"04.02.2021 14:45 - 04.02.2021 15:00","11302","11537"
"04.02.2021 15:00 - 04.02.2021 15:15","11330","11647"
"04.02.2021 15:15 - 04.02.2021 15:30","11305","11699"
"04.02.2021 15:30 - 04.02.2021 15:45","11332","11747"
"04.02.2021 15:45 - 04.02.2021 16:00","11329","11691"
"04.02.2021 16:00 - 04.02.2021 16:15","11307","11733"
"04.02.2021 16:15 - 04.02.2021 16:30","11303","11725"
"04.02.2021 16:30 - 04.02.2021 16:45","11308","11644"
"04.02.2021 16:45 - 04.02.2021 17:00","11357","11687"
"04.02.2021 17:00 - 04.02.2021 17:15","11483","11730"
"04.02.2021 17:15 - 04.02.2021 17:30","11624","11947"
"04.02.2021 17:30 - 04.02.2021 17:45","11836","12187"
"04.02.2021 17:45 - 04.02.2021 18:00","12017","12516"
"04.02.2021 18:00 - 04.02.2021 18:15","12290","12510"
"04.02.2021 18:15 - 04.02.2021 18:30","12215","12505"
"04.02.2021 18:30 - 04.02.2021 18:45","12157","12567"
"04.02.2021 18:45 - 04.02.2021 19:00","12063","12328"
"04.02.2021 19:00 - 04.02.2021 19:15","11899","12210"
"04.02.2021 19:15 - 04.02.2021 19:30","11712","12037"
"04.02.2021 19:30 - 04.02.2021 19:45","11612","11779"
"04.02.2021 19:45 - 04.02.2021 20:00","11471","11656"
"04.02.2021 20:00 - 04.02.2021 20:15","11262","11619"
"04.02.2021 20:15 - 04.02.2021 20:30","11049","11413"
"04.02.2021 20:30 - 04.02.2021 20:45","10941","11201"
"04.02.2021 20:45 - 04.02.2021 21:00","10746","11040"
"04.02.2021 21:00 - 04.02.2021 21:15","10531","10895"
"04.02.2021 21:15 - 04.02.2021 21:30","10410","10688"
"04.02.2021 21:30 - 04.02.2021 21:45","10317","10560"
"04.02.2021 21:45 - 04.02.2021 22:00","10166","10472"
"04.02.2021 22:00 - 04.02.2021 22:15","10369","10675"
"04.02.2021 22:15 - 04.02.2021 22:30","10504","10764"
"04.02.2021 22:30 - 04.02.2021 22:45","10540","10742"
"04.02.2021 22:45 - 04.02.2021 23:00","10482","10635"
"04.02.2021 23:00 - 04.02.2021 23:15","10611","10713"
"04.02.2021 23:15 - 04.02.2021 23:30","10510","10830"
"04.02.2021 23:30 - 04.02.2021 23:45","10331","10660"
"04.02.2021 23:45 - 05.02.2021 00:00","10201","10484"
"05.02.2021 00:00 - 05.02.2021 00:15","10179","10398"
"05.02.2021 00:15 - 05.02.2021 00:30","10074","10207"
"05.02.2021 00:30 - 05.02.2021 00:45","9936","10123"
"05.02.2021 00:45 - 05.02.2021 01:00","9812","9915"
"05.02.2021 01:00 - 05.02.2021 01:15","9986","9931"
"05.02.2021 01:15 - 05.02.2021 01:30","9828","9769"
"05.02.2021 01:30 - 05.02.2021 01:45","9704","9600"
"05.02.2021 01:45 - 05.02.2021 02:00","9596","9434"
"05.02.2021 02:00 - 05.02.2021 02:15","9529","9426"
"05.02.2021 02:15 - 05.02.2021 02:30","9455","9339"
"05.02.2021 02:30 - 05.02.2021 02:45","9412","9289"
"05.02.2021 02:45 - 05.02.2021 03:00","9388","9351"
"05.02.2021 03:00 - 05.02.2021 03:15","9364","9250"
"05.02.2021 03:15 - 05.02.2021 03:30","9314","9141"
"05.02.2021 03:30 - 05.02.2021 03:45","9339","9159"
"05.02.2021 03:45 - 05.02.2021 04:00","9291","9127"
"05.02.2021 04:00 - 05.02.2021 04:15","9110","9160"
"05.02.2021 04:15 - 05.02.2021 04:30","9134","9238"
"05.02.2021 04:30 - 05.02.2021 04:45","9160","9129"
"05.02.2021 04:45 - 05.02.2021 05:00","9197","9299"
"05.02.2021 05:00 - 05.02.2021 05:15","9334","9374"
"05.02.2021 05:15 - 05.02.2021 05:30","9416","9489"
"05.02.2021 05:30 - 05.02.2021 05:45","9537","9624"
"05.02.2021 05:45 - 05.02.2021 06:00","9722","9765"
"05.02.2021 06:00 - 05.02.2021 06:15","10099","10239"
"05.02.2021 06:15 - 05.02.2021 06:30","10399","10424"
"05.02.2021 06:30 - 05.02.2021 06:45","10659","10728"
"05.02.2021 06:45 - 05.02.2021 07:00","10888","11006"
"05.02.2021 07:00 - 05.02.2021 07:15","11099","11135"
"05.02.2021 07:15 - 05.02.2021 07:30","11310","11393"
"05.02.2021 07:30 - 05.02.2021 07:45","11549","11621"
"05.02.2021 07:45 - 05.02.2021 08:00","11672","11762"
"05.02.2021 08:00 - 05.02.2021 08:15","11632","11804"
"05.02.2021 08:15 - 05.02.2021 08:30","11736","11732"
"05.02.2021 08:30 - 05.02.2021 08:45","11750","11898"
"05.02.2021 08:45 - 05.02.2021 09:00","11763","11923"
"05.02.2021 09:00 - 05.02.2021 09:15","11797","11951"
"05.02.2021 09:15 - 05.02.2021 09:30","11863","11984"
"05.02.2021 09:30 - 05.02.2021 09:45","11882","11876"
"05.02.2021 09:45 - 05.02.2021 10:00","11870","11779"
"05.02.2021 10:00 - 05.02.2021 10:15","11831","11703"
"05.02.2021 10:15 - 05.02.2021 10:30","11782","11711"
"05.02.2021 10:30 - 05.02.2021 10:45","11776","11753"
"05.02.2021 10:45 - 05.02.2021 11:00","11804","11724"
"05.02.2021 11:00 - 05.02.2021 11:15","11647","11781"
"05.02.2021 11:15 - 05.02.2021 11:30","11682","11746"
"05.02.2021 11:30 - 05.02.2021 11:45","11712","11748"
"05.02.2021 11:45 - 05.02.2021 12:00","11734","11759"
"05.02.2021 12:00 - 05.02.2021 12:15","11570","11567"
"05.02.2021 12:15 - 05.02.2021 12:30","11482","11436"
"05.02.2021 12:30 - 05.02.2021 12:45","11483","11408"
"05.02.2021 12:45 - 05.02.2021 13:00","11456","11432"
"05.02.2021 13:00 - 05.02.2021 13:15","11509","11384"
"05.02.2021 13:15 - 05.02.2021 13:30","11435","11377"
"05.02.2021 13:30 - 05.02.2021 13:45","11396","11410"
"05.02.2021 13:45 - 05.02.2021 14:00","11355","11317"
"05.02.2021 14:00 - 05.02.2021 14:15","11380","11185"
"05.02.2021 14:15 - 05.02.2021 14:30","11370","11058"
"05.02.2021 14:30 - 05.02.2021 14:45","11341","11086"
"05.02.2021 14:45 - 05.02.2021 15:00","11324","11092"
"05.02.2021 15:00 - 05.02.2021 15:15","11408","10940"
"05.02.2021 15:15 - 05.02.2021 15:30","11387","10957"
"05.02.2021 15:30 - 05.02.2021 15:45","11418","10984"
"05.02.2021 15:45 - 05.02.2021 16:00","11399","10969"
"05.02.2021 16:00 - 05.02.2021 16:15","11470","10996"
"05.02.2021 16:15 - 05.02.2021 16:30","11474","11003"
