"Time (CET)","Day-ahead Total Load Forecast [MW] - CTA|BE","Actual Total Load [MW] - CTA|BE"
"08.06.2016 22:00 - 08.06.2016 22:15","9741","9391"
"08.06.2016 22:15 - 08.06.2016 22:30","9871","9619"
"08.06.2016 22:30 - 08.06.2016 22:45","9814","9590"
"08.06.2016 22:45 - 08.06.2016 23:00","9711","9391"
"08.06.2016 23:00 - 08.06.2016 23:15","9667","9330"
"08.06.2016 23:15 - 08.06.2016 23:30","9502","9247"
"08.06.2016 23:30 - 08.06.2016 23:45","9309","9058"
"08.06.2016 23:45 - 09.06.2016 00:00","9161","8997"
"09.06.2016 00:00 - 09.06.2016 00:15","8937","8696"
"09.06.2016 00:15 - 09.06.2016 00:30","8763","8563"
"09.06.2016 00:30 - 09.06.2016 00:45","8607","8472"
"09.06.2016 00:45 - 09.06.2016 01:00","8503","8407"
"09.06.2016 01:00 - 09.06.2016 01:15","8374","8301"
"09.06.2016 01:15 - 09.06.2016 01:30","8246","8213"
"09.06.2016 01:30 - 09.06.2016 01:45","8152","8213"
"09.06.2016 01:45 - 09.06.2016 02:00","8046","8133"
"09.06.2016 02:00 - 09.06.2016 02:15","7950","8064"
"09.06.2016 02:15 - 09.06.2016 02:30","7876","7942"
"09.06.2016 02:30 - 09.06.2016 02:45","7875","7944"
"09.06.2016 02:45 - 09.06.2016 03:00","7815","7887"
"09.06.2016 03:00 - 09.06.2016 03:15","7842","7930"
"09.06.2016 03:15 - 09.06.2016 03:30","7857","7808"
"09.06.2016 03:30 - 09.06.2016 03:45","7855","7774"
"09.06.2016 03:45 - 09.06.2016 04:00","7823","7755"
"09.06.2016 04:00 - 09.06.2016 04:15","7878","7810"
"09.06.2016 04:15 - 09.06.2016 04:30","7876","7866"
"09.06.2016 04:30 - 09.06.2016 04:45","7944","7853"
"09.06.2016 04:45 - 09.06.2016 05:00","7984","7919"
"09.06.2016 05:00 - 09.06.2016 05:15","8105","8033"
"09.06.2016 05:15 - 09.06.2016 05:30","8089","8085"
"09.06.2016 05:30 - 09.06.2016 05:45","8122","8107"
"09.06.2016 05:45 - 09.06.2016 06:00","8212","8230"
"09.06.2016 06:00 - 09.06.2016 06:15","8551","8575"
"09.06.2016 06:15 - 09.06.2016 06:30","8831","8811"
"09.06.2016 06:30 - 09.06.2016 06:45","9094","9098"
"09.06.2016 06:45 - 09.06.2016 07:00","9351","9249"
"09.06.2016 07:00 - 09.06.2016 07:15","9619","9520"
"09.06.2016 07:15 - 09.06.2016 07:30","9873","9823"
"09.06.2016 07:30 - 09.06.2016 07:45","10128","10022"
"09.06.2016 07:45 - 09.06.2016 08:00","10261","10229"
"09.06.2016 08:00 - 09.06.2016 08:15","10339","10319"
"09.06.2016 08:15 - 09.06.2016 08:30","10459","10414"
"09.06.2016 08:30 - 09.06.2016 08:45","10576","10594"
"09.06.2016 08:45 - 09.06.2016 09:00","10708","10668"
"09.06.2016 09:00 - 09.06.2016 09:15","10760","10697"
"09.06.2016 09:15 - 09.06.2016 09:30","10825","10669"
"09.06.2016 09:30 - 09.06.2016 09:45","10899","10775"
"09.06.2016 09:45 - 09.06.2016 10:00","10935","10881"
"09.06.2016 10:00 - 09.06.2016 10:15","10884","10871"
"09.06.2016 10:15 - 09.06.2016 10:30","10927","10948"
"09.06.2016 10:30 - 09.06.2016 10:45","10967","10842"
"09.06.2016 10:45 - 09.06.2016 11:00","11023","10884"
"09.06.2016 11:00 - 09.06.2016 11:15","11070","11000"
"09.06.2016 11:15 - 09.06.2016 11:30","11104","11129"
"09.06.2016 11:30 - 09.06.2016 11:45","11123","11147"
"09.06.2016 11:45 - 09.06.2016 12:00","11118","11123"
"09.06.2016 12:00 - 09.06.2016 12:15","10964","10925"
"09.06.2016 12:15 - 09.06.2016 12:30","10878","10779"
"09.06.2016 12:30 - 09.06.2016 12:45","10866","10760"
"09.06.2016 12:45 - 09.06.2016 13:00","10865","10737"
"09.06.2016 13:00 - 09.06.2016 13:15","10846","10777"
"09.06.2016 13:15 - 09.06.2016 13:30","10859","10787"
"09.06.2016 13:30 - 09.06.2016 13:45","10860","10788"
"09.06.2016 13:45 - 09.06.2016 14:00","10809","10767"
"09.06.2016 14:00 - 09.06.2016 14:15","10811","10679"
"09.06.2016 14:15 - 09.06.2016 14:30","10802","10692"
"09.06.2016 14:30 - 09.06.2016 14:45","10780","10643"
"09.06.2016 14:45 - 09.06.2016 15:00","10725","10572"
"09.06.2016 15:00 - 09.06.2016 15:15","10709","10517"
"09.06.2016 15:15 - 09.06.2016 15:30","10666","10487"
"09.06.2016 15:30 - 09.06.2016 15:45","10621","10466"
"09.06.2016 15:45 - 09.06.2016 16:00","10572","10449"
"09.06.2016 16:00 - 09.06.2016 16:15","10558","10441"
"09.06.2016 16:15 - 09.06.2016 16:30","10539","10350"
"09.06.2016 16:30 - 09.06.2016 16:45","10509","10356"
"09.06.2016 16:45 - 09.06.2016 17:00","10506","10438"
"09.06.2016 17:00 - 09.06.2016 17:15","10475","10462"
"09.06.2016 17:15 - 09.06.2016 17:30","10479","10468"
"09.06.2016 17:30 - 09.06.2016 17:45","10527","10499"
"09.06.2016 17:45 - 09.06.2016 18:00","10587","10483"
"09.06.2016 18:00 - 09.06.2016 18:15","10552","10378"
"09.06.2016 18:15 - 09.06.2016 18:30","10505","10308"
"09.06.2016 18:30 - 09.06.2016 18:45","10463","10314"
"09.06.2016 18:45 - 09.06.2016 19:00","10418","10232"
"09.06.2016 19:00 - 09.06.2016 19:15","10325","10166"
"09.06.2016 19:15 - 09.06.2016 19:30","10246","9996"
"09.06.2016 19:30 - 09.06.2016 19:45","10171","9857"
"09.06.2016 19:45 - 09.06.2016 20:00","10083","9834"
"09.06.2016 20:00 - 09.06.2016 20:15","10012","9795"
"09.06.2016 20:15 - 09.06.2016 20:30","9862","9653"
"09.06.2016 20:30 - 09.06.2016 20:45","9731","9601"
"09.06.2016 20:45 - 09.06.2016 21:00","9687","9571"
"09.06.2016 21:00 - 09.06.2016 21:15","9609","9506"
"09.06.2016 21:15 - 09.06.2016 21:30","9543","9450"
"09.06.2016 21:30 - 09.06.2016 21:45","9495","9511"
"09.06.2016 21:45 - 09.06.2016 22:00","9509","9395"
"09.06.2016 22:00 - 09.06.2016 22:15","9645","9560"
"09.06.2016 22:15 - 09.06.2016 22:30","9769","9734"
"09.06.2016 22:30 - 09.06.2016 22:45","9725","9783"
"09.06.2016 22:45 - 09.06.2016 23:00","9661","9664"
"09.06.2016 23:00 - 09.06.2016 23:15","9605","9543"
"09.06.2016 23:15 - 09.06.2016 23:30","9450","9448"
"09.06.2016 23:30 - 09.06.2016 23:45","9238","9171"
"09.06.2016 23:45 - 10.06.2016 00:00","9077","9085"
"10.06.2016 00:00 - 10.06.2016 00:15","8813","8839"
"10.06.2016 00:15 - 10.06.2016 00:30","8649","8841"
"10.06.2016 00:30 - 10.06.2016 00:45","8503","8584"
"10.06.2016 00:45 - 10.06.2016 01:00","8405","8486"
"10.06.2016 01:00 - 10.06.2016 01:15","8379","8453"
"10.06.2016 01:15 - 10.06.2016 01:30","8258","8314"
"10.06.2016 01:30 - 10.06.2016 01:45","8180","8289"
"10.06.2016 01:45 - 10.06.2016 02:00","8079","8118"
"10.06.2016 02:00 - 10.06.2016 02:15","8083","8096"
"10.06.2016 02:15 - 10.06.2016 02:30","8021","8029"
"10.06.2016 02:30 - 10.06.2016 02:45","8031","7959"
"10.06.2016 02:45 - 10.06.2016 03:00","7980","7987"
"10.06.2016 03:00 - 10.06.2016 03:15","7926","8009"
"10.06.2016 03:15 - 10.06.2016 03:30","7925","7895"
"10.06.2016 03:30 - 10.06.2016 03:45","7929","7855"
"10.06.2016 03:45 - 10.06.2016 04:00","7909","7906"
"10.06.2016 04:00 - 10.06.2016 04:15","7964","7951"
"10.06.2016 04:15 - 10.06.2016 04:30","7953","7904"
"10.06.2016 04:30 - 10.06.2016 04:45","8023","7966"
"10.06.2016 04:45 - 10.06.2016 05:00","8050","8042"
"10.06.2016 05:00 - 10.06.2016 05:15","8241","8015"
"10.06.2016 05:15 - 10.06.2016 05:30","8227","8047"
"10.06.2016 05:30 - 10.06.2016 05:45","8244","8088"
"10.06.2016 05:45 - 10.06.2016 06:00","8340","8254"
"10.06.2016 06:00 - 10.06.2016 06:15","8592","8551"
"10.06.2016 06:15 - 10.06.2016 06:30","8882","8835"
"10.06.2016 06:30 - 10.06.2016 06:45","9163","9126"
"10.06.2016 06:45 - 10.06.2016 07:00","9399","9221"
"10.06.2016 07:00 - 10.06.2016 07:15","9630","9533"
"10.06.2016 07:15 - 10.06.2016 07:30","9879","9827"
"10.06.2016 07:30 - 10.06.2016 07:45","10140","9944"
"10.06.2016 07:45 - 10.06.2016 08:00","10263","10126"
"10.06.2016 08:00 - 10.06.2016 08:15","10373","10250"
"10.06.2016 08:15 - 10.06.2016 08:30","10475","10413"
"10.06.2016 08:30 - 10.06.2016 08:45","10605","10568"
"10.06.2016 08:45 - 10.06.2016 09:00","10739","10634"
"10.06.2016 09:00 - 10.06.2016 09:15","10773","10713"
"10.06.2016 09:15 - 10.06.2016 09:30","10823","10680"
"10.06.2016 09:30 - 10.06.2016 09:45","10897","10746"
"10.06.2016 09:45 - 10.06.2016 10:00","10951","10876"
"10.06.2016 10:00 - 10.06.2016 10:15","10927","10917"
"10.06.2016 10:15 - 10.06.2016 10:30","10973","10926"
"10.06.2016 10:30 - 10.06.2016 10:45","11019","10943"
"10.06.2016 10:45 - 10.06.2016 11:00","11085","10985"
"10.06.2016 11:00 - 10.06.2016 11:15","11097","10920"
"10.06.2016 11:15 - 10.06.2016 11:30","11145","11040"
"10.06.2016 11:30 - 10.06.2016 11:45","11178","11038"
"10.06.2016 11:45 - 10.06.2016 12:00","11178","11027"
"10.06.2016 12:00 - 10.06.2016 12:15","11031","10830"
"10.06.2016 12:15 - 10.06.2016 12:30","10931","10730"
"10.06.2016 12:30 - 10.06.2016 12:45","10930","10706"
"10.06.2016 12:45 - 10.06.2016 13:00","10918","10662"
"10.06.2016 13:00 - 10.06.2016 13:15","10844","10615"
"10.06.2016 13:15 - 10.06.2016 13:30","10847","10656"
"10.06.2016 13:30 - 10.06.2016 13:45","10846","10571"
"10.06.2016 13:45 - 10.06.2016 14:00","10788","10502"
"10.06.2016 14:00 - 10.06.2016 14:15","10691","10438"
"10.06.2016 14:15 - 10.06.2016 14:30","10683","10424"
"10.06.2016 14:30 - 10.06.2016 14:45","10670","10371"
"10.06.2016 14:45 - 10.06.2016 15:00","10614","10378"
"10.06.2016 15:00 - 10.06.2016 15:15","10524","10388"
"10.06.2016 15:15 - 10.06.2016 15:30","10508","10396"
"10.06.2016 15:30 - 10.06.2016 15:45","10461","10371"
"10.06.2016 15:45 - 10.06.2016 16:00","10411","10342"
"10.06.2016 16:00 - 10.06.2016 16:15","10367","10347"
"10.06.2016 16:15 - 10.06.2016 16:30","10329","10340"
"10.06.2016 16:30 - 10.06.2016 16:45","10317","10355"
"10.06.2016 16:45 - 10.06.2016 17:00","10302","10390"
"10.06.2016 17:00 - 10.06.2016 17:15","10313","10358"
"10.06.2016 17:15 - 10.06.2016 17:30","10310","10391"
"10.06.2016 17:30 - 10.06.2016 17:45","10336","10453"
"10.06.2016 17:45 - 10.06.2016 18:00","10387","10432"
"10.06.2016 18:00 - 10.06.2016 18:15","10240","10182"
"10.06.2016 18:15 - 10.06.2016 18:30","10215","10144"
"10.06.2016 18:30 - 10.06.2016 18:45","10165","10086"
"10.06.2016 18:45 - 10.06.2016 19:00","10129","10002"
"10.06.2016 19:00 - 10.06.2016 19:15","9978","9951"
"10.06.2016 19:15 - 10.06.2016 19:30","9894","9886"
"10.06.2016 19:30 - 10.06.2016 19:45","9798","9810"
"10.06.2016 19:45 - 10.06.2016 20:00","9719","9697"
"10.06.2016 20:00 - 10.06.2016 20:15","9667","9628"
"10.06.2016 20:15 - 10.06.2016 20:30","9527","9544"
"10.06.2016 20:30 - 10.06.2016 20:45","9407","9531"
"10.06.2016 20:45 - 10.06.2016 21:00","9372","9438"
"10.06.2016 21:00 - 10.06.2016 21:15","9287","9454"
"10.06.2016 21:15 - 10.06.2016 21:30","9226","9434"
"10.06.2016 21:30 - 10.06.2016 21:45","9187","9437"
"10.06.2016 21:45 - 10.06.2016 22:00","9182","9401"
"10.06.2016 22:00 - 10.06.2016 22:15","9421","9604"
"10.06.2016 22:15 - 10.06.2016 22:30","9565","9635"
"10.06.2016 22:30 - 10.06.2016 22:45","9528","9640"
"10.06.2016 22:45 - 10.06.2016 23:00","9441","9571"
"10.06.2016 23:00 - 10.06.2016 23:15","9411","9453"
"10.06.2016 23:15 - 10.06.2016 23:30","9277","9253"
"10.06.2016 23:30 - 10.06.2016 23:45","9068","8995"
"10.06.2016 23:45 - 11.06.2016 00:00","8924","8990"
"11.06.2016 00:00 - 11.06.2016 00:15","8683","8798"
"11.06.2016 00:15 - 11.06.2016 00:30","8542","8622"
"11.06.2016 00:30 - 11.06.2016 00:45","8389","8455"
"11.06.2016 00:45 - 11.06.2016 01:00","8290","8415"
"11.06.2016 01:00 - 11.06.2016 01:15","8150","8359"
"11.06.2016 01:15 - 11.06.2016 01:30","8032","8233"
"11.06.2016 01:30 - 11.06.2016 01:45","7966","8057"
"11.06.2016 01:45 - 11.06.2016 02:00","7852","7948"
"11.06.2016 02:00 - 11.06.2016 02:15","7779","7854"
"11.06.2016 02:15 - 11.06.2016 02:30","7721","7785"
"11.06.2016 02:30 - 11.06.2016 02:45","7645","7688"
"11.06.2016 02:45 - 11.06.2016 03:00","7582","7780"
"11.06.2016 03:00 - 11.06.2016 03:15","7559","7782"
"11.06.2016 03:15 - 11.06.2016 03:30","7550","7689"
"11.06.2016 03:30 - 11.06.2016 03:45","7520","7698"
"11.06.2016 03:45 - 11.06.2016 04:00","7502","7710"
"11.06.2016 04:00 - 11.06.2016 04:15","7471","7670"
"11.06.2016 04:15 - 11.06.2016 04:30","7393","7589"
"11.06.2016 04:30 - 11.06.2016 04:45","7362","7710"
"11.06.2016 04:45 - 11.06.2016 05:00","7382","7674"
"11.06.2016 05:00 - 11.06.2016 05:15","7315","7635"
"11.06.2016 05:15 - 11.06.2016 05:30","7268","7391"
"11.06.2016 05:30 - 11.06.2016 05:45","7214","7233"
"11.06.2016 05:45 - 11.06.2016 06:00","7144","7370"
"11.06.2016 06:00 - 11.06.2016 06:15","7301","7515"
"11.06.2016 06:15 - 11.06.2016 06:30","7367","7643"
"11.06.2016 06:30 - 11.06.2016 06:45","7503","7792"
"11.06.2016 06:45 - 11.06.2016 07:00","7601","7787"
"11.06.2016 07:00 - 11.06.2016 07:15","7655","7882"
"11.06.2016 07:15 - 11.06.2016 07:30","7825","8008"
"11.06.2016 07:30 - 11.06.2016 07:45","7970","8253"
"11.06.2016 07:45 - 11.06.2016 08:00","8131","8263"
"11.06.2016 08:00 - 11.06.2016 08:15","8316","8587"
"11.06.2016 08:15 - 11.06.2016 08:30","8496","8724"
"11.06.2016 08:30 - 11.06.2016 08:45","8654","8803"
"11.06.2016 08:45 - 11.06.2016 09:00","8772","9009"
"11.06.2016 09:00 - 11.06.2016 09:15","8931","9180"
"11.06.2016 09:15 - 11.06.2016 09:30","9135","9307"
"11.06.2016 09:30 - 11.06.2016 09:45","9204","9358"
"11.06.2016 09:45 - 11.06.2016 10:00","9290","9450"
"11.06.2016 10:00 - 11.06.2016 10:15","9387","9600"
"11.06.2016 10:15 - 11.06.2016 10:30","9390","9562"
"11.06.2016 10:30 - 11.06.2016 10:45","9417","9504"
"11.06.2016 10:45 - 11.06.2016 11:00","9444","9545"
"11.06.2016 11:00 - 11.06.2016 11:15","9538","9532"
"11.06.2016 11:15 - 11.06.2016 11:30","9553","9640"
"11.06.2016 11:30 - 11.06.2016 11:45","9605","9710"
"11.06.2016 11:45 - 11.06.2016 12:00","9664","9784"
"11.06.2016 12:00 - 11.06.2016 12:15","9636","9756"
"11.06.2016 12:15 - 11.06.2016 12:30","9587","9595"
"11.06.2016 12:30 - 11.06.2016 12:45","9485","9598"
"11.06.2016 12:45 - 11.06.2016 13:00","9450","9547"
"11.06.2016 13:00 - 11.06.2016 13:15","9409","9564"
"11.06.2016 13:15 - 11.06.2016 13:30","9324","9512"
"11.06.2016 13:30 - 11.06.2016 13:45","9177","9395"
"11.06.2016 13:45 - 11.06.2016 14:00","9150","9486"
"11.06.2016 14:00 - 11.06.2016 14:15","9120","9361"
"11.06.2016 14:15 - 11.06.2016 14:30","9058","9387"
"11.06.2016 14:30 - 11.06.2016 14:45","9060","9350"
"11.06.2016 14:45 - 11.06.2016 15:00","8957","9221"
"11.06.2016 15:00 - 11.06.2016 15:15","8936","9193"
"11.06.2016 15:15 - 11.06.2016 15:30","8874","9171"
"11.06.2016 15:30 - 11.06.2016 15:45","8900","9170"
"11.06.2016 15:45 - 11.06.2016 16:00","8853","9157"
"11.06.2016 16:00 - 11.06.2016 16:15","8870","9109"
"11.06.2016 16:15 - 11.06.2016 16:30","8866","9172"
"11.06.2016 16:30 - 11.06.2016 16:45","8870","9240"
"11.06.2016 16:45 - 11.06.2016 17:00","8879","9226"
"11.06.2016 17:00 - 11.06.2016 17:15","8907","9084"
"11.06.2016 17:15 - 11.06.2016 17:30","8976","9243"
"11.06.2016 17:30 - 11.06.2016 17:45","9022","9270"
"11.06.2016 17:45 - 11.06.2016 18:00","9083","9277"
"11.06.2016 18:00 - 11.06.2016 18:15","9003","9218"
"11.06.2016 18:15 - 11.06.2016 18:30","9014","9225"
"11.06.2016 18:30 - 11.06.2016 18:45","9038","9326"
"11.06.2016 18:45 - 11.06.2016 19:00","9001","9281"
"11.06.2016 19:00 - 11.06.2016 19:15","8942","9268"
"11.06.2016 19:15 - 11.06.2016 19:30","8896","9165"
"11.06.2016 19:30 - 11.06.2016 19:45","8851","9092"
"11.06.2016 19:45 - 11.06.2016 20:00","8813","8929"
"11.06.2016 20:00 - 11.06.2016 20:15","8736","8994"
"11.06.2016 20:15 - 11.06.2016 20:30","8662","8990"
"11.06.2016 20:30 - 11.06.2016 20:45","8604","8874"
"11.06.2016 20:45 - 11.06.2016 21:00","8555","8786"
"11.06.2016 21:00 - 11.06.2016 21:15","8475","8740"
"11.06.2016 21:15 - 11.06.2016 21:30","8449","8825"
"11.06.2016 21:30 - 11.06.2016 21:45","8480","8718"
"11.06.2016 21:45 - 11.06.2016 22:00","8564","8797"
"11.06.2016 22:00 - 11.06.2016 22:15","8657","8809"
"11.06.2016 22:15 - 11.06.2016 22:30","8778","8886"
"11.06.2016 22:30 - 11.06.2016 22:45","8699","8859"
"11.06.2016 22:45 - 11.06.2016 23:00","8640","8872"
"11.06.2016 23:00 - 11.06.2016 23:15","8638","8728"
"11.06.2016 23:15 - 11.06.2016 23:30","8551","8604"
"11.06.2016 23:30 - 11.06.2016 23:45","8416","8520"
"11.06.2016 23:45 - 12.06.2016 00:00","8296","8371"
"12.06.2016 00:00 - 12.06.2016 00:15","7994","8186"
"12.06.2016 00:15 - 12.06.2016 00:30","7851","7947"
"12.06.2016 00:30 - 12.06.2016 00:45","7798","8039"
"12.06.2016 00:45 - 12.06.2016 01:00","7677","7912"
"12.06.2016 01:00 - 12.06.2016 01:15","7656","7828"
"12.06.2016 01:15 - 12.06.2016 01:30","7547","7715"
"12.06.2016 01:30 - 12.06.2016 01:45","7449","7583"
"12.06.2016 01:45 - 12.06.2016 02:00","7332","7490"
"12.06.2016 02:00 - 12.06.2016 02:15","7241","7441"
"12.06.2016 02:15 - 12.06.2016 02:30","7148","7412"
"12.06.2016 02:30 - 12.06.2016 02:45","7131","7359"
"12.06.2016 02:45 - 12.06.2016 03:00","7066","7436"
"12.06.2016 03:00 - 12.06.2016 03:15","7048","7253"
"12.06.2016 03:15 - 12.06.2016 03:30","7054","7320"
"12.06.2016 03:30 - 12.06.2016 03:45","7026","7298"
"12.06.2016 03:45 - 12.06.2016 04:00","7055","7275"
"12.06.2016 04:00 - 12.06.2016 04:15","7034","7238"
"12.06.2016 04:15 - 12.06.2016 04:30","7014","7229"
"12.06.2016 04:30 - 12.06.2016 04:45","7027","7210"
"12.06.2016 04:45 - 12.06.2016 05:00","7058","7140"
"12.06.2016 05:00 - 12.06.2016 05:15","7001","7136"
"12.06.2016 05:15 - 12.06.2016 05:30","6928","7047"
"12.06.2016 05:30 - 12.06.2016 05:45","6864","7013"
"12.06.2016 05:45 - 12.06.2016 06:00","6814","7005"
"12.06.2016 06:00 - 12.06.2016 06:15","6846","7076"
"12.06.2016 06:15 - 12.06.2016 06:30","6898","7128"
"12.06.2016 06:30 - 12.06.2016 06:45","6936","7204"
"12.06.2016 06:45 - 12.06.2016 07:00","7034","7206"
"12.06.2016 07:00 - 12.06.2016 07:15","7093","7347"
"12.06.2016 07:15 - 12.06.2016 07:30","7212","7418"
"12.06.2016 07:30 - 12.06.2016 07:45","7316","7480"
"12.06.2016 07:45 - 12.06.2016 08:00","7441","7667"
"12.06.2016 08:00 - 12.06.2016 08:15","7575","7877"
"12.06.2016 08:15 - 12.06.2016 08:30","7708","8016"
"12.06.2016 08:30 - 12.06.2016 08:45","7879","8055"
"12.06.2016 08:45 - 12.06.2016 09:00","7960","8206"
"12.06.2016 09:00 - 12.06.2016 09:15","8145","8431"
"12.06.2016 09:15 - 12.06.2016 09:30","8267","8508"
"12.06.2016 09:30 - 12.06.2016 09:45","8321","8580"
"12.06.2016 09:45 - 12.06.2016 10:00","8433","8605"
"12.06.2016 10:00 - 12.06.2016 10:15","8582","8735"
"12.06.2016 10:15 - 12.06.2016 10:30","8658","8834"
"12.06.2016 10:30 - 12.06.2016 10:45","8706","8897"
"12.06.2016 10:45 - 12.06.2016 11:00","8769","8888"
"12.06.2016 11:00 - 12.06.2016 11:15","8856","8943"
"12.06.2016 11:15 - 12.06.2016 11:30","8967","8955"
"12.06.2016 11:30 - 12.06.2016 11:45","9032","9172"
"12.06.2016 11:45 - 12.06.2016 12:00","9131","9175"
"12.06.2016 12:00 - 12.06.2016 12:15","9116","9233"
"12.06.2016 12:15 - 12.06.2016 12:30","9065","9164"
"12.06.2016 12:30 - 12.06.2016 12:45","9043","9071"
"12.06.2016 12:45 - 12.06.2016 13:00","8981","9000"
"12.06.2016 13:00 - 12.06.2016 13:15","8855","8880"
"12.06.2016 13:15 - 12.06.2016 13:30","8745","8895"
"12.06.2016 13:30 - 12.06.2016 13:45","8705","8866"
"12.06.2016 13:45 - 12.06.2016 14:00","8566","8862"
"12.06.2016 14:00 - 12.06.2016 14:15","8508","8641"
"12.06.2016 14:15 - 12.06.2016 14:30","8426","8586"
"12.06.2016 14:30 - 12.06.2016 14:45","8341","8572"
"12.06.2016 14:45 - 12.06.2016 15:00","8320","8448"
"12.06.2016 15:00 - 12.06.2016 15:15","8332","8499"
"12.06.2016 15:15 - 12.06.2016 15:30","8285","8508"
"12.06.2016 15:30 - 12.06.2016 15:45","8265","8387"
"12.06.2016 15:45 - 12.06.2016 16:00","8180","8450"
"12.06.2016 16:00 - 12.06.2016 16:15","8195","8419"
"12.06.2016 16:15 - 12.06.2016 16:30","8213","8462"
"12.06.2016 16:30 - 12.06.2016 16:45","8260","8428"
"12.06.2016 16:45 - 12.06.2016 17:00","8297","8523"
"12.06.2016 17:00 - 12.06.2016 17:15","8287","8726"
"12.06.2016 17:15 - 12.06.2016 17:30","8349","8779"
"12.06.2016 17:30 - 12.06.2016 17:45","8412","8813"
"12.06.2016 17:45 - 12.06.2016 18:00","8476","8852"
"12.06.2016 18:00 - 12.06.2016 18:15","8511","8899"
"12.06.2016 18:15 - 12.06.2016 18:30","8549","8878"
"12.06.2016 18:30 - 12.06.2016 18:45","8607","8937"
"12.06.2016 18:45 - 12.06.2016 19:00","8645","8926"
"12.06.2016 19:00 - 12.06.2016 19:15","8692","8947"
"12.06.2016 19:15 - 12.06.2016 19:30","8630","8980"
"12.06.2016 19:30 - 12.06.2016 19:45","8601","8974"
"12.06.2016 19:45 - 12.06.2016 20:00","8594","8945"
"12.06.2016 20:00 - 12.06.2016 20:15","8658","8930"
"12.06.2016 20:15 - 12.06.2016 20:30","8629","8995"
"12.06.2016 20:30 - 12.06.2016 20:45","8574","8972"
"12.06.2016 20:45 - 12.06.2016 21:00","8546","8852"
"12.06.2016 21:00 - 12.06.2016 21:15","8462","8769"
"12.06.2016 21:15 - 12.06.2016 21:30","8451","8729"
"12.06.2016 21:30 - 12.06.2016 21:45","8497","8806"
"12.06.2016 21:45 - 12.06.2016 22:00","8506","8838"
"12.06.2016 22:00 - 12.06.2016 22:15","8565","8895"
"12.06.2016 22:15 - 12.06.2016 22:30","8630","9007"
"12.06.2016 22:30 - 12.06.2016 22:45","8647","8993"
"12.06.2016 22:45 - 12.06.2016 23:00","8538","8899"
"12.06.2016 23:00 - 12.06.2016 23:15","8472","8839"
"12.06.2016 23:15 - 12.06.2016 23:30","8299","8537"
"12.06.2016 23:30 - 12.06.2016 23:45","8146","8331"
"12.06.2016 23:45 - 13.06.2016 00:00","7959","8223"
"13.06.2016 00:00 - 13.06.2016 00:15","7934","8109"
"13.06.2016 00:15 - 13.06.2016 00:30","7783","8029"
"13.06.2016 00:30 - 13.06.2016 00:45","7688","7916"
"13.06.2016 00:45 - 13.06.2016 01:00","7586","7661"
"13.06.2016 01:00 - 13.06.2016 01:15","7498","7775"
"13.06.2016 01:15 - 13.06.2016 01:30","7411","7674"
"13.06.2016 01:30 - 13.06.2016 01:45","7350","7628"
"13.06.2016 01:45 - 13.06.2016 02:00","7256","7494"
"13.06.2016 02:00 - 13.06.2016 02:15","7213","7466"
"13.06.2016 02:15 - 13.06.2016 02:30","7198","7382"
"13.06.2016 02:30 - 13.06.2016 02:45","7198","7314"
"13.06.2016 02:45 - 13.06.2016 03:00","7185","7334"
"13.06.2016 03:00 - 13.06.2016 03:15","7202","7478"
"13.06.2016 03:15 - 13.06.2016 03:30","7189","7467"
"13.06.2016 03:30 - 13.06.2016 03:45","7163","7475"
"13.06.2016 03:45 - 13.06.2016 04:00","7192","7385"
"13.06.2016 04:00 - 13.06.2016 04:15","7197","7403"
"13.06.2016 04:15 - 13.06.2016 04:30","7222","7521"
"13.06.2016 04:30 - 13.06.2016 04:45","7155","7467"
"13.06.2016 04:45 - 13.06.2016 05:00","7327","7666"
"13.06.2016 05:00 - 13.06.2016 05:15","7532","7754"
"13.06.2016 05:15 - 13.06.2016 05:30","7542","7743"
"13.06.2016 05:30 - 13.06.2016 05:45","7564","7878"
"13.06.2016 05:45 - 13.06.2016 06:00","7732","7979"
"13.06.2016 06:00 - 13.06.2016 06:15","8113","8254"
"13.06.2016 06:15 - 13.06.2016 06:30","8415","8584"
"13.06.2016 06:30 - 13.06.2016 06:45","8735","8840"
"13.06.2016 06:45 - 13.06.2016 07:00","8941","9042"
"13.06.2016 07:00 - 13.06.2016 07:15","9178","9357"
"13.06.2016 07:15 - 13.06.2016 07:30","9491","9666"
"13.06.2016 07:30 - 13.06.2016 07:45","9771","9971"
"13.06.2016 07:45 - 13.06.2016 08:00","9933","10017"
"13.06.2016 08:00 - 13.06.2016 08:15","10087","10190"
"13.06.2016 08:15 - 13.06.2016 08:30","10198","10302"
"13.06.2016 08:30 - 13.06.2016 08:45","10332","10448"
"13.06.2016 08:45 - 13.06.2016 09:00","10402","10628"
"13.06.2016 09:00 - 13.06.2016 09:15","10545","10719"
"13.06.2016 09:15 - 13.06.2016 09:30","10610","10817"
"13.06.2016 09:30 - 13.06.2016 09:45","10704","10897"
"13.06.2016 09:45 - 13.06.2016 10:00","10761","10893"
"13.06.2016 10:00 - 13.06.2016 10:15","10672","10777"
"13.06.2016 10:15 - 13.06.2016 10:30","10733","10893"
"13.06.2016 10:30 - 13.06.2016 10:45","10819","10979"
