"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Belgium (BE)","19.02.2016 04:00 - 19.02.2016 05:00 (CET)","358","n/e","n/e","2298","269","0","n/e","n/e","n/e","","1034","42","n/e","n/e","5976","649","n/e","0","231","40","44"
"Belgium (BE)","19.02.2016 05:00 - 19.02.2016 06:00 (CET)","360","n/e","n/e","2665","358","0","n/e","n/e","n/e","","485","42","n/e","n/e","5974","633","n/e","0","231","59","67"
"Belgium (BE)","19.02.2016 06:00 - 19.02.2016 07:00 (CET)","358","n/e","n/e","3535","385","0","n/e","n/e","n/e","94","0","42","n/e","n/e","5972","669","n/e","0","226","35","82"
"Belgium (BE)","19.02.2016 07:00 - 19.02.2016 08:00 (CET)","360","n/e","n/e","3906","420","0","n/e","n/e","n/e","397","","42","n/e","n/e","5970","703","n/e","0","224","28","96"
"Belgium (BE)","19.02.2016 08:00 - 19.02.2016 09:00 (CET)","358","n/e","n/e","4055","445","0","n/e","n/e","n/e","757","","41","n/e","n/e","5973","698","n/e","84","221","41","126"
"Belgium (BE)","19.02.2016 09:00 - 19.02.2016 10:00 (CET)","360","n/e","n/e","4055","412","9","n/e","n/e","n/e","556","","40","n/e","n/e","5972","689","n/e","455","218","123","133"
"Belgium (BE)","19.02.2016 10:00 - 19.02.2016 11:00 (CET)","328","n/e","n/e","3898","436","0","n/e","n/e","n/e","179","7","40","n/e","n/e","5972","680","n/e","1026","224","216","95"
"Belgium (BE)","19.02.2016 11:00 - 19.02.2016 12:00 (CET)","329","n/e","n/e","3570","436","0","n/e","n/e","n/e","","73","42","n/e","n/e","5970","663","n/e","1465","227","216","90"
"Belgium (BE)","19.02.2016 12:00 - 19.02.2016 13:00 (CET)","329","n/e","n/e","3457","421","0","n/e","n/e","n/e","","458","43","n/e","n/e","5966","668","n/e","1606","227","213","109"
"Belgium (BE)","19.02.2016 13:00 - 19.02.2016 14:00 (CET)","341","n/e","n/e","3413","401","0","n/e","n/e","n/e","","290","42","n/e","n/e","5957","667","n/e","1341","226","261","162"
"Belgium (BE)","19.02.2016 14:00 - 19.02.2016 15:00 (CET)","360","n/e","n/e","3306","403","0","n/e","n/e","n/e","","203","42","n/e","n/e","5955","685","n/e","1088","225","316","197"
"Belgium (BE)","19.02.2016 15:00 - 19.02.2016 16:00 (CET)","355","n/e","n/e","3101","403","0","n/e","n/e","n/e","","303","43","n/e","n/e","5964","697","n/e","776","230","407","206"
"Belgium (BE)","19.02.2016 16:00 - 19.02.2016 17:00 (CET)","358","n/e","n/e","2955","405","0","n/e","n/e","n/e","","293","44","n/e","n/e","5964","701","n/e","383","226","413","219"
"Belgium (BE)","19.02.2016 17:00 - 19.02.2016 18:00 (CET)","359","n/e","n/e","3171","430","0","n/e","n/e","n/e","220","","44","n/e","n/e","5967","689","n/e","78","226","548","226"
"Belgium (BE)","19.02.2016 18:00 - 19.02.2016 19:00 (CET)","358","n/e","n/e","3375","435","0","n/e","n/e","n/e","213","","44","n/e","n/e","5966","657","n/e","0","228","568","315"
"Belgium (BE)","19.02.2016 19:00 - 19.02.2016 20:00 (CET)","358","n/e","n/e","3239","434","0","n/e","n/e","n/e","380","","44","n/e","n/e","5964","687","n/e","0","231","587","520"
"Belgium (BE)","19.02.2016 20:00 - 19.02.2016 21:00 (CET)","353","n/e","n/e","2986","367","0","n/e","n/e","n/e","179","","44","n/e","n/e","5966","662","n/e","0","229","607","724"
"Belgium (BE)","19.02.2016 21:00 - 19.02.2016 22:00 (CET)","328","n/e","n/e","2604","279","0","n/e","n/e","n/e","2","0","43","n/e","n/e","5968","644","n/e","0","232","630","761"
"Belgium (BE)","19.02.2016 22:00 - 19.02.2016 23:00 (CET)","292","n/e","n/e","2222","179","0","n/e","n/e","n/e","","1","42","n/e","n/e","5968","626","n/e","0","232","635","839"
"Belgium (BE)","19.02.2016 23:00 - 20.02.2016 00:00 (CET)","277","n/e","n/e","1954","56","0","n/e","n/e","n/e","","1","41","n/e","n/e","5967","650","n/e","0","231","638","873"
"Belgium (BE)","20.02.2016 00:00 - 20.02.2016 01:00 (CET)","276","n/e","n/e","1696","1","0","n/e","n/e","n/e","","138","42","n/e","n/e","5928","578","n/e","0","232","638","902"
"Belgium (BE)","20.02.2016 01:00 - 20.02.2016 02:00 (CET)","279","n/e","n/e","1639","0","0","n/e","n/e","n/e","","311","43","n/e","n/e","5934","574","n/e","0","234","638","915"
"Belgium (BE)","20.02.2016 02:00 - 20.02.2016 03:00 (CET)","266","n/e","n/e","1594","0","0","n/e","n/e","n/e","","732","43","n/e","n/e","5944","557","n/e","0","237","638","970"
"Belgium (BE)","20.02.2016 03:00 - 20.02.2016 04:00 (CET)","203","n/e","n/e","1676","0","0","n/e","n/e","n/e","","973","43","n/e","n/e","5947","543","n/e","0","236","637","965"
"Belgium (BE)","20.02.2016 04:00 - 20.02.2016 05:00 (CET)","191","n/e","n/e","1776","0","0","n/e","n/e","n/e","","1021","42","n/e","n/e","5946","557","n/e","0","235","633","947"
"Belgium (BE)","20.02.2016 05:00 - 20.02.2016 06:00 (CET)","188","n/e","n/e","1669","0","0","n/e","n/e","n/e","","868","43","n/e","n/e","5945","573","n/e","0","236","617","911"
"Belgium (BE)","20.02.2016 06:00 - 20.02.2016 07:00 (CET)","186","n/e","n/e","1636","0","0","n/e","n/e","n/e","","367","43","n/e","n/e","5943","572","n/e","0","233","592","886"
"Belgium (BE)","20.02.2016 07:00 - 20.02.2016 08:00 (CET)","188","n/e","n/e","1624","0","0","n/e","n/e","n/e","","20","43","n/e","n/e","5940","610","n/e","0","237","612","867"
"Belgium (BE)","20.02.2016 08:00 - 20.02.2016 09:00 (CET)","184","n/e","n/e","1692","0","0","n/e","n/e","n/e","1","138","44","n/e","n/e","5928","637","n/e","14","240","628","782"
"Belgium (BE)","20.02.2016 09:00 - 20.02.2016 10:00 (CET)","184","n/e","n/e","1699","0","0","n/e","n/e","n/e","317","","44","n/e","n/e","5910","665","n/e","70","240","622","753"
"Belgium (BE)","20.02.2016 10:00 - 20.02.2016 11:00 (CET)","183","n/e","n/e","1837","0","0","n/e","n/e","n/e","641","","44","n/e","n/e","5931","698","n/e","152","239","617","799"
"Belgium (BE)","20.02.2016 11:00 - 20.02.2016 12:00 (CET)","188","n/e","n/e","1822","0","0","n/e","n/e","n/e","418","","44","n/e","n/e","5931","711","n/e","267","235","606","757"
"Belgium (BE)","20.02.2016 12:00 - 20.02.2016 13:00 (CET)","253","n/e","n/e","1849","0","0","n/e","n/e","n/e","120","","44","n/e","n/e","5928","722","n/e","394","238","622","690"
"Belgium (BE)","20.02.2016 13:00 - 20.02.2016 14:00 (CET)","266","n/e","n/e","1646","0","0","n/e","n/e","n/e","","1","42","n/e","n/e","5928","695","n/e","365","240","623","783"
"Belgium (BE)","20.02.2016 14:00 - 20.02.2016 15:00 (CET)","201","n/e","n/e","1777","0","0","n/e","n/e","n/e","","2","44","n/e","n/e","5928","685","n/e","241","237","633","866"
"Belgium (BE)","20.02.2016 15:00 - 20.02.2016 16:00 (CET)","202","n/e","n/e","1779","0","0","n/e","n/e","n/e","","2","44","n/e","n/e","5928","687","n/e","106","237","637","868"
"Belgium (BE)","20.02.2016 16:00 - 20.02.2016 17:00 (CET)","263","n/e","n/e","1799","0","0","n/e","n/e","n/e","48","0","44","n/e","n/e","5930","691","n/e","35","239","636","881"
"Belgium (BE)","20.02.2016 17:00 - 20.02.2016 18:00 (CET)","271","n/e","n/e","1822","0","0","n/e","n/e","n/e","143","","43","n/e","n/e","5927","683","n/e","7","238","636","926"
"Belgium (BE)","20.02.2016 18:00 - 20.02.2016 19:00 (CET)","274","n/e","n/e","1850","0","0","n/e","n/e","n/e","928","","43","n/e","n/e","5925","668","n/e","0","241","633","985"
"Belgium (BE)","20.02.2016 19:00 - 20.02.2016 20:00 (CET)","273","n/e","n/e","1743","0","0","n/e","n/e","n/e","729","","43","n/e","n/e","5926","655","n/e","0","237","628","1006"
"Belgium (BE)","20.02.2016 20:00 - 20.02.2016 21:00 (CET)","274","n/e","n/e","1612","0","0","n/e","n/e","n/e","54","0","42","n/e","n/e","5924","603","n/e","0","237","632","1021"
"Belgium (BE)","20.02.2016 21:00 - 20.02.2016 22:00 (CET)","274","n/e","n/e","1648","0","0","n/e","n/e","n/e","","1","42","n/e","n/e","5924","574","n/e","0","237","624","1030"
"Belgium (BE)","20.02.2016 22:00 - 20.02.2016 23:00 (CET)","277","n/e","n/e","1674","0","0","n/e","n/e","n/e","","121","42","n/e","n/e","5932","564","n/e","0","238","629","1025"
"Belgium (BE)","20.02.2016 23:00 - 21.02.2016 00:00 (CET)","276","n/e","n/e","1612","0","0","n/e","n/e","n/e","","1","42","n/e","n/e","5939","597","n/e","0","236","629","1008"
"Belgium (BE)","21.02.2016 00:00 - 21.02.2016 01:00 (CET)","276","n/e","n/e","1614","0","0","n/e","n/e","n/e","","1","42","n/e","n/e","5940","528","n/e","0","237","629","1013"
"Belgium (BE)","21.02.2016 01:00 - 21.02.2016 02:00 (CET)","275","n/e","n/e","1655","0","0","n/e","n/e","n/e","88","","41","n/e","n/e","5941","510","n/e","0","237","628","1014"
"Belgium (BE)","21.02.2016 02:00 - 21.02.2016 03:00 (CET)","279","n/e","n/e","1631","0","0","n/e","n/e","n/e","","27","41","n/e","n/e","5945","503","n/e","0","239","629","1007"
"Belgium (BE)","21.02.2016 03:00 - 21.02.2016 04:00 (CET)","281","n/e","n/e","1650","0","0","n/e","n/e","n/e","","644","41","n/e","n/e","5944","502","n/e","0","242","629","1010"
"Belgium (BE)","21.02.2016 04:00 - 21.02.2016 05:00 (CET)","286","n/e","n/e","1738","0","0","n/e","n/e","n/e","","880","40","n/e","n/e","5943","513","n/e","0","240","629","989"
"Belgium (BE)","21.02.2016 05:00 - 21.02.2016 06:00 (CET)","304","n/e","n/e","1751","0","0","n/e","n/e","n/e","","909","37","n/e","n/e","5943","544","n/e","0","239","634","966"
"Belgium (BE)","21.02.2016 06:00 - 21.02.2016 07:00 (CET)","320","n/e","n/e","1712","0","0","n/e","n/e","n/e","","871","36","n/e","n/e","5940","518","n/e","0","236","634","963"
"Belgium (BE)","21.02.2016 07:00 - 21.02.2016 08:00 (CET)","330","n/e","n/e","1672","0","0","n/e","n/e","n/e","","500","35","n/e","n/e","5938","538","n/e","0","231","635","959"
"Belgium (BE)","21.02.2016 08:00 - 21.02.2016 09:00 (CET)","333","n/e","n/e","1673","0","0","n/e","n/e","n/e","","113","34","n/e","n/e","5938","559","n/e","18","232","635","977"
"Belgium (BE)","21.02.2016 09:00 - 21.02.2016 10:00 (CET)","343","n/e","n/e","1727","0","0","n/e","n/e","n/e","","7","32","n/e","n/e","5938","576","n/e","67","238","635","992"
"Belgium (BE)","21.02.2016 10:00 - 21.02.2016 11:00 (CET)","345","n/e","n/e","1698","0","0","n/e","n/e","n/e","57","","31","n/e","n/e","5938","625","n/e","126","237","633","1018"
"Belgium (BE)","21.02.2016 11:00 - 21.02.2016 12:00 (CET)","344","n/e","n/e","1864","0","0","n/e","n/e","n/e","79","","31","n/e","n/e","5935","639","n/e","166","241","635","1029"
"Belgium (BE)","21.02.2016 12:00 - 21.02.2016 13:00 (CET)","344","n/e","n/e","1865","0","0","n/e","n/e","n/e","118","","33","n/e","n/e","5935","669","n/e","211","240","635","1027"
"Belgium (BE)","21.02.2016 13:00 - 21.02.2016 14:00 (CET)","344","n/e","n/e","1781","0","0","n/e","n/e","n/e","89","","35","n/e","n/e","5936","686","n/e","211","237","635","1007"
"Belgium (BE)","21.02.2016 14:00 - 21.02.2016 15:00 (CET)","343","n/e","n/e","1795","0","0","n/e","n/e","n/e","54","","34","n/e","n/e","5937","681","n/e","187","235","635","1017"
"Belgium (BE)","21.02.2016 15:00 - 21.02.2016 16:00 (CET)","342","n/e","n/e","1757","0","0","n/e","n/e","n/e","27","0","35","n/e","n/e","5936","676","n/e","154","239","635","1011"
"Belgium (BE)","21.02.2016 16:00 - 21.02.2016 17:00 (CET)","309","n/e","n/e","1682","0","0","n/e","n/e","n/e","136","","34","n/e","n/e","5938","657","n/e","92","234","634","1018"
"Belgium (BE)","21.02.2016 17:00 - 21.02.2016 18:00 (CET)","266","n/e","n/e","1661","0","0","n/e","n/e","n/e","85","0","33","n/e","n/e","5936","609","n/e","15","234","634","1030"
"Belgium (BE)","21.02.2016 18:00 - 21.02.2016 19:00 (CET)","267","n/e","n/e","1704","0","0","n/e","n/e","n/e","491","","32","n/e","n/e","5937","554","n/e","0","234","635","1035"
"Belgium (BE)","21.02.2016 19:00 - 21.02.2016 20:00 (CET)","266","n/e","n/e","1804","0","0","n/e","n/e","n/e","1032","","32","n/e","n/e","5936","569","n/e","0","234","635","1002"
"Belgium (BE)","21.02.2016 20:00 - 21.02.2016 21:00 (CET)","268","n/e","n/e","1752","0","0","n/e","n/e","n/e","445","","33","n/e","n/e","5935","561","n/e","0","236","634","956"
"Belgium (BE)","21.02.2016 21:00 - 21.02.2016 22:00 (CET)","263","n/e","n/e","1677","0","0","n/e","n/e","n/e","188","","33","n/e","n/e","5938","522","n/e","0","231","635","948"
"Belgium (BE)","21.02.2016 22:00 - 21.02.2016 23:00 (CET)","323","n/e","n/e","1652","0","0","n/e","n/e","n/e","69","","33","n/e","n/e","5940","502","n/e","0","234","635","985"
"Belgium (BE)","21.02.2016 23:00 - 22.02.2016 00:00 (CET)","344","n/e","n/e","1613","0","0","n/e","n/e","n/e","51","0","32","n/e","n/e","5941","555","n/e","0","237","635","1004"
"Belgium (BE)","22.02.2016 00:00 - 22.02.2016 01:00 (CET)","346","n/e","n/e","1556","0","0","n/e","n/e","n/e","","490","32","n/e","n/e","5939","494","n/e","0","232","635","978"
"Belgium (BE)","22.02.2016 01:00 - 22.02.2016 02:00 (CET)","350","n/e","n/e","1635","0","0","n/e","n/e","n/e","","1142","33","n/e","n/e","5940","481","n/e","0","230","635","958"
"Belgium (BE)","22.02.2016 02:00 - 22.02.2016 03:00 (CET)","339","n/e","n/e","1577","0","0","n/e","n/e","n/e","","878","34","n/e","n/e","5939","482","n/e","0","224","631","1001"
"Belgium (BE)","22.02.2016 03:00 - 22.02.2016 04:00 (CET)","257","n/e","n/e","1569","0","0","n/e","n/e","n/e","","940","34","n/e","n/e","5939","472","n/e","0","228","634","961"
"Belgium (BE)","22.02.2016 04:00 - 22.02.2016 05:00 (CET)","236","n/e","n/e","1698","0","0","n/e","n/e","n/e","","925","34","n/e","n/e","5940","456","n/e","0","234","633","932"
"Belgium (BE)","22.02.2016 05:00 - 22.02.2016 06:00 (CET)","267","n/e","n/e","1667","0","0","n/e","n/e","n/e","","528","34","n/e","n/e","5938","452","n/e","0","240","626","950"
"Belgium (BE)","22.02.2016 06:00 - 22.02.2016 07:00 (CET)","343","n/e","n/e","1911","0","0","n/e","n/e","n/e","67","67","33","n/e","n/e","5937","476","n/e","0","241","588","975"
"Belgium (BE)","22.02.2016 07:00 - 22.02.2016 08:00 (CET)","347","n/e","n/e","2038","0","0","n/e","n/e","n/e","484","","33","n/e","n/e","5939","623","n/e","0","235","268","919"
"Belgium (BE)","22.02.2016 08:00 - 22.02.2016 09:00 (CET)","341","n/e","n/e","2094","0","0","n/e","n/e","n/e","250","","32","n/e","n/e","5940","671","n/e","24","238","144","868"
"Belgium (BE)","22.02.2016 09:00 - 22.02.2016 10:00 (CET)","340","n/e","n/e","2074","0","0","n/e","n/e","n/e","272","","33","n/e","n/e","5946","661","n/e","65","236","181","751"
"Belgium (BE)","22.02.2016 10:00 - 22.02.2016 11:00 (CET)","330","n/e","n/e","2071","0","14","n/e","n/e","n/e","302","","33","n/e","n/e","5955","661","n/e","161","235","135","689"
"Belgium (BE)","22.02.2016 11:00 - 22.02.2016 12:00 (CET)","301","n/e","n/e","1998","0","3","n/e","n/e","n/e","5","3","32","n/e","n/e","5954","662","n/e","250","239","125","618"
"Belgium (BE)","22.02.2016 12:00 - 22.02.2016 13:00 (CET)","300","n/e","n/e","1971","0","0","n/e","n/e","n/e","97","","33","n/e","n/e","5952","692","n/e","227","237","122","585"
"Belgium (BE)","22.02.2016 13:00 - 22.02.2016 14:00 (CET)","300","n/e","n/e","1938","0","0","n/e","n/e","n/e","47","0","34","n/e","n/e","5954","677","n/e","215","233","144","570"
"Belgium (BE)","22.02.2016 14:00 - 22.02.2016 15:00 (CET)","301","n/e","n/e","1927","0","0","n/e","n/e","n/e","","1","34","n/e","n/e","5956","673","n/e","194","233","134","576"
"Belgium (BE)","22.02.2016 15:00 - 22.02.2016 16:00 (CET)","303","n/e","n/e","1918","0","0","n/e","n/e","n/e","","33","37","n/e","n/e","5960","667","n/e","138","237","80","605"
"Belgium (BE)","22.02.2016 16:00 - 22.02.2016 17:00 (CET)","304","n/e","n/e","1988","0","0","n/e","n/e","n/e","","100","36","n/e","n/e","5960","664","n/e","65","239","77","488"
"Belgium (BE)","22.02.2016 17:00 - 22.02.2016 18:00 (CET)","305","n/e","n/e","2262","0","0","n/e","n/e","n/e","68","0","36","n/e","n/e","5961","650","n/e","13","240","62","440"
"Belgium (BE)","22.02.2016 18:00 - 22.02.2016 19:00 (CET)","311","n/e","n/e","2568","0","0","n/e","n/e","n/e","891","","35","n/e","n/e","5960","652","n/e","0","242","98","319"
"Belgium (BE)","22.02.2016 19:00 - 22.02.2016 20:00 (CET)","320","n/e","n/e","2569","0","0","n/e","n/e","n/e","644","","35","n/e","n/e","5962","667","n/e","0","232","111","163"
"Belgium (BE)","22.02.2016 20:00 - 22.02.2016 21:00 (CET)","321","n/e","n/e","2434","0","0","n/e","n/e","n/e","61","","34","n/e","n/e","5965","623","n/e","0","238","113","76"
"Belgium (BE)","22.02.2016 21:00 - 22.02.2016 22:00 (CET)","319","n/e","n/e","2251","0","0","n/e","n/e","n/e","5","54","34","n/e","n/e","5967","592","n/e","0","233","45","42"
"Belgium (BE)","22.02.2016 22:00 - 22.02.2016 23:00 (CET)","317","n/e","n/e","2045","0","0","n/e","n/e","n/e","","1","33","n/e","n/e","5968","563","n/e","0","231","76","52"
"Belgium (BE)","22.02.2016 23:00 - 23.02.2016 00:00 (CET)","321","n/e","n/e","1999","0","0","n/e","n/e","n/e","","1","33","n/e","n/e","5967","590","n/e","0","227","96","55"
"Belgium (BE)","23.02.2016 00:00 - 23.02.2016 01:00 (CET)","325","n/e","n/e","1968","0","0","n/e","n/e","n/e","","34","33","n/e","n/e","5931","540","n/e","0","223","105","47"
"Belgium (BE)","23.02.2016 01:00 - 23.02.2016 02:00 (CET)","342","n/e","n/e","1890","0","0","n/e","n/e","n/e","","203","33","n/e","n/e","5744","535","n/e","0","221","89","48"
"Belgium (BE)","23.02.2016 02:00 - 23.02.2016 03:00 (CET)","348","n/e","n/e","1982","0","0","n/e","n/e","n/e","","645","33","n/e","n/e","5432","549","n/e","0","223","66","48"
"Belgium (BE)","23.02.2016 03:00 - 23.02.2016 04:00 (CET)","349","n/e","n/e","2140","0","0","n/e","n/e","n/e","","818","31","n/e","n/e","5085","575","n/e","0","229","73","42"
"Belgium (BE)","23.02.2016 04:00 - 23.02.2016 05:00 (CET)","353","n/e","n/e","2118","0","0","n/e","n/e","n/e","","681","29","n/e","n/e","4995","616","n/e","0","222","61","38"
"Belgium (BE)","23.02.2016 05:00 - 23.02.2016 06:00 (CET)","352","n/e","n/e","2363","0","0","n/e","n/e","n/e","","639","29","n/e","n/e","4995","641","n/e","0","226","82","44"
"Belgium (BE)","23.02.2016 06:00 - 23.02.2016 07:00 (CET)","354","n/e","n/e","2854","0","0","n/e","n/e","n/e","","276","27","n/e","n/e","4992","668","n/e","0","224","72","59"
"Belgium (BE)","23.02.2016 07:00 - 23.02.2016 08:00 (CET)","354","n/e","n/e","3631","0","0","n/e","n/e","n/e","377","","25","n/e","n/e","4988","710","n/e","0","225","87","80"
"Belgium (BE)","23.02.2016 08:00 - 23.02.2016 09:00 (CET)","355","n/e","n/e","3688","0","0","n/e","n/e","n/e","886","","26","n/e","n/e","4988","718","n/e","67","231","117","88"
"Belgium (BE)","23.02.2016 09:00 - 23.02.2016 10:00 (CET)","356","n/e","n/e","3772","0","0","n/e","n/e","n/e","425","","25","n/e","n/e","4993","713","n/e","232","232","134","88"
"Belgium (BE)","23.02.2016 10:00 - 23.02.2016 11:00 (CET)","353","n/e","n/e","3756","0","0","n/e","n/e","n/e","543","","25","n/e","n/e","4986","711","n/e","388","230","124","97"
"Belgium (BE)","23.02.2016 11:00 - 23.02.2016 12:00 (CET)","358","n/e","n/e","3738","0","0","n/e","n/e","n/e","99","0","24","n/e","n/e","4986","707","n/e","518","228","150","125"
"Belgium (BE)","23.02.2016 12:00 - 23.02.2016 13:00 (CET)","358","n/e","n/e","3433","0","0","n/e","n/e","n/e","","79","25","n/e","n/e","4988","704","n/e","777","225","209","172"
"Belgium (BE)","23.02.2016 13:00 - 23.02.2016 14:00 (CET)","362","n/e","n/e","3195","0","0","n/e","n/e","n/e","","35","25","n/e","n/e","4988","700","n/e","850","228","224","211"
"Belgium (BE)","23.02.2016 14:00 - 23.02.2016 15:00 (CET)","353","n/e","n/e","3149","0","0","n/e","n/e","n/e","","75","24","n/e","n/e","4985","710","n/e","654","232","349","242"
"Belgium (BE)","23.02.2016 15:00 - 23.02.2016 16:00 (CET)","349","n/e","n/e","3222","0","0","n/e","n/e","n/e","24","5","24","n/e","n/e","4982","714","n/e","512","231","343","291"
"Belgium (BE)","23.02.2016 16:00 - 23.02.2016 17:00 (CET)","352","n/e","n/e","3512","0","0","n/e","n/e","n/e","15","0","24","n/e","n/e","4987","714","n/e","333","229","361","258"
"Belgium (BE)","23.02.2016 17:00 - 23.02.2016 18:00 (CET)","351","n/e","n/e","3513","0","0","n/e","n/e","n/e","56","0","24","n/e","n/e","4989","713","n/e","94","236","385","176"
"Belgium (BE)","23.02.2016 18:00 - 23.02.2016 19:00 (CET)","353","n/e","n/e","3639","0","0","n/e","n/e","n/e","527","","23","n/e","n/e","4988","684","n/e","1","239","368","140"
"Belgium (BE)","23.02.2016 19:00 - 23.02.2016 20:00 (CET)","351","n/e","n/e","3612","0","0","n/e","n/e","n/e","277","","22","n/e","n/e","4988","691","n/e","0","237","326","131"
"Belgium (BE)","23.02.2016 20:00 - 23.02.2016 21:00 (CET)","355","n/e","n/e","3646","0","0","n/e","n/e","n/e","372","","21","n/e","n/e","4989","706","n/e","0","232","271","123"
"Belgium (BE)","23.02.2016 21:00 - 23.02.2016 22:00 (CET)","351","n/e","n/e","3301","0","0","n/e","n/e","n/e","80","0","22","n/e","n/e","4989","685","n/e","0","233","202","111"
"Belgium (BE)","23.02.2016 22:00 - 23.02.2016 23:00 (CET)","353","n/e","n/e","3178","0","0","n/e","n/e","n/e","113","0","23","n/e","n/e","4990","673","n/e","0","229","168","91"
"Belgium (BE)","23.02.2016 23:00 - 24.02.2016 00:00 (CET)","353","n/e","n/e","2874","4","0","n/e","n/e","n/e","87","","22","n/e","n/e","4989","709","n/e","0","231","161","68"
"Belgium (BE)","24.02.2016 00:00 - 24.02.2016 01:00 (CET)","355","n/e","n/e","2229","6","0","n/e","n/e","n/e","","188","22","n/e","n/e","4990","617","n/e","0","229","96","60"
"Belgium (BE)","24.02.2016 01:00 - 24.02.2016 02:00 (CET)","356","n/e","n/e","1899","8","0","n/e","n/e","n/e","","581","21","n/e","n/e","4990","623","n/e","0","227","40","67"
