"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Belgium (BE)","13.02.2016 12:00 - 13.02.2016 13:00 (CET)","358","n/e","n/e","1986","0","0","n/e","n/e","n/e","96","","33","n/e","n/e","5527","711","n/e","347","261","348","176"
"Belgium (BE)","13.02.2016 13:00 - 13.02.2016 14:00 (CET)","359","n/e","n/e","2031","0","0","n/e","n/e","n/e","15","0","33","n/e","n/e","5527","703","n/e","314","259","299","191"
"Belgium (BE)","13.02.2016 14:00 - 13.02.2016 15:00 (CET)","356","n/e","n/e","1827","0","0","n/e","n/e","n/e","","1","34","n/e","n/e","5526","703","n/e","252","261","363","238"
"Belgium (BE)","13.02.2016 15:00 - 13.02.2016 16:00 (CET)","353","n/e","n/e","1753","0","0","n/e","n/e","n/e","","29","33","n/e","n/e","5527","690","n/e","190","262","497","321"
"Belgium (BE)","13.02.2016 16:00 - 13.02.2016 17:00 (CET)","344","n/e","n/e","1795","0","0","n/e","n/e","n/e","","320","33","n/e","n/e","5527","670","n/e","91","259","550","375"
"Belgium (BE)","13.02.2016 17:00 - 13.02.2016 18:00 (CET)","322","n/e","n/e","1816","0","0","n/e","n/e","n/e","143","35","33","n/e","n/e","5527","648","n/e","12","254","554","351"
"Belgium (BE)","13.02.2016 18:00 - 13.02.2016 19:00 (CET)","354","n/e","n/e","1763","0","0","n/e","n/e","n/e","743","","32","n/e","n/e","5527","642","n/e","0","257","542","332"
"Belgium (BE)","13.02.2016 19:00 - 13.02.2016 20:00 (CET)","356","n/e","n/e","1941","0","0","n/e","n/e","n/e","343","","33","n/e","n/e","5529","616","n/e","0","265","515","268"
"Belgium (BE)","13.02.2016 20:00 - 13.02.2016 21:00 (CET)","356","n/e","n/e","1789","0","0","n/e","n/e","n/e","34","","32","n/e","n/e","5530","597","n/e","0","263","449","202"
"Belgium (BE)","13.02.2016 21:00 - 13.02.2016 22:00 (CET)","301","n/e","n/e","1834","0","0","n/e","n/e","n/e","361","","34","n/e","n/e","5530","603","n/e","0","251","373","163"
"Belgium (BE)","13.02.2016 22:00 - 13.02.2016 23:00 (CET)","272","n/e","n/e","1889","0","0","n/e","n/e","n/e","462","","33","n/e","n/e","5530","614","n/e","0","257","332","115"
"Belgium (BE)","13.02.2016 23:00 - 14.02.2016 00:00 (CET)","305","n/e","n/e","1910","0","0","n/e","n/e","n/e","356","","33","n/e","n/e","5530","662","n/e","0","258","287","82"
"Belgium (BE)","14.02.2016 00:00 - 14.02.2016 01:00 (CET)","354","n/e","n/e","1889","0","0","n/e","n/e","n/e","273","","33","n/e","n/e","5529","612","n/e","0","258","274","66"
"Belgium (BE)","14.02.2016 01:00 - 14.02.2016 02:00 (CET)","353","n/e","n/e","1857","0","0","n/e","n/e","n/e","239","","32","n/e","n/e","5529","572","n/e","0","256","253","55"
"Belgium (BE)","14.02.2016 02:00 - 14.02.2016 03:00 (CET)","295","n/e","n/e","1719","0","0","n/e","n/e","n/e","24","41","31","n/e","n/e","5545","565","n/e","0","257","217","54"
"Belgium (BE)","14.02.2016 03:00 - 14.02.2016 04:00 (CET)","289","n/e","n/e","1708","0","0","n/e","n/e","n/e","","813","33","n/e","n/e","5660","558","n/e","0","251","225","62"
"Belgium (BE)","14.02.2016 04:00 - 14.02.2016 05:00 (CET)","317","n/e","n/e","1604","0","0","n/e","n/e","n/e","","1159","33","n/e","n/e","5728","552","n/e","0","252","308","61"
"Belgium (BE)","14.02.2016 05:00 - 14.02.2016 06:00 (CET)","269","n/e","n/e","1575","0","0","n/e","n/e","n/e","","1153","33","n/e","n/e","5917","555","n/e","0","259","436","73"
"Belgium (BE)","14.02.2016 06:00 - 14.02.2016 07:00 (CET)","246","n/e","n/e","1657","0","0","n/e","n/e","n/e","","1138","32","n/e","n/e","5954","529","n/e","0","248","462","70"
"Belgium (BE)","14.02.2016 07:00 - 14.02.2016 08:00 (CET)","249","n/e","n/e","1719","0","0","n/e","n/e","n/e","","999","31","n/e","n/e","5955","552","n/e","0","249","460","65"
"Belgium (BE)","14.02.2016 08:00 - 14.02.2016 09:00 (CET)","248","n/e","n/e","1823","0","0","n/e","n/e","n/e","","298","31","n/e","n/e","5959","580","n/e","17","256","616","52"
"Belgium (BE)","14.02.2016 09:00 - 14.02.2016 10:00 (CET)","261","n/e","n/e","1785","0","0","n/e","n/e","n/e","7","0","32","n/e","n/e","5962","641","n/e","91","258","582","36"
"Belgium (BE)","14.02.2016 10:00 - 14.02.2016 11:00 (CET)","273","n/e","n/e","1821","0","0","n/e","n/e","n/e","5","0","32","n/e","n/e","5962","644","n/e","182","262","573","28"
"Belgium (BE)","14.02.2016 11:00 - 14.02.2016 12:00 (CET)","306","n/e","n/e","1892","0","0","n/e","n/e","n/e","163","","33","n/e","n/e","5962","656","n/e","303","263","559","42"
"Belgium (BE)","14.02.2016 12:00 - 14.02.2016 13:00 (CET)","352","n/e","n/e","1873","0","0","n/e","n/e","n/e","309","","33","n/e","n/e","5964","681","n/e","295","261","516","52"
"Belgium (BE)","14.02.2016 13:00 - 14.02.2016 14:00 (CET)","350","n/e","n/e","1924","0","0","n/e","n/e","n/e","296","","33","n/e","n/e","5961","660","n/e","248","260","522","58"
"Belgium (BE)","14.02.2016 14:00 - 14.02.2016 15:00 (CET)","354","n/e","n/e","1862","0","0","n/e","n/e","n/e","71","","33","n/e","n/e","5959","644","n/e","211","263","588","87"
"Belgium (BE)","14.02.2016 15:00 - 14.02.2016 16:00 (CET)","350","n/e","n/e","1797","0","0","n/e","n/e","n/e","1","0","33","n/e","n/e","5964","641","n/e","183","262","605","122"
"Belgium (BE)","14.02.2016 16:00 - 14.02.2016 17:00 (CET)","351","n/e","n/e","1769","0","0","n/e","n/e","n/e","","1","33","n/e","n/e","5964","636","n/e","109","261","631","156"
"Belgium (BE)","14.02.2016 17:00 - 14.02.2016 18:00 (CET)","350","n/e","n/e","1939","0","0","n/e","n/e","n/e","184","","34","n/e","n/e","5964","648","n/e","18","258","584","185"
"Belgium (BE)","14.02.2016 18:00 - 14.02.2016 19:00 (CET)","355","n/e","n/e","2090","0","0","n/e","n/e","n/e","673","","33","n/e","n/e","5961","636","n/e","0","258","631","208"
"Belgium (BE)","14.02.2016 19:00 - 14.02.2016 20:00 (CET)","359","n/e","n/e","2124","0","0","n/e","n/e","n/e","938","","33","n/e","n/e","5962","612","n/e","0","254","623","216"
"Belgium (BE)","14.02.2016 20:00 - 14.02.2016 21:00 (CET)","358","n/e","n/e","2132","0","0","n/e","n/e","n/e","361","","33","n/e","n/e","5961","604","n/e","0","254","596","253"
"Belgium (BE)","14.02.2016 21:00 - 14.02.2016 22:00 (CET)","362","n/e","n/e","2068","0","0","n/e","n/e","n/e","185","","33","n/e","n/e","5961","633","n/e","0","257","627","260"
"Belgium (BE)","14.02.2016 22:00 - 14.02.2016 23:00 (CET)","365","n/e","n/e","1904","0","0","n/e","n/e","n/e","67","0","33","n/e","n/e","5961","627","n/e","0","259","636","260"
"Belgium (BE)","14.02.2016 23:00 - 15.02.2016 00:00 (CET)","360","n/e","n/e","1822","0","0","n/e","n/e","n/e","52","13","33","n/e","n/e","5962","619","n/e","0","262","640","285"
"Belgium (BE)","15.02.2016 00:00 - 15.02.2016 01:00 (CET)","357","n/e","n/e","1745","0","0","n/e","n/e","n/e","","45","34","n/e","n/e","5962","613","n/e","0","259","645","333"
"Belgium (BE)","15.02.2016 01:00 - 15.02.2016 02:00 (CET)","360","n/e","n/e","1712","0","0","n/e","n/e","n/e","","861","34","n/e","n/e","5961","612","n/e","0","250","637","371"
"Belgium (BE)","15.02.2016 02:00 - 15.02.2016 03:00 (CET)","361","n/e","n/e","1734","0","0","n/e","n/e","n/e","","1008","34","n/e","n/e","5960","594","n/e","0","249","639","416"
"Belgium (BE)","15.02.2016 03:00 - 15.02.2016 04:00 (CET)","312","n/e","n/e","1772","0","0","n/e","n/e","n/e","","969","34","n/e","n/e","5962","592","n/e","0","251","639","453"
"Belgium (BE)","15.02.2016 04:00 - 15.02.2016 05:00 (CET)","317","n/e","n/e","1860","0","0","n/e","n/e","n/e","","1039","34","n/e","n/e","5961","593","n/e","0","255","638","510"
"Belgium (BE)","15.02.2016 05:00 - 15.02.2016 06:00 (CET)","356","n/e","n/e","1888","0","0","n/e","n/e","n/e","","260","34","n/e","n/e","5962","590","n/e","0","258","627","572"
"Belgium (BE)","15.02.2016 06:00 - 15.02.2016 07:00 (CET)","349","n/e","n/e","2236","0","0","n/e","n/e","n/e","116","33","34","n/e","n/e","5963","621","n/e","0","257","637","529"
"Belgium (BE)","15.02.2016 07:00 - 15.02.2016 08:00 (CET)","339","n/e","n/e","2428","0","0","n/e","n/e","n/e","639","","34","n/e","n/e","5962","693","n/e","0","253","632","548"
"Belgium (BE)","15.02.2016 08:00 - 15.02.2016 09:00 (CET)","332","n/e","n/e","2553","0","0","n/e","n/e","n/e","585","","35","n/e","n/e","5961","699","n/e","60","245","598","448"
"Belgium (BE)","15.02.2016 09:00 - 15.02.2016 10:00 (CET)","322","n/e","n/e","2635","0","0","n/e","n/e","n/e","350","","36","n/e","n/e","5958","691","n/e","372","255","543","469"
"Belgium (BE)","15.02.2016 10:00 - 15.02.2016 11:00 (CET)","324","n/e","n/e","2669","0","0","n/e","n/e","n/e","129","","35","n/e","n/e","5957","668","n/e","801","260","441","500"
"Belgium (BE)","15.02.2016 11:00 - 15.02.2016 12:00 (CET)","325","n/e","n/e","2531","0","0","n/e","n/e","n/e","","65","35","n/e","n/e","5952","664","n/e","1151","257","446","563"
"Belgium (BE)","15.02.2016 12:00 - 15.02.2016 13:00 (CET)","324","n/e","n/e","2659","0","0","n/e","n/e","n/e","","91","36","n/e","n/e","5948","659","n/e","1244","255","430","504"
"Belgium (BE)","15.02.2016 13:00 - 15.02.2016 14:00 (CET)","324","n/e","n/e","2694","0","0","n/e","n/e","n/e","","188","36","n/e","n/e","5948","662","n/e","1237","261","490","473"
"Belgium (BE)","15.02.2016 14:00 - 15.02.2016 15:00 (CET)","324","n/e","n/e","2872","0","0","n/e","n/e","n/e","","408","36","n/e","n/e","5946","660","n/e","994","258","498","444"
"Belgium (BE)","15.02.2016 15:00 - 15.02.2016 16:00 (CET)","300","n/e","n/e","2767","0","0","n/e","n/e","n/e","","320","37","n/e","n/e","5944","675","n/e","635","257","466","420"
"Belgium (BE)","15.02.2016 16:00 - 15.02.2016 17:00 (CET)","291","n/e","n/e","2935","0","0","n/e","n/e","n/e","","81","37","n/e","n/e","5947","682","n/e","275","257","382","376"
"Belgium (BE)","15.02.2016 17:00 - 15.02.2016 18:00 (CET)","310","n/e","n/e","3569","0","0","n/e","n/e","n/e","109","0","36","n/e","n/e","5945","679","n/e","53","260","330","324"
"Belgium (BE)","15.02.2016 18:00 - 15.02.2016 19:00 (CET)","325","n/e","n/e","3807","0","0","n/e","n/e","n/e","579","","36","n/e","n/e","5947","646","n/e","0","259","297","314"
"Belgium (BE)","15.02.2016 19:00 - 15.02.2016 20:00 (CET)","336","n/e","n/e","3845","0","0","n/e","n/e","n/e","1031","","37","n/e","n/e","5950","664","n/e","0","261","156","269"
"Belgium (BE)","15.02.2016 20:00 - 15.02.2016 21:00 (CET)","325","n/e","n/e","3750","0","0","n/e","n/e","n/e","506","","37","n/e","n/e","5949","655","n/e","0","260","149","253"
"Belgium (BE)","15.02.2016 21:00 - 15.02.2016 22:00 (CET)","319","n/e","n/e","3305","0","0","n/e","n/e","n/e","35","","38","n/e","n/e","5950","652","n/e","0","264","148","220"
"Belgium (BE)","15.02.2016 22:00 - 15.02.2016 23:00 (CET)","318","n/e","n/e","2894","0","0","n/e","n/e","n/e","93","","38","n/e","n/e","5952","657","n/e","0","264","106","201"
"Belgium (BE)","15.02.2016 23:00 - 16.02.2016 00:00 (CET)","319","n/e","n/e","2656","0","0","n/e","n/e","n/e","32","1","37","n/e","n/e","5953","675","n/e","0","262","89","144"
"Belgium (BE)","16.02.2016 00:00 - 16.02.2016 01:00 (CET)","328","n/e","n/e","2433","0","0","n/e","n/e","n/e","9","8","36","n/e","n/e","5954","618","n/e","0","258","115","115"
"Belgium (BE)","16.02.2016 01:00 - 16.02.2016 02:00 (CET)","327","n/e","n/e","2290","0","0","n/e","n/e","n/e","","806","36","n/e","n/e","5954","597","n/e","0","257","30","106"
"Belgium (BE)","16.02.2016 02:00 - 16.02.2016 03:00 (CET)","332","n/e","n/e","2273","0","0","n/e","n/e","n/e","","1092","36","n/e","n/e","5956","605","n/e","0","262","45","131"
"Belgium (BE)","16.02.2016 03:00 - 16.02.2016 04:00 (CET)","324","n/e","n/e","2154","0","0","n/e","n/e","n/e","","1092","35","n/e","n/e","5956","606","n/e","0","260","42","92"
"Belgium (BE)","16.02.2016 04:00 - 16.02.2016 05:00 (CET)","256","n/e","n/e","2172","1","0","n/e","n/e","n/e","","994","35","n/e","n/e","5957","602","n/e","0","256","34","92"
"Belgium (BE)","16.02.2016 05:00 - 16.02.2016 06:00 (CET)","265","n/e","n/e","2343","3","0","n/e","n/e","n/e","","650","35","n/e","n/e","5956","612","n/e","0","259","12","81"
"Belgium (BE)","16.02.2016 06:00 - 16.02.2016 07:00 (CET)","325","n/e","n/e","3084","6","0","n/e","n/e","n/e","","18","34","n/e","n/e","5960","623","n/e","0","260","","66"
"Belgium (BE)","16.02.2016 07:00 - 16.02.2016 08:00 (CET)","333","n/e","n/e","3916","24","0","n/e","n/e","n/e","806","","34","n/e","n/e","5963","699","n/e","0","262","","55"
"Belgium (BE)","16.02.2016 08:00 - 16.02.2016 09:00 (CET)","332","n/e","n/e","4064","52","0","n/e","n/e","n/e","877","","35","n/e","n/e","5964","706","n/e","128","258","3","43"
"Belgium (BE)","16.02.2016 09:00 - 16.02.2016 10:00 (CET)","336","n/e","n/e","4010","72","1","n/e","n/e","n/e","598","","38","n/e","n/e","5964","697","n/e","596","256","13","34"
"Belgium (BE)","16.02.2016 10:00 - 16.02.2016 11:00 (CET)","343","n/e","n/e","3911","86","23","n/e","n/e","n/e","26","13","39","n/e","n/e","5962","690","n/e","1171","257","31","26"
"Belgium (BE)","16.02.2016 11:00 - 16.02.2016 12:00 (CET)","345","n/e","n/e","4137","100","0","n/e","n/e","n/e","","444","39","n/e","n/e","5960","690","n/e","1539","254","30","31"
"Belgium (BE)","16.02.2016 12:00 - 16.02.2016 13:00 (CET)","344","n/e","n/e","4048","117","0","n/e","n/e","n/e","","488","39","n/e","n/e","5961","685","n/e","1699","255","11","29"
"Belgium (BE)","16.02.2016 13:00 - 16.02.2016 14:00 (CET)","344","n/e","n/e","4005","131","0","n/e","n/e","n/e","","434","39","n/e","n/e","5962","677","n/e","1662","247","5","33"
"Belgium (BE)","16.02.2016 14:00 - 16.02.2016 15:00 (CET)","343","n/e","n/e","3611","179","0","n/e","n/e","n/e","","107","39","n/e","n/e","5966","667","n/e","1443","261","","39"
"Belgium (BE)","16.02.2016 15:00 - 16.02.2016 16:00 (CET)","344","n/e","n/e","3523","199","0","n/e","n/e","n/e","34","","39","n/e","n/e","5967","671","n/e","1025","262","2","39"
"Belgium (BE)","16.02.2016 16:00 - 16.02.2016 17:00 (CET)","340","n/e","n/e","3601","179","0","n/e","n/e","n/e","34","","39","n/e","n/e","5972","672","n/e","497","264","9","27"
"Belgium (BE)","16.02.2016 17:00 - 16.02.2016 18:00 (CET)","339","n/e","n/e","3977","219","0","n/e","n/e","n/e","164","","39","n/e","n/e","5971","684","n/e","81","262","32","60"
"Belgium (BE)","16.02.2016 18:00 - 16.02.2016 19:00 (CET)","342","n/e","n/e","4254","220","0","n/e","n/e","n/e","892","","40","n/e","n/e","5970","678","n/e","0","263","68","106"
"Belgium (BE)","16.02.2016 19:00 - 16.02.2016 20:00 (CET)","338","n/e","n/e","4033","219","0","n/e","n/e","n/e","927","","40","n/e","n/e","5967","676","n/e","0","264","120","134"
"Belgium (BE)","16.02.2016 20:00 - 16.02.2016 21:00 (CET)","346","n/e","n/e","3518","216","0","n/e","n/e","n/e","580","","40","n/e","n/e","5967","676","n/e","0","263","118","161"
"Belgium (BE)","16.02.2016 21:00 - 16.02.2016 22:00 (CET)","345","n/e","n/e","2877","179","0","n/e","n/e","n/e","35","0","40","n/e","n/e","5970","669","n/e","0","257","101","160"
"Belgium (BE)","16.02.2016 22:00 - 16.02.2016 23:00 (CET)","347","n/e","n/e","2535","121","0","n/e","n/e","n/e","81","0","39","n/e","n/e","5972","657","n/e","0","249","157","116"
"Belgium (BE)","16.02.2016 23:00 - 17.02.2016 00:00 (CET)","355","n/e","n/e","2161","80","0","n/e","n/e","n/e","59","1","38","n/e","n/e","5973","667","n/e","0","251","215","85"
"Belgium (BE)","17.02.2016 00:00 - 17.02.2016 01:00 (CET)","358","n/e","n/e","2160","82","0","n/e","n/e","n/e","","159","39","n/e","n/e","5973","648","n/e","0","256","177","82"
"Belgium (BE)","17.02.2016 01:00 - 17.02.2016 02:00 (CET)","312","n/e","n/e","2001","122","0","n/e","n/e","n/e","","652","39","n/e","n/e","5975","665","n/e","0","260","116","135"
"Belgium (BE)","17.02.2016 02:00 - 17.02.2016 03:00 (CET)","232","n/e","n/e","2126","152","0","n/e","n/e","n/e","","1116","37","n/e","n/e","5977","654","n/e","0","265","114","169"
"Belgium (BE)","17.02.2016 03:00 - 17.02.2016 04:00 (CET)","201","n/e","n/e","2035","175","0","n/e","n/e","n/e","","1068","39","n/e","n/e","5977","640","n/e","0","262","92","161"
"Belgium (BE)","17.02.2016 04:00 - 17.02.2016 05:00 (CET)","202","n/e","n/e","1938","182","0","n/e","n/e","n/e","","1074","39","n/e","n/e","5976","639","n/e","0","262","83","187"
"Belgium (BE)","17.02.2016 05:00 - 17.02.2016 06:00 (CET)","219","n/e","n/e","2205","194","0","n/e","n/e","n/e","","1104","38","n/e","n/e","5976","581","n/e","0","261","102","152"
"Belgium (BE)","17.02.2016 06:00 - 17.02.2016 07:00 (CET)","326","n/e","n/e","2957","241","0","n/e","n/e","n/e","5","11","38","n/e","n/e","5973","631","n/e","0","256","109","117"
"Belgium (BE)","17.02.2016 07:00 - 17.02.2016 08:00 (CET)","354","n/e","n/e","4073","262","0","n/e","n/e","n/e","399","","37","n/e","n/e","5971","716","n/e","0","254","156","101"
"Belgium (BE)","17.02.2016 08:00 - 17.02.2016 09:00 (CET)","354","n/e","n/e","4117","279","0","n/e","n/e","n/e","420","","36","n/e","n/e","5973","727","n/e","128","256","228","87"
"Belgium (BE)","17.02.2016 09:00 - 17.02.2016 10:00 (CET)","355","n/e","n/e","4157","304","0","n/e","n/e","n/e","214","","39","n/e","n/e","5977","726","n/e","594","259","193","69"
"Belgium (BE)","17.02.2016 10:00 - 17.02.2016 11:00 (CET)","355","n/e","n/e","4102","324","0","n/e","n/e","n/e","89","","39","n/e","n/e","5981","722","n/e","1169","261","137","14"
"Belgium (BE)","17.02.2016 11:00 - 17.02.2016 12:00 (CET)","359","n/e","n/e","4051","371","0","n/e","n/e","n/e","7","41","40","n/e","n/e","5976","717","n/e","1518","264","115","10"
"Belgium (BE)","17.02.2016 12:00 - 17.02.2016 13:00 (CET)","354","n/e","n/e","3938","381","0","n/e","n/e","n/e","","117","39","n/e","n/e","5973","712","n/e","1656","261","108","13"
"Belgium (BE)","17.02.2016 13:00 - 17.02.2016 14:00 (CET)","354","n/e","n/e","3893","396","0","n/e","n/e","n/e","","123","39","n/e","n/e","5973","700","n/e","1608","261","97","16"
"Belgium (BE)","17.02.2016 14:00 - 17.02.2016 15:00 (CET)","355","n/e","n/e","3734","411","0","n/e","n/e","n/e","","37","39","n/e","n/e","5971","691","n/e","1365","256","105","11"
"Belgium (BE)","17.02.2016 15:00 - 17.02.2016 16:00 (CET)","356","n/e","n/e","3693","388","0","n/e","n/e","n/e","","1","38","n/e","n/e","5970","699","n/e","936","257","110","12"
"Belgium (BE)","17.02.2016 16:00 - 17.02.2016 17:00 (CET)","355","n/e","n/e","3903","382","0","n/e","n/e","n/e","5","0","38","n/e","n/e","5967","703","n/e","397","252","125","14"
"Belgium (BE)","17.02.2016 17:00 - 17.02.2016 18:00 (CET)","357","n/e","n/e","4003","401","0","n/e","n/e","n/e","48","","39","n/e","n/e","5968","720","n/e","50","252","146","17"
"Belgium (BE)","17.02.2016 18:00 - 17.02.2016 19:00 (CET)","356","n/e","n/e","4210","419","0","n/e","n/e","n/e","615","","39","n/e","n/e","5963","720","n/e","0","252","164","32"
"Belgium (BE)","17.02.2016 19:00 - 17.02.2016 20:00 (CET)","360","n/e","n/e","4222","426","0","n/e","n/e","n/e","716","","40","n/e","n/e","5954","713","n/e","0","253","185","36"
"Belgium (BE)","17.02.2016 20:00 - 17.02.2016 21:00 (CET)","359","n/e","n/e","3975","425","0","n/e","n/e","n/e","442","","40","n/e","n/e","5962","667","n/e","0","254","197","62"
"Belgium (BE)","17.02.2016 21:00 - 17.02.2016 22:00 (CET)","359","n/e","n/e","3642","426","0","n/e","n/e","n/e","317","","40","n/e","n/e","5961","656","n/e","0","251","280","128"
"Belgium (BE)","17.02.2016 22:00 - 17.02.2016 23:00 (CET)","359","n/e","n/e","3516","427","0","n/e","n/e","n/e","244","","40","n/e","n/e","5964","643","n/e","0","250","395","145"
"Belgium (BE)","17.02.2016 23:00 - 18.02.2016 00:00 (CET)","360","n/e","n/e","2956","416","0","n/e","n/e","n/e","374","","40","n/e","n/e","5966","659","n/e","0","254","396","155"
"Belgium (BE)","18.02.2016 00:00 - 18.02.2016 01:00 (CET)","356","n/e","n/e","2156","366","0","n/e","n/e","n/e","0","82","40","n/e","n/e","5967","622","n/e","0","250","432","154"
"Belgium (BE)","18.02.2016 01:00 - 18.02.2016 02:00 (CET)","358","n/e","n/e","1991","277","0","n/e","n/e","n/e","","597","40","n/e","n/e","5969","613","n/e","0","247","473","155"
"Belgium (BE)","18.02.2016 02:00 - 18.02.2016 03:00 (CET)","356","n/e","n/e","2066","236","0","n/e","n/e","n/e","","1079","39","n/e","n/e","5967","612","n/e","0","251","409","164"
"Belgium (BE)","18.02.2016 03:00 - 18.02.2016 04:00 (CET)","356","n/e","n/e","1832","218","0","n/e","n/e","n/e","","1149","39","n/e","n/e","5967","615","n/e","0","255","432","188"
"Belgium (BE)","18.02.2016 04:00 - 18.02.2016 05:00 (CET)","357","n/e","n/e","1864","211","0","n/e","n/e","n/e","","1064","39","n/e","n/e","5967","618","n/e","0","257","415","201"
"Belgium (BE)","18.02.2016 05:00 - 18.02.2016 06:00 (CET)","359","n/e","n/e","1940","329","0","n/e","n/e","n/e","","1052","39","n/e","n/e","5967","618","n/e","0","253","402","250"
"Belgium (BE)","18.02.2016 06:00 - 18.02.2016 07:00 (CET)","359","n/e","n/e","3074","429","0","n/e","n/e","n/e","31","0","39","n/e","n/e","5968","644","n/e","0","248","312","277"
"Belgium (BE)","18.02.2016 07:00 - 18.02.2016 08:00 (CET)","358","n/e","n/e","4064","430","0","n/e","n/e","n/e","212","","39","n/e","n/e","5966","701","n/e","0","251","261","246"
"Belgium (BE)","18.02.2016 08:00 - 18.02.2016 09:00 (CET)","361","n/e","n/e","4147","430","0","n/e","n/e","n/e","573","","40","n/e","n/e","5963","725","n/e","85","253","259","224"
"Belgium (BE)","18.02.2016 09:00 - 18.02.2016 10:00 (CET)","359","n/e","n/e","4082","424","0","n/e","n/e","n/e","378","","41","n/e","n/e","5963","706","n/e","310","253","232","189"
"Belgium (BE)","18.02.2016 10:00 - 18.02.2016 11:00 (CET)","359","n/e","n/e","4100","437","0","n/e","n/e","n/e","191","","40","n/e","n/e","5965","706","n/e","563","241","176","200"
"Belgium (BE)","18.02.2016 11:00 - 18.02.2016 12:00 (CET)","357","n/e","n/e","4048","434","0","n/e","n/e","n/e","17","34","40","n/e","n/e","5968","701","n/e","754","244","158","207"
"Belgium (BE)","18.02.2016 12:00 - 18.02.2016 13:00 (CET)","359","n/e","n/e","4109","423","0","n/e","n/e","n/e","","66","39","n/e","n/e","5965","691","n/e","815","240","121","187"
"Belgium (BE)","18.02.2016 13:00 - 18.02.2016 14:00 (CET)","358","n/e","n/e","4123","423","0","n/e","n/e","n/e","","10","38","n/e","n/e","5966","695","n/e","686","240","88","158"
"Belgium (BE)","18.02.2016 14:00 - 18.02.2016 15:00 (CET)","360","n/e","n/e","4032","434","0","n/e","n/e","n/e","","21","36","n/e","n/e","5964","694","n/e","494","246","72","112"
"Belgium (BE)","18.02.2016 15:00 - 18.02.2016 16:00 (CET)","360","n/e","n/e","4106","435","0","n/e","n/e","n/e","","1","38","n/e","n/e","5961","709","n/e","294","241","31","71"
"Belgium (BE)","18.02.2016 16:00 - 18.02.2016 17:00 (CET)","361","n/e","n/e","4249","434","0","n/e","n/e","n/e","90","0","41","n/e","n/e","5968","723","n/e","131","242","2","49"
"Belgium (BE)","18.02.2016 17:00 - 18.02.2016 18:00 (CET)","362","n/e","n/e","4311","375","0","n/e","n/e","n/e","567","","42","n/e","n/e","5973","727","n/e","23","246","0","33"
"Belgium (BE)","18.02.2016 18:00 - 18.02.2016 19:00 (CET)","359","n/e","n/e","4345","379","0","n/e","n/e","n/e","1036","","44","n/e","n/e","5974","715","n/e","0","235","","25"
"Belgium (BE)","18.02.2016 19:00 - 18.02.2016 20:00 (CET)","362","n/e","n/e","4304","379","0","n/e","n/e","n/e","740","","44","n/e","n/e","5972","709","n/e","0","236","20","35"
"Belgium (BE)","18.02.2016 20:00 - 18.02.2016 21:00 (CET)","365","n/e","n/e","4193","410","0","n/e","n/e","n/e","177","","43","n/e","n/e","5971","670","n/e","0","237","60","32"
"Belgium (BE)","18.02.2016 21:00 - 18.02.2016 22:00 (CET)","361","n/e","n/e","4172","435","0","n/e","n/e","n/e","81","","42","n/e","n/e","5971","663","n/e","0","229","61","34"
"Belgium (BE)","18.02.2016 22:00 - 18.02.2016 23:00 (CET)","359","n/e","n/e","3768","436","0","n/e","n/e","n/e","16","0","42","n/e","n/e","5971","657","n/e","0","223","61","29"
"Belgium (BE)","18.02.2016 23:00 - 19.02.2016 00:00 (CET)","358","n/e","n/e","3414","433","0","n/e","n/e","n/e","52","0","41","n/e","n/e","5974","688","n/e","0","227","82","30"
"Belgium (BE)","19.02.2016 00:00 - 19.02.2016 01:00 (CET)","358","n/e","n/e","2774","363","0","n/e","n/e","n/e","37","1","41","n/e","n/e","5976","654","n/e","0","228","77","29"
"Belgium (BE)","19.02.2016 01:00 - 19.02.2016 02:00 (CET)","358","n/e","n/e","2617","271","0","n/e","n/e","n/e","42","30","41","n/e","n/e","5977","659","n/e","0","233","57","31"
"Belgium (BE)","19.02.2016 02:00 - 19.02.2016 03:00 (CET)","361","n/e","n/e","2529","243","0","n/e","n/e","n/e","","454","41","n/e","n/e","5977","672","n/e","0","233","54","33"
"Belgium (BE)","19.02.2016 03:00 - 19.02.2016 04:00 (CET)","360","n/e","n/e","2299","249","0","n/e","n/e","n/e","","781","42","n/e","n/e","5977","677","n/e","0","231","34","35"
