"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Belgium (BE)","07.03.2015 17:00 - 07.03.2015 18:00 (CET)","344","n/e","n/e","1595","211","0","n/e","n/e","n/e","129","","40","n/e","n/e","3385","641","n/e","284","259","591","238"
"Belgium (BE)","07.03.2015 18:00 - 07.03.2015 19:00 (CET)","340","n/e","n/e","1698","211","0","n/e","n/e","n/e","403","","40","n/e","n/e","3385","663","n/e","32","261","584","332"
"Belgium (BE)","07.03.2015 19:00 - 07.03.2015 20:00 (CET)","333","n/e","n/e","1810","212","0","n/e","n/e","n/e","684","","40","n/e","n/e","3385","696","n/e","0","259","580","424"
"Belgium (BE)","07.03.2015 20:00 - 07.03.2015 21:00 (CET)","336","n/e","n/e","1745","211","0","n/e","n/e","n/e","539","","41","n/e","n/e","3386","683","n/e","0","256","592","521"
"Belgium (BE)","07.03.2015 21:00 - 07.03.2015 22:00 (CET)","337","n/e","n/e","1655","210","0","n/e","n/e","n/e","108","","41","n/e","n/e","3388","594","n/e","0","259","564","583"
"Belgium (BE)","07.03.2015 22:00 - 07.03.2015 23:00 (CET)","336","n/e","n/e","1677","211","0","n/e","n/e","n/e","55","0","40","n/e","n/e","3389","604","n/e","0","258","520","603"
"Belgium (BE)","07.03.2015 23:00 - 08.03.2015 00:00 (CET)","334","n/e","n/e","1692","210","0","n/e","n/e","n/e","83","","40","n/e","n/e","3388","651","n/e","0","259","490","600"
"Belgium (BE)","08.03.2015 00:00 - 08.03.2015 01:00 (CET)","335","n/e","n/e","1705","211","0","n/e","n/e","n/e","","1","40","n/e","n/e","3389","604","n/e","0","258","426","605"
"Belgium (BE)","08.03.2015 01:00 - 08.03.2015 02:00 (CET)","334","n/e","n/e","1798","210","0","n/e","n/e","n/e","","4","40","n/e","n/e","3388","552","n/e","0","252","388","595"
"Belgium (BE)","08.03.2015 02:00 - 08.03.2015 03:00 (CET)","334","n/e","n/e","1758","196","0","n/e","n/e","n/e","","75","40","n/e","n/e","3389","544","n/e","0","254","411","575"
"Belgium (BE)","08.03.2015 03:00 - 08.03.2015 04:00 (CET)","335","n/e","n/e","1794","196","0","n/e","n/e","n/e","","338","40","n/e","n/e","3388","559","n/e","0","245","383","536"
"Belgium (BE)","08.03.2015 04:00 - 08.03.2015 05:00 (CET)","337","n/e","n/e","1751","197","0","n/e","n/e","n/e","","856","40","n/e","n/e","3389","567","n/e","0","247","382","518"
"Belgium (BE)","08.03.2015 05:00 - 08.03.2015 06:00 (CET)","335","n/e","n/e","1727","196","0","n/e","n/e","n/e","","1016","40","n/e","n/e","3390","544","n/e","0","244","408","479"
"Belgium (BE)","08.03.2015 06:00 - 08.03.2015 07:00 (CET)","335","n/e","n/e","1796","196","0","n/e","n/e","n/e","","974","40","n/e","n/e","3391","543","n/e","0","237","407","469"
"Belgium (BE)","08.03.2015 07:00 - 08.03.2015 08:00 (CET)","337","n/e","n/e","1771","206","0","n/e","n/e","n/e","","560","40","n/e","n/e","3386","607","n/e","30","243","389","492"
"Belgium (BE)","08.03.2015 08:00 - 08.03.2015 09:00 (CET)","336","n/e","n/e","1819","204","0","n/e","n/e","n/e","","48","40","n/e","n/e","3374","625","n/e","349","246","396","427"
"Belgium (BE)","08.03.2015 09:00 - 08.03.2015 10:00 (CET)","337","n/e","n/e","1847","201","0","n/e","n/e","n/e","","7","40","n/e","n/e","3379","674","n/e","935","243","310","268"
"Belgium (BE)","08.03.2015 10:00 - 08.03.2015 11:00 (CET)","319","n/e","n/e","1704","203","0","n/e","n/e","n/e","","79","40","n/e","n/e","3383","682","n/e","1443","243","246","120"
"Belgium (BE)","08.03.2015 11:00 - 08.03.2015 12:00 (CET)","280","n/e","n/e","1747","194","0","n/e","n/e","n/e","","140","40","n/e","n/e","3381","600","n/e","1769","245","229","65"
"Belgium (BE)","08.03.2015 12:00 - 08.03.2015 13:00 (CET)","302","n/e","n/e","1650","194","0","n/e","n/e","n/e","","50","40","n/e","n/e","3380","575","n/e","1920","248","261","58"
"Belgium (BE)","08.03.2015 13:00 - 08.03.2015 14:00 (CET)","314","n/e","n/e","1622","193","0","n/e","n/e","n/e","","353","41","n/e","n/e","3381","560","n/e","1909","248","380","67"
"Belgium (BE)","08.03.2015 14:00 - 08.03.2015 15:00 (CET)","280","n/e","n/e","1622","158","0","n/e","n/e","n/e","","927","41","n/e","n/e","3379","537","n/e","1715","245","506","80"
"Belgium (BE)","08.03.2015 15:00 - 08.03.2015 16:00 (CET)","253","n/e","n/e","1629","80","0","n/e","n/e","n/e","","352","40","n/e","n/e","3377","516","n/e","1320","245","478","101"
"Belgium (BE)","08.03.2015 16:00 - 08.03.2015 17:00 (CET)","251","n/e","n/e","1752","80","0","n/e","n/e","n/e","","148","39","n/e","n/e","3378","491","n/e","832","243","342","115"
"Belgium (BE)","08.03.2015 17:00 - 08.03.2015 18:00 (CET)","257","n/e","n/e","1667","167","0","n/e","n/e","n/e","2","19","39","n/e","n/e","3381","583","n/e","361","248","604","155"
"Belgium (BE)","08.03.2015 18:00 - 08.03.2015 19:00 (CET)","302","n/e","n/e","1779","215","0","n/e","n/e","n/e","243","","39","n/e","n/e","3382","614","n/e","50","244","603","181"
"Belgium (BE)","08.03.2015 19:00 - 08.03.2015 20:00 (CET)","334","n/e","n/e","1901","211","0","n/e","n/e","n/e","679","","39","n/e","n/e","3379","664","n/e","0","245","610","226"
"Belgium (BE)","08.03.2015 20:00 - 08.03.2015 21:00 (CET)","334","n/e","n/e","2010","211","0","n/e","n/e","n/e","691","","40","n/e","n/e","3379","614","n/e","0","244","446","249"
"Belgium (BE)","08.03.2015 21:00 - 08.03.2015 22:00 (CET)","335","n/e","n/e","1993","213","0","n/e","n/e","n/e","230","","39","n/e","n/e","3380","575","n/e","0","246","286","187"
"Belgium (BE)","08.03.2015 22:00 - 08.03.2015 23:00 (CET)","334","n/e","n/e","1950","211","0","n/e","n/e","n/e","224","","39","n/e","n/e","3380","565","n/e","0","247","232","148"
"Belgium (BE)","08.03.2015 23:00 - 09.03.2015 00:00 (CET)","330","n/e","n/e","1926","209","0","n/e","n/e","n/e","305","","40","n/e","n/e","3382","615","n/e","0","246","200","139"
"Belgium (BE)","09.03.2015 00:00 - 09.03.2015 01:00 (CET)","306","n/e","n/e","1724","184","0","n/e","n/e","n/e","51","20","40","n/e","n/e","3381","531","n/e","0","239","181","83"
"Belgium (BE)","09.03.2015 01:00 - 09.03.2015 02:00 (CET)","306","n/e","n/e","1786","197","0","n/e","n/e","n/e","","387","40","n/e","n/e","3383","524","n/e","0","227","145","75"
"Belgium (BE)","09.03.2015 02:00 - 09.03.2015 03:00 (CET)","304","n/e","n/e","1743","195","0","n/e","n/e","n/e","","479","40","n/e","n/e","3384","533","n/e","0","229","172","82"
"Belgium (BE)","09.03.2015 03:00 - 09.03.2015 04:00 (CET)","305","n/e","n/e","1738","196","0","n/e","n/e","n/e","","870","40","n/e","n/e","3384","511","n/e","0","231","126","56"
"Belgium (BE)","09.03.2015 04:00 - 09.03.2015 05:00 (CET)","306","n/e","n/e","1821","197","0","n/e","n/e","n/e","","985","39","n/e","n/e","3384","513","n/e","0","232","92","53"
"Belgium (BE)","09.03.2015 05:00 - 09.03.2015 06:00 (CET)","313","n/e","n/e","1897","199","0","n/e","n/e","n/e","","307","39","n/e","n/e","3384","555","n/e","0","232","111","50"
"Belgium (BE)","09.03.2015 06:00 - 09.03.2015 07:00 (CET)","331","n/e","n/e","2118","212","0","n/e","n/e","n/e","215","1","39","n/e","n/e","3384","611","n/e","0","226","54","40"
"Belgium (BE)","09.03.2015 07:00 - 09.03.2015 08:00 (CET)","336","n/e","n/e","2354","210","0","n/e","n/e","n/e","373","","38","n/e","n/e","3383","714","n/e","13","230","26","19"
"Belgium (BE)","09.03.2015 08:00 - 09.03.2015 09:00 (CET)","336","n/e","n/e","2655","213","0","n/e","n/e","n/e","970","","38","n/e","n/e","3382","735","n/e","94","233","15","10"
"Belgium (BE)","09.03.2015 09:00 - 09.03.2015 10:00 (CET)","333","n/e","n/e","2884","213","0","n/e","n/e","n/e","559","","39","n/e","n/e","3373","725","n/e","189","227","5","9"
"Belgium (BE)","09.03.2015 10:00 - 09.03.2015 11:00 (CET)","326","n/e","n/e","2948","212","0","n/e","n/e","n/e","429","","39","n/e","n/e","3363","747","n/e","341","222","22","7"
"Belgium (BE)","09.03.2015 11:00 - 09.03.2015 12:00 (CET)","325","n/e","n/e","2833","211","0","n/e","n/e","n/e","70","0","40","n/e","n/e","3361","738","n/e","595","226","79","6"
"Belgium (BE)","09.03.2015 12:00 - 09.03.2015 13:00 (CET)","324","n/e","n/e","2428","209","0","n/e","n/e","n/e","","31","39","n/e","n/e","3361","696","n/e","852","231","60","7"
"Belgium (BE)","09.03.2015 13:00 - 09.03.2015 14:00 (CET)","322","n/e","n/e","2515","210","0","n/e","n/e","n/e","","12","39","n/e","n/e","3360","648","n/e","867","235","92","13"
"Belgium (BE)","09.03.2015 14:00 - 09.03.2015 15:00 (CET)","329","n/e","n/e","2369","185","0","n/e","n/e","n/e","","34","38","n/e","n/e","3357","648","n/e","841","232","142","20"
"Belgium (BE)","09.03.2015 15:00 - 09.03.2015 16:00 (CET)","331","n/e","n/e","2456","154","0","n/e","n/e","n/e","","36","36","n/e","n/e","3355","621","n/e","728","239","136","30"
"Belgium (BE)","09.03.2015 16:00 - 09.03.2015 17:00 (CET)","328","n/e","n/e","2503","157","0","n/e","n/e","n/e","","1","39","n/e","n/e","3355","635","n/e","428","234","108","28"
"Belgium (BE)","09.03.2015 17:00 - 09.03.2015 18:00 (CET)","328","n/e","n/e","2642","206","0","n/e","n/e","n/e","3","18","40","n/e","n/e","3361","681","n/e","183","236","103","35"
"Belgium (BE)","09.03.2015 18:00 - 09.03.2015 19:00 (CET)","328","n/e","n/e","2915","211","0","n/e","n/e","n/e","289","","40","n/e","n/e","3368","666","n/e","13","249","191","42"
"Belgium (BE)","09.03.2015 19:00 - 09.03.2015 20:00 (CET)","331","n/e","n/e","3070","209","0","n/e","n/e","n/e","516","","40","n/e","n/e","3373","672","n/e","0","252","356","44"
"Belgium (BE)","09.03.2015 20:00 - 09.03.2015 21:00 (CET)","329","n/e","n/e","2662","212","0","n/e","n/e","n/e","2","0","35","n/e","n/e","3375","612","n/e","0","237","462","70"
"Belgium (BE)","09.03.2015 21:00 - 09.03.2015 22:00 (CET)","331","n/e","n/e","2495","214","0","n/e","n/e","n/e","12","0","34","n/e","n/e","3379","572","n/e","0","244","445","95"
"Belgium (BE)","09.03.2015 22:00 - 09.03.2015 23:00 (CET)","332","n/e","n/e","2315","209","0","n/e","n/e","n/e","","163","33","n/e","n/e","3379","562","n/e","0","247","478","126"
"Belgium (BE)","09.03.2015 23:00 - 10.03.2015 00:00 (CET)","331","n/e","n/e","2072","208","0","n/e","n/e","n/e","","149","33","n/e","n/e","3379","551","n/e","0","245","467","171"
"Belgium (BE)","10.03.2015 00:00 - 10.03.2015 01:00 (CET)","332","n/e","n/e","2081","209","0","n/e","n/e","n/e","","7","38","n/e","n/e","3380","528","n/e","0","238","463","189"
"Belgium (BE)","10.03.2015 01:00 - 10.03.2015 02:00 (CET)","331","n/e","n/e","2027","210","0","n/e","n/e","n/e","","57","39","n/e","n/e","3379","488","n/e","0","248","442","197"
"Belgium (BE)","10.03.2015 02:00 - 10.03.2015 03:00 (CET)","330","n/e","n/e","1981","210","0","n/e","n/e","n/e","","306","39","n/e","n/e","3380","470","n/e","0","247","392","198"
"Belgium (BE)","10.03.2015 03:00 - 10.03.2015 04:00 (CET)","330","n/e","n/e","2066","210","0","n/e","n/e","n/e","","973","39","n/e","n/e","3380","485","n/e","0","245","393","178"
"Belgium (BE)","10.03.2015 04:00 - 10.03.2015 05:00 (CET)","331","n/e","n/e","2120","180","0","n/e","n/e","n/e","","1068","40","n/e","n/e","3379","529","n/e","0","249","354","145"
"Belgium (BE)","10.03.2015 05:00 - 10.03.2015 06:00 (CET)","333","n/e","n/e","2154","211","0","n/e","n/e","n/e","","891","43","n/e","n/e","3379","556","n/e","0","249","188","111"
"Belgium (BE)","10.03.2015 06:00 - 10.03.2015 07:00 (CET)","329","n/e","n/e","2356","213","0","n/e","n/e","n/e","","28","43","n/e","n/e","3381","616","n/e","0","248","177","84"
"Belgium (BE)","10.03.2015 07:00 - 10.03.2015 08:00 (CET)","331","n/e","n/e","2756","229","0","n/e","n/e","n/e","","1","41","n/e","n/e","3380","709","n/e","8","248","134","73"
"Belgium (BE)","10.03.2015 08:00 - 10.03.2015 09:00 (CET)","337","n/e","n/e","2770","241","0","n/e","n/e","n/e","478","","38","n/e","n/e","3379","673","n/e","152","254","114","69"
"Belgium (BE)","10.03.2015 09:00 - 10.03.2015 10:00 (CET)","336","n/e","n/e","2809","254","7","n/e","n/e","n/e","402","","36","n/e","n/e","3376","652","n/e","511","252","83","65"
"Belgium (BE)","10.03.2015 10:00 - 10.03.2015 11:00 (CET)","330","n/e","n/e","2552","255","16","n/e","n/e","n/e","37","0","36","n/e","n/e","3376","626","n/e","1052","249","104","60"
"Belgium (BE)","10.03.2015 11:00 - 10.03.2015 12:00 (CET)","315","n/e","n/e","2630","255","16","n/e","n/e","n/e","","1","39","n/e","n/e","3376","602","n/e","1218","253","86","50"
"Belgium (BE)","10.03.2015 12:00 - 10.03.2015 13:00 (CET)","324","n/e","n/e","2387","257","2","n/e","n/e","n/e","","1","39","n/e","n/e","3377","604","n/e","1309","255","67","36"
"Belgium (BE)","10.03.2015 13:00 - 10.03.2015 14:00 (CET)","330","n/e","n/e","2394","208","0","n/e","n/e","n/e","","1","36","n/e","n/e","3376","589","n/e","1526","249","56","34"
"Belgium (BE)","10.03.2015 14:00 - 10.03.2015 15:00 (CET)","331","n/e","n/e","2334","220","0","n/e","n/e","n/e","","1","35","n/e","n/e","3374","571","n/e","1397","235","65","56"
"Belgium (BE)","10.03.2015 15:00 - 10.03.2015 16:00 (CET)","332","n/e","n/e","2528","223","0","n/e","n/e","n/e","","1","39","n/e","n/e","3367","587","n/e","1102","250","50","102"
"Belgium (BE)","10.03.2015 16:00 - 10.03.2015 17:00 (CET)","327","n/e","n/e","2569","225","0","n/e","n/e","n/e","","1","39","n/e","n/e","3363","597","n/e","659","251","33","124"
"Belgium (BE)","10.03.2015 17:00 - 10.03.2015 18:00 (CET)","328","n/e","n/e","2683","225","0","n/e","n/e","n/e","31","0","38","n/e","n/e","3363","639","n/e","253","254","18","138"
"Belgium (BE)","10.03.2015 18:00 - 10.03.2015 19:00 (CET)","328","n/e","n/e","2968","225","0","n/e","n/e","n/e","660","","37","n/e","n/e","3359","694","n/e","20","254","30","144"
"Belgium (BE)","10.03.2015 19:00 - 10.03.2015 20:00 (CET)","328","n/e","n/e","3096","222","0","n/e","n/e","n/e","813","","26","n/e","n/e","3360","713","n/e","0","257","33","203"
"Belgium (BE)","10.03.2015 20:00 - 10.03.2015 21:00 (CET)","332","n/e","n/e","2939","222","0","n/e","n/e","n/e","339","","23","n/e","n/e","3362","709","n/e","0","260","55","197"
"Belgium (BE)","10.03.2015 21:00 - 10.03.2015 22:00 (CET)","331","n/e","n/e","2712","222","0","n/e","n/e","n/e","99","","28","n/e","n/e","3363","652","n/e","0","252","68","182"
"Belgium (BE)","10.03.2015 22:00 - 10.03.2015 23:00 (CET)","320","n/e","n/e","2507","223","0","n/e","n/e","n/e","58","0","32","n/e","n/e","3362","582","n/e","0","251","66","146"
"Belgium (BE)","10.03.2015 23:00 - 11.03.2015 00:00 (CET)","302","n/e","n/e","2442","225","0","n/e","n/e","n/e","","1","36","n/e","n/e","3362","570","n/e","0","238","34","148"
"Belgium (BE)","11.03.2015 00:00 - 11.03.2015 01:00 (CET)","310","n/e","n/e","2026","224","0","n/e","n/e","n/e","","20","37","n/e","n/e","3360","574","n/e","0","228","3","158"
"Belgium (BE)","11.03.2015 01:00 - 11.03.2015 02:00 (CET)","326","n/e","n/e","2009","222","0","n/e","n/e","n/e","","498","36","n/e","n/e","3361","527","n/e","0","246","40","181"
"Belgium (BE)","11.03.2015 02:00 - 11.03.2015 03:00 (CET)","330","n/e","n/e","2097","223","0","n/e","n/e","n/e","","780","35","n/e","n/e","3362","521","n/e","0","246","50","145"
"Belgium (BE)","11.03.2015 03:00 - 11.03.2015 04:00 (CET)","327","n/e","n/e","2051","225","0","n/e","n/e","n/e","","1029","37","n/e","n/e","3362","539","n/e","0","246","30","123"
"Belgium (BE)","11.03.2015 04:00 - 11.03.2015 05:00 (CET)","330","n/e","n/e","2020","209","0","n/e","n/e","n/e","","1015","38","n/e","n/e","3363","569","n/e","0","244","35","141"
"Belgium (BE)","11.03.2015 05:00 - 11.03.2015 06:00 (CET)","329","n/e","n/e","2087","216","0","n/e","n/e","n/e","","286","37","n/e","n/e","3364","580","n/e","0","247","30","149"
"Belgium (BE)","11.03.2015 06:00 - 11.03.2015 07:00 (CET)","330","n/e","n/e","2325","226","0","n/e","n/e","n/e","113","0","36","n/e","n/e","3363","615","n/e","0","248","63","151"
"Belgium (BE)","11.03.2015 07:00 - 11.03.2015 08:00 (CET)","329","n/e","n/e","2540","225","0","n/e","n/e","n/e","144","","34","n/e","n/e","3362","718","n/e","48","252","74","139"
"Belgium (BE)","11.03.2015 08:00 - 11.03.2015 09:00 (CET)","327","n/e","n/e","2637","226","0","n/e","n/e","n/e","621","","32","n/e","n/e","3362","730","n/e","246","260","66","99"
"Belgium (BE)","11.03.2015 09:00 - 11.03.2015 10:00 (CET)","329","n/e","n/e","2617","226","0","n/e","n/e","n/e","167","","33","n/e","n/e","3365","735","n/e","507","255","89","50"
"Belgium (BE)","11.03.2015 10:00 - 11.03.2015 11:00 (CET)","329","n/e","n/e","2594","227","0","n/e","n/e","n/e","231","","35","n/e","n/e","3362","732","n/e","990","256","59","19"
"Belgium (BE)","11.03.2015 11:00 - 11.03.2015 12:00 (CET)","330","n/e","n/e","2510","228","0","n/e","n/e","n/e","7","0","36","n/e","n/e","3360","688","n/e","1606","256","21","16"
"Belgium (BE)","11.03.2015 12:00 - 11.03.2015 13:00 (CET)","330","n/e","n/e","2340","224","0","n/e","n/e","n/e","","1","34","n/e","n/e","3359","649","n/e","1815","250","61","18"
"Belgium (BE)","11.03.2015 13:00 - 11.03.2015 14:00 (CET)","330","n/e","n/e","2212","225","20","n/e","n/e","n/e","","1","33","n/e","n/e","3365","646","n/e","1838","250","87","21"
"Belgium (BE)","11.03.2015 14:00 - 11.03.2015 15:00 (CET)","331","n/e","n/e","2206","221","0","n/e","n/e","n/e","","1","33","n/e","n/e","3366","629","n/e","1703","245","57","14"
"Belgium (BE)","11.03.2015 15:00 - 11.03.2015 16:00 (CET)","330","n/e","n/e","2278","109","0","n/e","n/e","n/e","","96","34","n/e","n/e","3369","609","n/e","1358","246","47","15"
"Belgium (BE)","11.03.2015 16:00 - 11.03.2015 17:00 (CET)","329","n/e","n/e","2295","121","0","n/e","n/e","n/e","","17","34","n/e","n/e","3369","601","n/e","783","253","52","16"
"Belgium (BE)","11.03.2015 17:00 - 11.03.2015 18:00 (CET)","329","n/e","n/e","2445","183","0","n/e","n/e","n/e","65","0","37","n/e","n/e","3369","663","n/e","248","256","55","21"
"Belgium (BE)","11.03.2015 18:00 - 11.03.2015 19:00 (CET)","331","n/e","n/e","2647","198","0","n/e","n/e","n/e","347","","36","n/e","n/e","3372","724","n/e","15","255","50","52"
"Belgium (BE)","11.03.2015 19:00 - 11.03.2015 20:00 (CET)","330","n/e","n/e","2669","211","0","n/e","n/e","n/e","693","","31","n/e","n/e","3373","712","n/e","0","257","52","140"
"Belgium (BE)","11.03.2015 20:00 - 11.03.2015 21:00 (CET)","329","n/e","n/e","2605","222","0","n/e","n/e","n/e","90","0","29","n/e","n/e","3372","624","n/e","0","250","60","223"
"Belgium (BE)","11.03.2015 21:00 - 11.03.2015 22:00 (CET)","328","n/e","n/e","2391","224","0","n/e","n/e","n/e","","1","34","n/e","n/e","3373","580","n/e","0","247","86","210"
"Belgium (BE)","11.03.2015 22:00 - 11.03.2015 23:00 (CET)","327","n/e","n/e","2579","227","0","n/e","n/e","n/e","","2","41","n/e","n/e","3373","586","n/e","0","248","94","205"
"Belgium (BE)","11.03.2015 23:00 - 12.03.2015 00:00 (CET)","324","n/e","n/e","2412","224","0","n/e","n/e","n/e","","49","38","n/e","n/e","3373","600","n/e","0","249","90","214"
"Belgium (BE)","12.03.2015 00:00 - 12.03.2015 01:00 (CET)","326","n/e","n/e","2056","223","0","n/e","n/e","n/e","","193","35","n/e","n/e","3374","524","n/e","0","244","130","254"
"Belgium (BE)","12.03.2015 01:00 - 12.03.2015 02:00 (CET)","326","n/e","n/e","2014","223","0","n/e","n/e","n/e","","437","34","n/e","n/e","3374","498","n/e","0","241","118","272"
"Belgium (BE)","12.03.2015 02:00 - 12.03.2015 03:00 (CET)","327","n/e","n/e","2030","217","0","n/e","n/e","n/e","","839","35","n/e","n/e","3376","500","n/e","0","243","79","238"
"Belgium (BE)","12.03.2015 03:00 - 12.03.2015 04:00 (CET)","327","n/e","n/e","2065","196","0","n/e","n/e","n/e","","1021","36","n/e","n/e","3377","524","n/e","0","245","81","167"
"Belgium (BE)","12.03.2015 04:00 - 12.03.2015 05:00 (CET)","326","n/e","n/e","2099","225","0","n/e","n/e","n/e","","936","36","n/e","n/e","3378","569","n/e","0","249","56","193"
"Belgium (BE)","12.03.2015 05:00 - 12.03.2015 06:00 (CET)","324","n/e","n/e","2071","224","0","n/e","n/e","n/e","","480","36","n/e","n/e","3377","617","n/e","0","248","34","218"
"Belgium (BE)","12.03.2015 06:00 - 12.03.2015 07:00 (CET)","324","n/e","n/e","2210","225","0","n/e","n/e","n/e","53","123","35","n/e","n/e","3375","651","n/e","0","244","40","280"
"Belgium (BE)","12.03.2015 07:00 - 12.03.2015 08:00 (CET)","328","n/e","n/e","2153","224","0","n/e","n/e","n/e","312","","33","n/e","n/e","3375","730","n/e","92","248","25","266"
"Belgium (BE)","12.03.2015 08:00 - 12.03.2015 09:00 (CET)","328","n/e","n/e","2215","225","0","n/e","n/e","n/e","581","","33","n/e","n/e","3365","712","n/e","561","249","47","184"
"Belgium (BE)","12.03.2015 09:00 - 12.03.2015 10:00 (CET)","331","n/e","n/e","2115","222","0","n/e","n/e","n/e","438","","34","n/e","n/e","3201","641","n/e","1180","243","72","101"
"Belgium (BE)","12.03.2015 10:00 - 12.03.2015 11:00 (CET)","332","n/e","n/e","2084","185","0","n/e","n/e","n/e","49","0","34","n/e","n/e","3093","624","n/e","1639","245","103","51"
"Belgium (BE)","12.03.2015 11:00 - 12.03.2015 12:00 (CET)","329","n/e","n/e","2162","195","0","n/e","n/e","n/e","120","0","35","n/e","n/e","3092","631","n/e","2033","238","96","67"
"Belgium (BE)","12.03.2015 12:00 - 12.03.2015 13:00 (CET)","324","n/e","n/e","2119","223","0","n/e","n/e","n/e","195","","36","n/e","n/e","3097","628","n/e","2032","236","44","113"
"Belgium (BE)","12.03.2015 13:00 - 12.03.2015 14:00 (CET)","306","n/e","n/e","2059","222","0","n/e","n/e","n/e","216","","36","n/e","n/e","3124","609","n/e","1952","234","74","165"
"Belgium (BE)","12.03.2015 14:00 - 12.03.2015 15:00 (CET)","275","n/e","n/e","2005","205","0","n/e","n/e","n/e","","35","35","n/e","n/e","3221","597","n/e","1755","228","209","161"
"Belgium (BE)","12.03.2015 15:00 - 12.03.2015 16:00 (CET)","290","n/e","n/e","1906","165","0","n/e","n/e","n/e","","20","35","n/e","n/e","3331","587","n/e","1410","216","332","155"
"Belgium (BE)","12.03.2015 16:00 - 12.03.2015 17:00 (CET)","282","n/e","n/e","1951","156","0","n/e","n/e","n/e","","32","34","n/e","n/e","3363","590","n/e","887","215","426","166"
"Belgium (BE)","12.03.2015 17:00 - 12.03.2015 18:00 (CET)","249","n/e","n/e","2054","157","0","n/e","n/e","n/e","","180","34","n/e","n/e","3363","595","n/e","293","237","519","182"
"Belgium (BE)","12.03.2015 18:00 - 12.03.2015 19:00 (CET)","303","n/e","n/e","2116","163","0","n/e","n/e","n/e","14","102","34","n/e","n/e","3364","573","n/e","16","238","581","250"
"Belgium (BE)","12.03.2015 19:00 - 12.03.2015 20:00 (CET)","333","n/e","n/e","2249","218","0","n/e","n/e","n/e","583","","31","n/e","n/e","3363","681","n/e","0","241","590","325"
"Belgium (BE)","12.03.2015 20:00 - 12.03.2015 21:00 (CET)","335","n/e","n/e","2104","222","0","n/e","n/e","n/e","69","0","30","n/e","n/e","3359","630","n/e","0","234","638","357"
"Belgium (BE)","12.03.2015 21:00 - 12.03.2015 22:00 (CET)","332","n/e","n/e","2025","223","0","n/e","n/e","n/e","","54","29","n/e","n/e","3360","595","n/e","0","233","614","406"
"Belgium (BE)","12.03.2015 22:00 - 12.03.2015 23:00 (CET)","332","n/e","n/e","2043","223","0","n/e","n/e","n/e","","149","31","n/e","n/e","3360","542","n/e","0","236","575","436"
"Belgium (BE)","12.03.2015 23:00 - 13.03.2015 00:00 (CET)","331","n/e","n/e","2034","222","0","n/e","n/e","n/e","","5","36","n/e","n/e","3360","560","n/e","0","230","332","436"
"Belgium (BE)","13.03.2015 00:00 - 13.03.2015 01:00 (CET)","330","n/e","n/e","1887","221","0","n/e","n/e","n/e","","29","37","n/e","n/e","3361","529","n/e","0","232","250","318"
"Belgium (BE)","13.03.2015 01:00 - 13.03.2015 02:00 (CET)","304","n/e","n/e","1824","222","0","n/e","n/e","n/e","","608","35","n/e","n/e","3363","516","n/e","0","233","327","179"
"Belgium (BE)","13.03.2015 02:00 - 13.03.2015 03:00 (CET)","303","n/e","n/e","1834","222","0","n/e","n/e","n/e","","774","34","n/e","n/e","3364","527","n/e","0","234","342","127"
"Belgium (BE)","13.03.2015 03:00 - 13.03.2015 04:00 (CET)","302","n/e","n/e","1864","223","0","n/e","n/e","n/e","","895","34","n/e","n/e","3366","543","n/e","0","233","189","137"
"Belgium (BE)","13.03.2015 04:00 - 13.03.2015 05:00 (CET)","302","n/e","n/e","1883","225","0","n/e","n/e","n/e","","532","35","n/e","n/e","3366","543","n/e","0","231","106","191"
"Belgium (BE)","13.03.2015 05:00 - 13.03.2015 06:00 (CET)","302","n/e","n/e","1886","225","0","n/e","n/e","n/e","","160","35","n/e","n/e","3356","563","n/e","0","231","96","266"
"Belgium (BE)","13.03.2015 06:00 - 13.03.2015 07:00 (CET)","307","n/e","n/e","2094","225","0","n/e","n/e","n/e","26","181","33","n/e","n/e","3355","608","n/e","0","230","65","312"
"Belgium (BE)","13.03.2015 07:00 - 13.03.2015 08:00 (CET)","329","n/e","n/e","2110","226","0","n/e","n/e","n/e","554","","33","n/e","n/e","3356","702","n/e","108","235","63","293"
"Belgium (BE)","13.03.2015 08:00 - 13.03.2015 09:00 (CET)","331","n/e","n/e","2164","224","0","n/e","n/e","n/e","821","","33","n/e","n/e","3357","685","n/e","558","239","50","176"
