"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Belgium (BE)","07.01.2015 01:00 - 07.01.2015 02:00 (CET)","279","n/e","n/e","2399","233","0","n/e","n/e","n/e","66","26","40","n/e","n/e","3900","675","n/e","0","262","194","124"
"Belgium (BE)","07.01.2015 02:00 - 07.01.2015 03:00 (CET)","278","n/e","n/e","2403","231","0","n/e","n/e","n/e","","672","40","n/e","n/e","3899","688","n/e","0","262","170","130"
"Belgium (BE)","07.01.2015 03:00 - 07.01.2015 04:00 (CET)","278","n/e","n/e","2301","231","0","n/e","n/e","n/e","","872","40","n/e","n/e","3901","673","n/e","0","264","80","145"
"Belgium (BE)","07.01.2015 04:00 - 07.01.2015 05:00 (CET)","278","n/e","n/e","2348","228","0","n/e","n/e","n/e","","1004","40","n/e","n/e","3898","694","n/e","0","268","59","131"
"Belgium (BE)","07.01.2015 05:00 - 07.01.2015 06:00 (CET)","277","n/e","n/e","2565","233","0","n/e","n/e","n/e","","969","40","n/e","n/e","3899","689","n/e","0","266","94","116"
"Belgium (BE)","07.01.2015 06:00 - 07.01.2015 07:00 (CET)","279","n/e","n/e","3177","237","0","n/e","n/e","n/e","","426","40","n/e","n/e","3899","693","n/e","0","261","153","105"
"Belgium (BE)","07.01.2015 07:00 - 07.01.2015 08:00 (CET)","276","n/e","n/e","4250","233","0","n/e","n/e","n/e","","6","40","n/e","n/e","3900","746","n/e","0","263","229","116"
"Belgium (BE)","07.01.2015 08:00 - 07.01.2015 09:00 (CET)","279","n/e","n/e","4393","232","0","n/e","n/e","n/e","561","","38","n/e","n/e","3901","784","n/e","0","259","296","171"
"Belgium (BE)","07.01.2015 09:00 - 07.01.2015 10:00 (CET)","281","n/e","n/e","4288","233","0","n/e","n/e","n/e","331","","40","n/e","n/e","3905","777","n/e","87","263","370","261"
"Belgium (BE)","07.01.2015 10:00 - 07.01.2015 11:00 (CET)","282","n/e","n/e","4132","232","0","n/e","n/e","n/e","9","1","41","n/e","n/e","3904","703","n/e","378","270","404","251"
"Belgium (BE)","07.01.2015 11:00 - 07.01.2015 12:00 (CET)","282","n/e","n/e","4197","232","0","n/e","n/e","n/e","","26","40","n/e","n/e","3900","693","n/e","703","270","412","230"
"Belgium (BE)","07.01.2015 12:00 - 07.01.2015 13:00 (CET)","280","n/e","n/e","3872","231","0","n/e","n/e","n/e","","15","40","n/e","n/e","3901","680","n/e","901","270","473","222"
"Belgium (BE)","07.01.2015 13:00 - 07.01.2015 14:00 (CET)","278","n/e","n/e","3922","230","29","n/e","n/e","n/e","","4","41","n/e","n/e","3900","667","n/e","785","273","552","193"
"Belgium (BE)","07.01.2015 14:00 - 07.01.2015 15:00 (CET)","277","n/e","n/e","4047","230","0","n/e","n/e","n/e","","1","41","n/e","n/e","3901","674","n/e","520","271","578","221"
"Belgium (BE)","07.01.2015 15:00 - 07.01.2015 16:00 (CET)","278","n/e","n/e","4161","233","0","n/e","n/e","n/e","","1","42","n/e","n/e","3902","707","n/e","237","274","628","279"
"Belgium (BE)","07.01.2015 16:00 - 07.01.2015 17:00 (CET)","277","n/e","n/e","4104","235","0","n/e","n/e","n/e","12","0","42","n/e","n/e","3902","737","n/e","41","271","640","320"
"Belgium (BE)","07.01.2015 17:00 - 07.01.2015 18:00 (CET)","276","n/e","n/e","4394","233","0","n/e","n/e","n/e","524","","42","n/e","n/e","3904","745","n/e","0","269","651","401"
"Belgium (BE)","07.01.2015 18:00 - 07.01.2015 19:00 (CET)","280","n/e","n/e","4364","234","0","n/e","n/e","n/e","502","","41","n/e","n/e","3902","759","n/e","0","269","661","470"
"Belgium (BE)","07.01.2015 19:00 - 07.01.2015 20:00 (CET)","280","n/e","n/e","4367","232","0","n/e","n/e","n/e","352","","40","n/e","n/e","3903","733","n/e","0","274","663","538"
"Belgium (BE)","07.01.2015 20:00 - 07.01.2015 21:00 (CET)","278","n/e","n/e","4034","232","0","n/e","n/e","n/e","104","","41","n/e","n/e","3902","725","n/e","0","279","667","507"
"Belgium (BE)","07.01.2015 21:00 - 07.01.2015 22:00 (CET)","281","n/e","n/e","3007","230","0","n/e","n/e","n/e","","200","41","n/e","n/e","3902","698","n/e","0","272","665","567"
"Belgium (BE)","07.01.2015 22:00 - 07.01.2015 23:00 (CET)","280","n/e","n/e","2948","235","0","n/e","n/e","n/e","19","9","42","n/e","n/e","3902","670","n/e","0","270","667","622"
"Belgium (BE)","07.01.2015 23:00 - 08.01.2015 00:00 (CET)","277","n/e","n/e","2926","232","0","n/e","n/e","n/e","","10","42","n/e","n/e","3902","668","n/e","0","270","668","714"
"Belgium (BE)","08.01.2015 00:00 - 08.01.2015 01:00 (CET)","273","n/e","n/e","2478","219","0","n/e","n/e","n/e","","13","42","n/e","n/e","3903","623","n/e","0","265","667","756"
"Belgium (BE)","08.01.2015 01:00 - 08.01.2015 02:00 (CET)","270","n/e","n/e","2352","219","0","n/e","n/e","n/e","","116","42","n/e","n/e","3904","607","n/e","0","265","662","750"
"Belgium (BE)","08.01.2015 02:00 - 08.01.2015 03:00 (CET)","269","n/e","n/e","2324","219","0","n/e","n/e","n/e","","690","41","n/e","n/e","3905","596","n/e","0","270","665","794"
"Belgium (BE)","08.01.2015 03:00 - 08.01.2015 04:00 (CET)","269","n/e","n/e","2239","220","0","n/e","n/e","n/e","","918","41","n/e","n/e","3903","572","n/e","0","270","665","792"
"Belgium (BE)","08.01.2015 04:00 - 08.01.2015 05:00 (CET)","270","n/e","n/e","2316","220","0","n/e","n/e","n/e","","1037","41","n/e","n/e","3904","577","n/e","0","271","657","753"
"Belgium (BE)","08.01.2015 05:00 - 08.01.2015 06:00 (CET)","268","n/e","n/e","2357","219","0","n/e","n/e","n/e","","378","41","n/e","n/e","3903","591","n/e","0","272","663","722"
"Belgium (BE)","08.01.2015 06:00 - 08.01.2015 07:00 (CET)","266","n/e","n/e","2698","220","0","n/e","n/e","n/e","","25","42","n/e","n/e","3902","624","n/e","0","270","664","745"
"Belgium (BE)","08.01.2015 07:00 - 08.01.2015 08:00 (CET)","266","n/e","n/e","3379","218","0","n/e","n/e","n/e","94","0","41","n/e","n/e","3900","694","n/e","0","268","653","754"
"Belgium (BE)","08.01.2015 08:00 - 08.01.2015 09:00 (CET)","265","n/e","n/e","3464","220","0","n/e","n/e","n/e","401","","41","n/e","n/e","3900","764","n/e","0","265","634","765"
"Belgium (BE)","08.01.2015 09:00 - 08.01.2015 10:00 (CET)","268","n/e","n/e","3516","218","0","n/e","n/e","n/e","325","","38","n/e","n/e","3902","772","n/e","4","256","631","787"
"Belgium (BE)","08.01.2015 10:00 - 08.01.2015 11:00 (CET)","271","n/e","n/e","3421","219","0","n/e","n/e","n/e","236","","39","n/e","n/e","3903","769","n/e","25","264","626","840"
"Belgium (BE)","08.01.2015 11:00 - 08.01.2015 12:00 (CET)","270","n/e","n/e","3464","218","10","n/e","n/e","n/e","449","","40","n/e","n/e","3900","764","n/e","31","262","301","875"
"Belgium (BE)","08.01.2015 12:00 - 08.01.2015 13:00 (CET)","270","n/e","n/e","3455","219","0","n/e","n/e","n/e","277","","39","n/e","n/e","3898","771","n/e","35","264","79","874"
"Belgium (BE)","08.01.2015 13:00 - 08.01.2015 14:00 (CET)","270","n/e","n/e","3468","225","0","n/e","n/e","n/e","243","","38","n/e","n/e","3896","778","n/e","38","258","357","889"
"Belgium (BE)","08.01.2015 14:00 - 08.01.2015 15:00 (CET)","270","n/e","n/e","3243","220","0","n/e","n/e","n/e","334","","40","n/e","n/e","3896","767","n/e","19","257","315","895"
"Belgium (BE)","08.01.2015 15:00 - 08.01.2015 16:00 (CET)","273","n/e","n/e","3091","215","0","n/e","n/e","n/e","296","","40","n/e","n/e","3899","785","n/e","20","259","184","849"
"Belgium (BE)","08.01.2015 16:00 - 08.01.2015 17:00 (CET)","271","n/e","n/e","3238","218","0","n/e","n/e","n/e","212","","37","n/e","n/e","3900","794","n/e","26","260","362","712"
"Belgium (BE)","08.01.2015 17:00 - 08.01.2015 18:00 (CET)","273","n/e","n/e","3591","217","0","n/e","n/e","n/e","556","","36","n/e","n/e","3900","797","n/e","0","257","347","514"
"Belgium (BE)","08.01.2015 18:00 - 08.01.2015 19:00 (CET)","270","n/e","n/e","3530","225","0","n/e","n/e","n/e","311","","36","n/e","n/e","3900","767","n/e","0","263","540","511"
"Belgium (BE)","08.01.2015 19:00 - 08.01.2015 20:00 (CET)","270","n/e","n/e","3380","222","0","n/e","n/e","n/e","57","0","35","n/e","n/e","3901","732","n/e","0","270","628","515"
"Belgium (BE)","08.01.2015 20:00 - 08.01.2015 21:00 (CET)","276","n/e","n/e","3178","219","0","n/e","n/e","n/e","83","0","35","n/e","n/e","3899","708","n/e","0","269","627","561"
"Belgium (BE)","08.01.2015 21:00 - 08.01.2015 22:00 (CET)","272","n/e","n/e","2651","218","0","n/e","n/e","n/e","","1","35","n/e","n/e","3898","700","n/e","0","274","622","614"
"Belgium (BE)","08.01.2015 22:00 - 08.01.2015 23:00 (CET)","273","n/e","n/e","2853","219","0","n/e","n/e","n/e","","1","33","n/e","n/e","3897","635","n/e","0","272","575","685"
"Belgium (BE)","08.01.2015 23:00 - 09.01.2015 00:00 (CET)","276","n/e","n/e","2863","212","0","n/e","n/e","n/e","88","2","31","n/e","n/e","3896","683","n/e","0","268","460","650"
"Belgium (BE)","09.01.2015 00:00 - 09.01.2015 01:00 (CET)","275","n/e","n/e","2332","152","0","n/e","n/e","n/e","","457","30","n/e","n/e","3896","664","n/e","0","265","550","730"
"Belgium (BE)","09.01.2015 01:00 - 09.01.2015 02:00 (CET)","276","n/e","n/e","2129","94","0","n/e","n/e","n/e","","536","29","n/e","n/e","3896","616","n/e","0","260","532","800"
"Belgium (BE)","09.01.2015 02:00 - 09.01.2015 03:00 (CET)","276","n/e","n/e","1850","75","0","n/e","n/e","n/e","","891","29","n/e","n/e","3895","620","n/e","0","264","614","899"
"Belgium (BE)","09.01.2015 03:00 - 09.01.2015 04:00 (CET)","276","n/e","n/e","1829","75","0","n/e","n/e","n/e","","874","29","n/e","n/e","3893","621","n/e","0","263","652","888"
"Belgium (BE)","09.01.2015 04:00 - 09.01.2015 05:00 (CET)","274","n/e","n/e","1782","81","0","n/e","n/e","n/e","","873","29","n/e","n/e","3893","618","n/e","0","266","653","923"
"Belgium (BE)","09.01.2015 05:00 - 09.01.2015 06:00 (CET)","274","n/e","n/e","1813","110","0","n/e","n/e","n/e","","994","29","n/e","n/e","3895","580","n/e","0","270","652","1010"
"Belgium (BE)","09.01.2015 06:00 - 09.01.2015 07:00 (CET)","275","n/e","n/e","1877","117","0","n/e","n/e","n/e","11","262","28","n/e","n/e","3895","620","n/e","0","274","587","1004"
"Belgium (BE)","09.01.2015 07:00 - 09.01.2015 08:00 (CET)","274","n/e","n/e","2240","114","0","n/e","n/e","n/e","254","","28","n/e","n/e","3892","721","n/e","0","272","617","1004"
"Belgium (BE)","09.01.2015 08:00 - 09.01.2015 09:00 (CET)","276","n/e","n/e","2369","117","0","n/e","n/e","n/e","910","","27","n/e","n/e","3890","781","n/e","0","270","647","1024"
"Belgium (BE)","09.01.2015 09:00 - 09.01.2015 10:00 (CET)","276","n/e","n/e","2453","116","0","n/e","n/e","n/e","455","","26","n/e","n/e","3892","781","n/e","2","257","646","1005"
"Belgium (BE)","09.01.2015 10:00 - 09.01.2015 11:00 (CET)","277","n/e","n/e","2704","118","0","n/e","n/e","n/e","427","","27","n/e","n/e","3891","792","n/e","27","251","650","982"
"Belgium (BE)","09.01.2015 11:00 - 09.01.2015 12:00 (CET)","278","n/e","n/e","2715","118","0","n/e","n/e","n/e","508","","27","n/e","n/e","3887","798","n/e","66","254","655","958"
"Belgium (BE)","09.01.2015 12:00 - 09.01.2015 13:00 (CET)","279","n/e","n/e","2601","119","0","n/e","n/e","n/e","176","","28","n/e","n/e","3888","811","n/e","95","253","653","967"
"Belgium (BE)","09.01.2015 13:00 - 09.01.2015 14:00 (CET)","278","n/e","n/e","2610","118","0","n/e","n/e","n/e","70","","29","n/e","n/e","3885","812","n/e","115","254","651","955"
"Belgium (BE)","09.01.2015 14:00 - 09.01.2015 15:00 (CET)","279","n/e","n/e","2486","118","0","n/e","n/e","n/e","49","0","29","n/e","n/e","3885","800","n/e","139","254","656","940"
"Belgium (BE)","09.01.2015 15:00 - 09.01.2015 16:00 (CET)","278","n/e","n/e","2443","125","0","n/e","n/e","n/e","","1","31","n/e","n/e","3886","754","n/e","52","258","661","944"
"Belgium (BE)","09.01.2015 16:00 - 09.01.2015 17:00 (CET)","280","n/e","n/e","2525","160","0","n/e","n/e","n/e","115","","30","n/e","n/e","3887","751","n/e","2","261","643","973"
"Belgium (BE)","09.01.2015 17:00 - 09.01.2015 18:00 (CET)","280","n/e","n/e","2678","207","0","n/e","n/e","n/e","675","","30","n/e","n/e","3889","777","n/e","0","264","421","969"
"Belgium (BE)","09.01.2015 18:00 - 09.01.2015 19:00 (CET)","280","n/e","n/e","2391","215","0","n/e","n/e","n/e","540","","30","n/e","n/e","3891","754","n/e","0","269","295","993"
"Belgium (BE)","09.01.2015 19:00 - 09.01.2015 20:00 (CET)","279","n/e","n/e","2209","216","0","n/e","n/e","n/e","168","","30","n/e","n/e","3891","757","n/e","0","268","295","1016"
"Belgium (BE)","09.01.2015 20:00 - 09.01.2015 21:00 (CET)","280","n/e","n/e","2160","216","0","n/e","n/e","n/e","","90","30","n/e","n/e","3888","699","n/e","0","271","295","1013"
"Belgium (BE)","09.01.2015 21:00 - 09.01.2015 22:00 (CET)","278","n/e","n/e","2061","212","0","n/e","n/e","n/e","","121","31","n/e","n/e","3887","656","n/e","0","269","295","985"
"Belgium (BE)","09.01.2015 22:00 - 09.01.2015 23:00 (CET)","280","n/e","n/e","1939","207","0","n/e","n/e","n/e","","118","29","n/e","n/e","3887","606","n/e","0","267","326","970"
"Belgium (BE)","09.01.2015 23:00 - 10.01.2015 00:00 (CET)","278","n/e","n/e","1789","198","0","n/e","n/e","n/e","","104","29","n/e","n/e","3886","583","n/e","0","268","554","993"
"Belgium (BE)","10.01.2015 00:00 - 10.01.2015 01:00 (CET)","281","n/e","n/e","1537","171","0","n/e","n/e","n/e","","74","29","n/e","n/e","3886","628","n/e","0","264","631","987"
"Belgium (BE)","10.01.2015 01:00 - 10.01.2015 02:00 (CET)","278","n/e","n/e","1533","85","0","n/e","n/e","n/e","","767","30","n/e","n/e","3886","563","n/e","0","257","640","988"
"Belgium (BE)","10.01.2015 02:00 - 10.01.2015 03:00 (CET)","280","n/e","n/e","1516","99","0","n/e","n/e","n/e","","854","30","n/e","n/e","3861","557","n/e","0","269","635","974"
"Belgium (BE)","10.01.2015 03:00 - 10.01.2015 04:00 (CET)","277","n/e","n/e","1580","108","0","n/e","n/e","n/e","","870","28","n/e","n/e","3883","579","n/e","0","270","515","960"
"Belgium (BE)","10.01.2015 04:00 - 10.01.2015 05:00 (CET)","278","n/e","n/e","1538","103","0","n/e","n/e","n/e","","922","29","n/e","n/e","3884","551","n/e","0","271","478","936"
"Belgium (BE)","10.01.2015 05:00 - 10.01.2015 06:00 (CET)","279","n/e","n/e","1597","81","0","n/e","n/e","n/e","","912","29","n/e","n/e","3886","550","n/e","0","269","450","945"
"Belgium (BE)","10.01.2015 06:00 - 10.01.2015 07:00 (CET)","279","n/e","n/e","1534","116","0","n/e","n/e","n/e","","265","29","n/e","n/e","3886","547","n/e","0","266","396","950"
"Belgium (BE)","10.01.2015 07:00 - 10.01.2015 08:00 (CET)","280","n/e","n/e","1535","164","0","n/e","n/e","n/e","","79","29","n/e","n/e","3887","558","n/e","0","265","362","938"
"Belgium (BE)","10.01.2015 08:00 - 10.01.2015 09:00 (CET)","278","n/e","n/e","1731","191","0","n/e","n/e","n/e","","1","30","n/e","n/e","3889","602","n/e","0","267","301","939"
"Belgium (BE)","10.01.2015 09:00 - 10.01.2015 10:00 (CET)","277","n/e","n/e","1893","218","0","n/e","n/e","n/e","227","0","30","n/e","n/e","3890","659","n/e","9","266","294","931"
"Belgium (BE)","10.01.2015 10:00 - 10.01.2015 11:00 (CET)","277","n/e","n/e","1923","219","0","n/e","n/e","n/e","470","","31","n/e","n/e","3891","732","n/e","51","266","296","931"
"Belgium (BE)","10.01.2015 11:00 - 10.01.2015 12:00 (CET)","280","n/e","n/e","1937","219","0","n/e","n/e","n/e","497","","31","n/e","n/e","3889","771","n/e","95","266","295","908"
"Belgium (BE)","10.01.2015 12:00 - 10.01.2015 13:00 (CET)","279","n/e","n/e","1976","223","0","n/e","n/e","n/e","481","","30","n/e","n/e","3889","770","n/e","101","265","295","944"
"Belgium (BE)","10.01.2015 13:00 - 10.01.2015 14:00 (CET)","281","n/e","n/e","1833","230","0","n/e","n/e","n/e","82","0","31","n/e","n/e","3890","748","n/e","107","268","456","950"
"Belgium (BE)","10.01.2015 14:00 - 10.01.2015 15:00 (CET)","280","n/e","n/e","1822","230","0","n/e","n/e","n/e","216","","31","n/e","n/e","3890","713","n/e","89","268","620","950"
"Belgium (BE)","10.01.2015 15:00 - 10.01.2015 16:00 (CET)","279","n/e","n/e","1761","227","0","n/e","n/e","n/e","1","0","31","n/e","n/e","3889","703","n/e","65","270","634","949"
"Belgium (BE)","10.01.2015 16:00 - 10.01.2015 17:00 (CET)","278","n/e","n/e","1761","218","0","n/e","n/e","n/e","22","","30","n/e","n/e","3889","708","n/e","27","270","639","893"
"Belgium (BE)","10.01.2015 17:00 - 10.01.2015 18:00 (CET)","268","n/e","n/e","1934","217","0","n/e","n/e","n/e","578","","29","n/e","n/e","3889","683","n/e","0","270","639","749"
"Belgium (BE)","10.01.2015 18:00 - 10.01.2015 19:00 (CET)","267","n/e","n/e","1992","217","0","n/e","n/e","n/e","584","","28","n/e","n/e","3890","735","n/e","0","270","641","638"
"Belgium (BE)","10.01.2015 19:00 - 10.01.2015 20:00 (CET)","273","n/e","n/e","1898","217","0","n/e","n/e","n/e","181","","28","n/e","n/e","3892","744","n/e","0","268","640","552"
"Belgium (BE)","10.01.2015 20:00 - 10.01.2015 21:00 (CET)","276","n/e","n/e","1882","189","0","n/e","n/e","n/e","143","","28","n/e","n/e","3894","665","n/e","0","268","638","483"
"Belgium (BE)","10.01.2015 21:00 - 10.01.2015 22:00 (CET)","278","n/e","n/e","1825","115","0","n/e","n/e","n/e","3","0","28","n/e","n/e","3896","639","n/e","0","261","641","424"
"Belgium (BE)","10.01.2015 22:00 - 10.01.2015 23:00 (CET)","275","n/e","n/e","1790","102","0","n/e","n/e","n/e","","1","29","n/e","n/e","3896","579","n/e","0","257","639","358"
"Belgium (BE)","10.01.2015 23:00 - 11.01.2015 00:00 (CET)","278","n/e","n/e","1686","92","0","n/e","n/e","n/e","","32","30","n/e","n/e","3897","592","n/e","0","259","638","377"
"Belgium (BE)","11.01.2015 00:00 - 11.01.2015 01:00 (CET)","276","n/e","n/e","1601","90","0","n/e","n/e","n/e","","56","29","n/e","n/e","3896","532","n/e","0","263","638","400"
"Belgium (BE)","11.01.2015 01:00 - 11.01.2015 02:00 (CET)","274","n/e","n/e","1608","73","0","n/e","n/e","n/e","","352","29","n/e","n/e","3894","524","n/e","0","262","638","522"
"Belgium (BE)","11.01.2015 02:00 - 11.01.2015 03:00 (CET)","275","n/e","n/e","1631","71","0","n/e","n/e","n/e","","652","29","n/e","n/e","3895","531","n/e","0","267","637","528"
"Belgium (BE)","11.01.2015 03:00 - 11.01.2015 04:00 (CET)","275","n/e","n/e","1671","71","0","n/e","n/e","n/e","","963","29","n/e","n/e","3896","538","n/e","0","264","639","600"
"Belgium (BE)","11.01.2015 04:00 - 11.01.2015 05:00 (CET)","274","n/e","n/e","1648","78","0","n/e","n/e","n/e","","934","29","n/e","n/e","3896","526","n/e","0","263","636","655"
"Belgium (BE)","11.01.2015 05:00 - 11.01.2015 06:00 (CET)","272","n/e","n/e","1573","88","0","n/e","n/e","n/e","","917","29","n/e","n/e","3896","525","n/e","0","262","634","740"
"Belgium (BE)","11.01.2015 06:00 - 11.01.2015 07:00 (CET)","274","n/e","n/e","1434","90","0","n/e","n/e","n/e","","543","29","n/e","n/e","3898","522","n/e","0","264","633","756"
"Belgium (BE)","11.01.2015 07:00 - 11.01.2015 08:00 (CET)","276","n/e","n/e","1426","108","0","n/e","n/e","n/e","","372","29","n/e","n/e","3897","524","n/e","0","260","634","799"
"Belgium (BE)","11.01.2015 08:00 - 11.01.2015 09:00 (CET)","275","n/e","n/e","1520","118","0","n/e","n/e","n/e","","141","29","n/e","n/e","3899","563","n/e","0","259","634","829"
"Belgium (BE)","11.01.2015 09:00 - 11.01.2015 10:00 (CET)","276","n/e","n/e","1603","195","0","n/e","n/e","n/e","","9","28","n/e","n/e","3897","601","n/e","41","259","633","826"
"Belgium (BE)","11.01.2015 10:00 - 11.01.2015 11:00 (CET)","272","n/e","n/e","1677","216","0","n/e","n/e","n/e","","1","28","n/e","n/e","3897","648","n/e","228","252","631","806"
"Belgium (BE)","11.01.2015 11:00 - 11.01.2015 12:00 (CET)","274","n/e","n/e","1716","218","0","n/e","n/e","n/e","","0","28","n/e","n/e","3896","664","n/e","396","255","630","830"
